"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"Rd";"corranet";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"Rp.ETR";"JO1.percent";"JC1.percent";"Rp.ETR.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Acer platanoides";"5";"30";11.19484057;15.82135265;0.7357114452578;10.4591291247422;4.62651208;2.31325604;6.93976812;0.619907722366072;0.141080521;0.119938157;-0.021142364;-0.149860263132995;0.002801635;0.002413485;-0.00038815;-0.138544100141524;62.80696165;48.49585652;-14.31110513;-0.227858580546381;62.80696165;38.9345205451847;23.8724411048153;12.01839958;1.5022999475;50.78856207;0.619907722366072;0.380092277633928;0.0239193221266101;0.808645422987119;-0.999163519;-0.99903619;0.000127329000000009;-0.000127435597456005
"Acer platanoides";"5";"35";8.559844326;14.3794754;0.58936375386604;7.97048057213396;5.819631074;2.909815537;8.729446611;1.01981371138782;0.096887189;0.108201971;0.011314782;0.116783055807306;0.002724352;0.003074059;0.000349707;0.128363368610224;57.02255479;38.88966392;-18.13289087;-0.317995062423614;57.02255479;58.152383233205;-1.12982844320499;15.1887849906667;1.89859812383333;41.8337697993333;1.01981371138782;-0.019813711387816;0.0332955640241901;0.733635487806479;-0.999157632;-0.99922467;-6.70380000000748e-05;6.70945182752452e-05
"Acer platanoides";"6";"25";12.49737842;15.63803653;0.8080543974468;11.6893240225532;3.14065811;1.570329055;4.710987165;0.376958031250845;0.213275837;0.162148702;-0.051127135;-0.239723054046671;0.002692316;0.002124318;-0.000567998;-0.210970034721036;46.02980063;49.82158598;3.79178535;0.0823767493689447;46.02980063;17.3513030243537;28.6784976056463;-2.6398087;-0.3299760875;48.66960933;0.376958031250845;0.623041968749155;-0.0071687490057243;1.05734999204579;-0.999452419;-0.998957811;0.000494608000000007;-0.000494878986330221
"Acer platanoides";"6";"30";13.80940639;17.34294153;0.8809244309006;12.9284819590994;3.53353514;1.76676757;5.30030271;0.383818287355073;0.231187806;0.176254075;-0.054933731;-0.237615175084105;0.004786702;0.003710485;-0.001076217;-0.224834760969035;83.11174248;54.3817139;-28.73002858;-0.345679536040453;83.11174248;31.8998066577695;51.2119358222305;18.5827446133333;2.32284307666667;64.5289978666667;0.383818287355073;0.616181712644927;0.0279484343289474;0.776412525368421;-0.999309715;-0.999146499;0.000163216000000022;-0.000163328743381647
"Acer platanoides";"6";"35";7.233456329;9.460146401;0.51569616451266;6.71776016448734;2.226690072;1.113345036;3.340035108;0.461748154144417;0.074223072;0.049145995;-0.025077077;-0.337860941675925;0.002252496;0.00148963;-0.000762866;-0.338675851144686;61.66608103;34.67219855;-26.99388248;-0.43774279197129;61.66608103;28.4741990889225;33.1918819410775;21.8215038093333;2.72768797616667;39.8445772206667;0.461748154144417;0.538251845855583;0.0442331980662055;0.646134415470356;-0.999215607;-0.999163925;5.16820000000529e-05;-5.17225708225481e-05
"Acer platanoides";"7";"30";5.242007173;8.310019382;0.40509107838842;4.83691609461158;3.068012209;1.5340061045;4.6020183135;0.877911487264575;0.070758062;0.099293287;0.028535225;0.403278781151468;0.001603679;0.002188551;0.000584872;0.36470640321411;48.59089258;22.9818681;-25.60902448;-0.527033423760169;48.59089258;42.658502772421;5.932389807579;18.415242592;2.301905324;30.175649988;0.877911487264575;0.122088512735425;0.0473731845985365;0.621014523211708;-0.999118191;-0.999160483;-4.22920000000548e-05;4.23293263810216e-05
"Acer platanoides";"7";"35";8.113982315;10.62757671;0.5646005777751;7.5493817372249;2.513594395;1.2567971975;3.7703915925;0.464678310369228;0.099869929;0.079011494;-0.020858435;-0.208856011102201;0.002874286;0.00225175;-0.000622536;-0.216588050040949;58.21884222;39.63487473;-18.58396749;-0.319208812497062;58.21884222;27.0530332344423;31.1658089855577;17.1752753066667;2.14690941333333;41.0435669133333;0.464678310369228;0.535321689630772;0.0368765391317899;0.704987686945681;-0.999076859;-0.998954857;0.00012200200000001;-0.000122114729113158
"Acer platanoides";"8";"25";7.755144631;8.656393424;0.54467073280574;7.21047389819426;0.901248792999999;0.450624396499999;1.3518731895;0.174319532880933;0.097168694;0.107989219;0.010820525;0.111358139690547;0.001307996;0.001473529;0.000165533;0.1265546683629;38.18685711;35.82056509;-2.36629202;-0.0619661370189152;38.18685711;6.65671509360615;31.5301420163938;4.77751905733333;0.597189882166666;33.4093380526667;0.174319532880933;0.825680467119067;0.0156386235307718;0.874891011753826;-0.999290796;-0.999162025;0.000128771000000083;-0.000128862389722324
"Acer platanoides";"9";"25";6.319735691;8.593680742;0.46494812027814;5.85478757072186;2.273945051;1.1369725255;3.4109175765;0.539724720031808;0.057207605;0.079236842;0.022029237;0.385075323464424;0.00077715;0.001082103;0.000304953;0.3923991507431;32.58073064;22.83310753;-9.74762311;-0.299183686753564;32.58073064;17.5846257231057;14.9961049168943;4.867858584;0.608482323;27.712872056;0.539724720031808;0.460275279968192;0.0186761411130834;0.850590871095333;-0.999340101;-0.999150778;0.000189323000000075;-0.000189448016556752
"Acer platanoides";"9";"30";5.809436124;6.603033472;0.43660608232696;5.37283004167304;0.793597348;0.396798674;1.190396022;0.204907326045332;0.075408294;0.026912076;-0.048496218;-0.643115172450394;0.00152671;0.000557993;-0.000968717;-0.63451277583824;33.09214437;22.81155856;-10.28058581;-0.310665446610343;33.09214437;6.7808228159628;26.3113215540372;6.569599916;0.8211999895;26.522544454;0.204907326045332;0.795092673954668;0.0248155568378478;0.801475545297218;-0.999286273;-0.99914987;0.000136402999999952;-0.000136500424038099
"Acer platanoides";"9";"35";3.535764209;6.579330505;0.31032634416786;3.22543786483214;3.043566296;1.521783148;4.565349444;1.29119171249578;0.026464677;0.055967957;0.02950328;1.11481730912491;0.000793393;0.001645974;0.000852581;1.07460111193318;38.87619501;16.49063559;-22.38555942;-0.575816625424423;38.87619501;50.1966208102818;-11.3204258002818;16.4887587826667;2.06109484783333;22.3874362273333;1.29119171249578;-0.291191712495781;0.0530168872571805;0.575864901942556;-0.999199256;-0.999257432;-5.81759999999099e-05;5.82226214146719e-05
"Fagus sylvatica";"1";"25";5.674225469;6.877796544;0.42909648254826;5.24512898645174;1.203571075;0.6017855375;1.8053566125;0.318167937168378;0.118936586;0.109167131;-0.009769455;-0.0821400321680664;0.001536228;0.001411096;-0.000125132;-0.0814540549970447;10.94269206;23.94631365;13.00362159;1.18833843799128;10.94269206;3.48161375979899;7.46107830020101;-7.83613987733333;-0.979517484666666;18.7788319373333;0.318167937168378;0.681832062831622;-0.089513392069873;1.71610713655898;-0.999544372;-0.999161746;0.000382626000000053;-0.00038280041458735
"Fagus sylvatica";"2";"25";8.68494592;12.0774915;0.5963118963968;8.0886340236032;3.39254558;1.69627279;5.08881837;0.58593552762157;0.192489216;0.22056926;0.028080044;0.145878530670518;0.002422697;0.002753507;0.00033081;0.13654617147749;37.99147843;44.40934447;6.41786604;0.168929094239516;37.99147843;22.2605569590055;15.7309214709945;2.1677965;0.2709745625;35.82368193;0.58593552762157;0.41406447237843;0.00713250901775975;0.942939927857922;-0.999431894;-0.999198412;0.000233481999999952;-0.000233614717922892
"Fagus sylvatica";"2";"30";10.34041404;14.24167651;0.6882565957816;9.6521574442184;3.90126247;1.950631235;5.851893705;0.565924505765728;0.250500478;0.204904419;-0.045596059;-0.182019848281487;0.004286212;0.004043707;-0.000242505;-0.0565779294164639;56.57133151;12.66496981;-43.9063617;-0.77612388692387;56.57133151;32.0151028253059;24.5562286846941;10.1397835666667;1.26747294583333;46.4315479433333;0.565924505765728;0.434075494234272;0.0224048632408322;0.820761094073342;-0.999224632;-0.999473031;-0.000248398999999955;0.000248591750088037
"Fagus sylvatica";"2";"35";12.09496474;18.73807002;0.7857043416596;11.3092603983404;6.64310528;3.32155264;9.96465792;0.823868290169153;0.256733997;0.250245826;-0.00648817099999999;-0.0252719588204751;0.007760368;0.008010666;0.000250297999999999;0.0322533673660836;63.48822726;62.03152577;-1.45670149;-0.0229444347852783;63.48822726;52.3059372385668;11.1822900214332;10.0722455333333;1.25903069166667;53.4159817266667;0.823868290169153;0.176131709830847;0.019830931591626;0.841352547266992;-0.999282424;-0.99903592;0.000246504000000036;-0.000246681012374172
"Fagus sylvatica";"3";"25";13.97339349;16.38143844;0.8900322744346;13.0833612155654;2.40804495;1.204022475;3.612067425;0.258496078821867;0.186987306;0.218487053;0.031499747;0.16845928033211;0.002425518;0.002835641;0.000410123;0.169086768269706;97.74002061;70.38395832;-27.35606229;-0.279885988556883;97.74002061;25.2654120716535;72.4746085383465;27.8976311;3.4872038875;69.84238951;0.258496078821867;0.741503921178133;0.0356783625145176;0.714573099883859;-0.999243845;-0.998794145;0.000449699999999997;-0.000450040300223213
"Fagus sylvatica";"3";"30";15.00028524;22.84770747;0.9470658422296;14.0532193977704;7.84742223;3.923711115;11.771133345;0.784727300625651;0.241378717;0.233390045;-0.007988672;-0.0330960082118591;0.00399251;0.003949206;-4.33040000000001e-05;-0.0108463097149412;86.03357427;85.21054139;-0.82303288;-0.00956641505346584;86.03357427;67.5128945000736;18.5206797699264;17.35495554;2.1693694425;68.67861873;0.784727300625651;0.215272699374349;0.0252153820285537;0.79827694377157;-0.999157485;-0.998874621;0.000282863999999994;-0.000283102518118046
"Fagus sylvatica";"3";"35";13.69119397;24.27940162;0.8743589130938;12.8168350569062;10.58820765;5.294103825;15.882311475;1.16003845316933;0.217765733;0.236686335;0.018920602;0.0868851207182354;0.006413417;0.006754837;0.000341419999999999;0.0532352722425502;126.0299156;89.72240352;-36.30751208;-0.288086458735992;126.0299156;146.199548345685;-20.1696327456847;47.5100931466667;5.93876164333333;78.5198224533333;1.16003845316933;-0.160038453169326;0.0471218409935469;0.623025272051625;-0.998801993;-0.998739778;6.22150000000321e-05;-6.22896234048985e-05
"Fagus sylvatica";"4";"30";9.129552058;12.56708014;0.62100532130132;8.50854673669868;3.437528082;1.718764041;5.156292123;0.564791359996865;0.165644875;0.186051543;0.020406668;0.123195287508895;0.002913574;0.003174064;0.00026049;0.0894056577934866;58.99390267;44.32527535;-14.66862732;-0.248646498300907;58.99390267;33.319246520512;25.674656149488;14.983796292;1.8729745365;44.010106378;0.564791359996865;0.435208640003135;0.031748612173991;0.746011102608072;-0.999168924;-0.999166263;2.6610000000149e-06;-2.66321333269859e-06
"Fagus sylvatica";"4";"35";7.564701251;14.18716725;0.53409350748054;7.03060774351946;6.622465999;3.3112329995;9.9336989985;1.31316474622006;0.162245804;0.172137925;0.009892121;0.060969965053765;0.004845028;0.005165217;0.000320188999999999;0.0660860989864247;42.81938435;50.32871065;7.5093263;0.175372122088906;42.81938435;56.228905983267;-13.409521633267;8.373719564;1.0467149455;34.445664786;1.31316474622006;-0.313164746220062;0.0244448854505775;0.80444091639538;-0.999301125;-0.999221888;7.92370000000098e-05;-7.92924154868832e-05
"Fagus sylvatica";"5";"25";7.202399237;11.29824117;0.51397125362298;6.68842798337702;4.095841933;2.0479209665;6.1437628995;0.853016154386222;0.100789606;0.166641259;0.065851653;0.653357579351982;0.001336317;0.002127968;0.000791651;0.592412578751898;249.6077619;58.31444113;-191.29332077;-0.766375690058218;249.6077619;212.91945316089;36.6883087391102;147.198776634667;18.3998470793333;102.408985265333;0.853016154386222;0.146983845613778;0.0737150437120815;0.410279650303348;-0.999142487;-0.999056426;8.60609999999706e-05;-8.61348617636862e-05
"Fagus sylvatica";"5";"30";16.99801688;25.62265046;1.0580198575152;15.9399970224848;8.62463358;4.31231679;12.93695037;0.761085864388199;0.243152147;0.239643592;-0.00350855500000002;-0.0144294633762787;0.003976285;0.003805106;-0.000171179;-0.0430499825842465;119.0846806;105.5457167;-13.5389639;-0.113691902533431;119.0846806;90.6336670698436;28.4510135301564;34.0617420533333;4.25771775666667;85.0229385466667;0.761085864388199;0.238914135611801;0.0357536984204387;0.71397041263649;-0.999251758;-0.999084777;0.00016698100000001;-0.000167106035754415
"Fagus sylvatica";"5";"35";13.12714446;22.37402259;0.8430316033084;12.2841128566916;9.24687813;4.623439065;13.870317195;1.05661343464792;0.223945785;0.238559764;0.014613979;0.0652567718566349;0.006574664;0.006873792;0.000299128;0.0454970778734853;109.3661506;83.10896056;-26.25719004;-0.240085162510968;109.3661506;115.557744019688;-6.19159341968755;37.9050485066667;4.73813106333333;71.4611020933333;1.05661343464792;-0.0566134346479188;0.0433235606934979;0.653411514452017;-0.998975585;-0.998930647;4.49380000000499e-05;-4.49840823687897e-05
"Fagus sylvatica";"6";"25";9.036363498;11.87591981;0.61582962867892;8.42053386932108;2.839556312;1.419778156;4.259334468;0.471354928223362;0.135956068;0.169413735;0.033457667;0.246091752226903;0.001813141;0.002238076;0.000424935;0.234364012506473;297.5791406;46.1725795;-251.4065611;-0.844839327760328;297.5791406;140.265394458283;157.313746141717;174.289124405333;21.7861405506667;123.290016194667;0.471354928223362;0.528645071776638;0.073211248969736;0.414310008242112;-0.999476007;-0.999130712;0.000345295000000023;-0.000345476027019849
"Fagus sylvatica";"6";"35";13.31004005;20.28290316;0.853189624377;12.456850425623;6.97286311;3.486431555;10.459294665;0.78581992433599;0.220165347;0.208046729;-0.012118618;-0.0550432580109893;0.006577283;0.006127359;-0.000449924;-0.0684057535611589;64.33808473;71.54524756;7.20716283;0.112020164421205;64.33808473;50.5581488744511;13.7799358555489;7.39861635333334;0.924827044166667;56.9394683766667;0.78581992433599;0.21418007566401;0.0143744882684615;0.885004093852308;-0.999436487;-0.999164443;0.000272044000000027;-0.000272197386766035
"Fagus sylvatica";"7";"25";10.15444349;11.05723168;0.6779277914346;9.4765156985654;0.902788189999999;0.451394094999999;1.354182285;0.133358591865087;0.129371605;0.161913735;0.03254213;0.251539972778416;0.001673031;0.002107384;0.000434353;0.259620413489051;44.92058567;35.05664576;-9.86393991;-0.219586182211947;44.92058567;5.9905460507062;38.9300396192938;2.86854114;0.3585676425;42.05204453;0.133358591865087;0.866641408134913;0.00798225662359224;0.936141947011262;-0.999506734;-0.999041809;0.00046492500000006;-0.000465154444872465
"Fagus sylvatica";"7";"30";10.83156006;14.81690751;0.7155348457324;10.1160252142676;3.98534745;1.992673725;5.978021175;0.551907679215694;0.192479836;0.180572748;-0.011907088;-0.0618614824671816;0.00408488;0.003885554;-0.000199326;-0.0487960478643192;42.71963749;44.56182436;1.84218687000001;0.0431227177531933;42.71963749;23.5772959840416;19.1423415059583;-0.404401833333334;-0.0505502291666667;43.1240393233333;0.551907679215694;0.448092320784306;-0.00118330192241214;1.0094664153793;-0.999420301;-0.999105958;0.000314342999999995;-0.000314525330019282
"Fagus sylvatica";"7";"35";8.669547615;14.54900179;0.5954566745371;8.0740909404629;5.879454175;2.9397270875;8.8191812625;1.0172596834512;0.203396366;0.18054417;-0.022852196;-0.112353020112464;0.005868231;0.005075751;-0.00079248;-0.135045808523898;62.18766309;44.69502378;-17.49263931;-0.281287934629158;62.18766309;63.2610024695032;-1.07333937950322;18.33964842;2.2924560525;43.84801467;1.0172596834512;-0.0172596834511991;0.0368635182380512;0.70509185409559;-0.999059922;-0.999105571;-4.56489999999254e-05;4.56919540006585e-05
"Fagus sylvatica";"8";"25";7.036040127;7.918180624;0.50473166865358;6.53130845834642;0.882140497;0.4410702485;1.3232107455;0.188061853203811;0.135935902;0.130275757;-0.00566014500000001;-0.0416383377512734;0.0017425;0.00171383;-2.867e-05;-0.0164533715925394;9.438951246;29.24880057;19.809849324;2.09873415040627;9.438951246;1.77510666362318;7.66384458237682;-12.470139508;-1.5587674385;21.909090754;0.188061853203811;0.811938146796189;-0.165142016085798;2.32113612868639;-0.999608215;-0.999186357;0.000421857999999942;-0.00042202334241515
"Fagus sylvatica";"9";"25";5.403083029;9.072700894;0.41403723143066;4.98904579756934;3.669617865;1.8348089325;5.5044267975;1.01875665577524;0.061724308;0.097991616;0.036267308;0.587569292797904;0.000824171;0.00127741;0.000453239;0.54993320560903;17.86607444;30.99895905;13.13288461;0.735073877258512;17.86607444;18.2011822483259;-0.335107808325915;-2.49750511733333;-0.312188139666667;20.3635795573333;1.01875665577524;-0.0187566557752412;-0.0174737959765641;1.13979036781251;-0.999517512;-0.999237838;0.000279674000000063;-0.00027980900448702
"Betula pendula";"1";"25";19.69518076;25.90993649;1.2078203394104;18.4873604205896;6.21475573;3.107377865;9.322133595;0.473320540115723;0.250855986;0.195846505;-0.055009481;-0.219287097259062;0.003118574;0.002502789;-0.000615785;-0.197457235262014;137.745437;110.5823041;-27.1631329;-0.197198059635181;137.745437;65.1977446393163;72.5476923606837;39.3098093066667;4.91372616333333;98.4356276933333;0.473320540115723;0.526679459884277;0.0356725149692859;0.714619880245713;-0.999397316;-0.999120485;0.000276831000000088;-0.000276997942227902
"Betula pendula";"1";"30";18.06021899;25.74222957;1.1170145627046;16.9432044272954;7.68201058;3.84100529;11.52301587;0.638033009255332;0.207346783;0.235587883;0.0282411;0.136202257837779;0.00345084;0.003907414;0.000456574;0.132308075714898;164.6401098;105.4954131;-59.1446967;-0.359236256413138;164.6401098;105.045824699822;59.5942851001776;61.5994892266667;7.69993615333333;103.040620573333;0.638033009255332;0.361966990744667;0.0467682884971772;0.625853692022582;-0.999051378;-0.99898278;6.85980000000308e-05;-6.86631353608231e-05
"Betula pendula";"1";"35";20.51677759;27.47157431;1.2534518273486;19.2633257626514;6.95479672;3.47739836;10.43219508;0.508471422192768;0.197091658;0.170022284;-0.027069374;-0.137344087896404;0.004689835;0.004324042;-0.000365793;-0.0779969871008254;207.9359841;130.3735091;-77.562475;-0.37301131564943;207.9359841;105.72950556038;102.20647853962;83.9125824933333;10.4890728116667;124.023401606667;0.508471422192768;0.491528577807232;0.0504437596843377;0.596449922525298;-0.999111999;-0.998906635;0.000205364000000041;-0.00020554652552025
"Betula pendula";"1b";"30";20.07348074;26.49815927;1.2288311202996;18.8446496197004;6.42467853;3.212339265;9.637017795;0.480087032230365;0.205665454;0.176935026;-0.028730428;-0.139694963063656;0.003880935;0.003335481;-0.000545454;-0.140547058891736;202.3318583;115.3361058;-86.9957525;-0.429965667448229;202.3318583;97.1369013769018;105.194956923098;81.35862356;10.169827945;120.97323474;0.480087032230365;0.519912967769635;0.0502631075029275;0.59789513997658;-0.99913293;-0.998950494;0.000182436000000008;-0.000182594322058836
"Betula pendula";"1b";"35";11.1931296;16.63944761;0.735616417984;10.457513182016;5.44631801;2.723159005;8.169477015;0.729865310859976;0.089310752;0.039100577;-0.050210175;-0.562196307562162;0.002600217;0.001097261;-0.001502956;-0.578011758249408;137.9838367;47.06052944;-90.92330726;-0.658941724150507;137.9838367;100.709615866698;37.2742208333023;62.1408788666667;7.76760985833333;75.8429578333333;0.729865310859976;0.270134689140024;0.0562936213697364;0.549651029042109;-0.999182808;-0.999257129;-7.43209999999328e-05;7.43817841989259e-05
"Betula pendula";"2";"25";17.20816325;23.92167556;1.069691386905;16.138471863095;6.71351231;3.356756155;10.070268465;0.585202982950548;0.207559283;0.220740883;0.0131816;0.0635076389235744;0.002625467;0.002790877;0.00016541;0.0630021249552938;123.5885614;103.4655928;-20.1229686;-0.162822257756291;123.5885614;72.324394789847;51.264166610153;36.5039389333333;4.56299236666667;87.0846224666667;0.585202982950548;0.414797017049452;0.0369208308194343;0.704633353444526;-0.99921451;-0.999007673;0.000206836999999904;-0.000206999596112655
"Betula pendula";"2";"35";11.58341662;19.83327929;0.7572929590748;10.8261236609252;8.24986267;4.124931335;12.374794005;1.06831985854964;0.14822699;0.147968511;-0.000258479000000006;-0.00174380522737462;0.004216056;0.004206187;-9.86900000000002e-06;-0.00234081330988014;92.28171914;85.00492573;-7.27679341000001;-0.0788541162628368;92.28171914;98.5863931383628;-6.30467399836282;30.6320351066667;3.82900438833333;61.6496840333333;1.06831985854964;-0.0683198585496444;0.0414925558823235;0.668059552941412;-0.999168821;-0.999089946;7.88750000000338e-05;-7.89406137804552e-05
"Betula pendula";"3";"30";12.29752468;17.39314761;0.7969545207272;11.5005701592728;5.09562293;2.547811465;7.643434395;0.621542513139319;0.14117519;0.157133406;0.015958216;0.113038388685717;0.002426963;0.00268173;0.000254767;0.104973582209535;100.2440213;69.7060084;-30.5380129;-0.304636750441295;100.2440213;62.3059209259934;37.9381003740066;34.0359483866667;4.25449354833333;66.2080729133333;0.621542513139319;0.378457486860681;0.0424413695017374;0.660469043986101;-0.999116732;-0.999019555;9.71770000000038e-05;-9.72629092153006e-05
"Betula pendula";"3a";"25";15.19964411;16.11925782;0.9581382338694;14.2415058761306;0.919613710000002;0.459806855000001;1.379420565;0.090753477845739;0.230912795;0.225166914;-0.00574588100000001;-0.0248833374521321;0.002890727;0.002820919;-6.98080000000002e-05;-0.0241489424632628;84.08462626;71.83886756;-12.2457587;-0.145636119760283;84.08462626;7.63097226645416;76.4536539935458;15.5240332133333;1.94050415166667;68.5605930466667;0.090753477845739;0.909246522154261;0.0230779898535362;0.81537608117171;-0.999305966;-0.999060324;0.00024564199999999;-0.000245812602303618
"Betula pendula";"3b";"35";12.09141349;17.0836679;0.7855071052346;11.3059063847654;4.99225441;2.496127205;7.488381615;0.619313996762507;0.199276025;0.153200461;-0.046075564;-0.231214788633003;0.005532129;0.00425919;-0.001272939;-0.230099298118319;109.986559;58.08311809;-51.90344091;-0.471907125578863;109.986559;68.1162154444453;41.8703435555547;41.08060336;5.13507542;68.90595564;0.619313996762507;0.380686003237493;0.0466882086928458;0.626494330457233;-0.999119074;-0.999163226;-4.4151999999964e-05;4.41909289382298e-05
