"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"Rd";"corranet";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"JO1.percent";"JC1.percent";"JO2.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Fagus sylvatica";"3";"35";13.69119397;24.27940162;0.8743589130938;12.8168350569062;10.58820765;5.294103825;15.882311475;1.16003845316933;0.217765733;0.236686335;0.018920602;0.0868851207182354;0.006413417;0.006754837;0.000341419999999999;0.0532352722425502;126.0299156;89.72240352;-36.30751208;-0.288086458735992;215.75231912;250.28098653966;-34.5286674196595;107.325028826667;108.427290293333;1.16003845316933;-0.160038453169326;0.497445539702279;0.502554460297721;-0.998801993;-0.998739778;6.22150000000321e-05;-6.22896234048985e-05
"Fagus sylvatica";"4";"30";9.129552058;12.56708014;0.62100532130132;8.50854673669868;3.437528082;1.718764041;5.156292123;0.564791359996865;0.165644875;0.186051543;0.020406668;0.123195287508895;0.002913574;0.003174064;0.00026049;0.0894056577934866;58.99390267;44.32527535;-14.66862732;-0.248646498300907;103.31917802;58.353779067674;44.965398952326;44.5339798586667;58.7851981613333;0.564791359996865;0.435208640003135;0.431033044514214;0.568966955485786;-0.999168924;-0.999166263;2.6610000000149e-06;-2.66321333269859e-06
"Fagus sylvatica";"4";"35";7.564701251;14.18716725;0.53409350748054;7.03060774351946;6.622465999;3.3112329995;9.9336989985;1.31316474622006;0.162245804;0.172137925;0.009892121;0.060969965053765;0.004845028;0.005165217;0.000320188999999999;0.0660860989864247;42.81938435;50.32871065;7.5093263;0.175372122088906;93.148095;122.318794531557;-29.1706995315572;41.9261933306667;51.2219016693333;1.31316474622006;-0.313164746220062;0.450102531143194;0.549897468856806;-0.999301125;-0.999221888;7.92370000000098e-05;-7.92924154868832e-05
"Fagus sylvatica";"5";"25";7.202399237;11.29824117;0.51397125362298;6.68842798337702;4.095841933;2.0479209665;6.1437628995;0.853016154386222;0.100789606;0.166641259;0.065851653;0.653357579351982;0.001336317;0.002127968;0.000791651;0.592412578751898;249.6077619;58.31444113;-191.29332077;-0.766375690058218;307.92220303;262.662613478784;45.2595895512159;186.075070721333;121.847132308667;0.853016154386222;0.146983845613778;0.604292476769545;0.395707523230455;-0.999142487;-0.999056426;8.60609999999706e-05;-8.61348617636862e-05
"Fagus sylvatica";"5";"30";16.99801688;25.62265046;1.0580198575152;15.9399970224848;8.62463358;4.31231679;12.93695037;0.761085864388199;0.243152147;0.239643592;-0.00350855500000002;-0.0144294633762787;0.003976285;0.003805106;-0.000171179;-0.0430499825842465;119.0846806;105.5457167;-13.5389639;-0.113691902533431;224.6303973;170.963020096935;53.6673772030649;104.425553186667;120.204844113333;0.761085864388199;0.238914135611801;0.464877213599919;0.535122786400081;-0.999251758;-0.999084777;0.00016698100000001;-0.000167106035754415
"Fagus sylvatica";"5";"35";13.12714446;22.37402259;0.8430316033084;12.2841128566916;9.24687813;4.623439065;13.870317195;1.05661343464792;0.223945785;0.238559764;0.014613979;0.0652567718566349;0.006574664;0.006873792;0.000299128;0.0454970778734853;109.3661506;83.10896056;-26.25719004;-0.240085162510968;192.47511116;203.371788287008;-10.8966771270076;93.3110222133333;99.1640889466667;1.05661343464792;-0.0566134346479188;0.484795263402997;0.515204736597003;-0.998975585;-0.998930647;4.49380000000499e-05;-4.49840823687897e-05
"Fagus sylvatica";"6";"25";9.036363498;11.87591981;0.61582962867892;8.42053386932108;2.839556312;1.419778156;4.259334468;0.471354928223362;0.135956068;0.169413735;0.033457667;0.246091752226903;0.001813141;0.002238076;0.000424935;0.234364012506473;297.5791406;46.1725795;-251.4065611;-0.844839327760328;343.7517201;162.029067354393;181.722652745607;205.070844072;138.680876028;0.471354928223362;0.528645071776638;0.596566743032859;0.403433256967141;-0.999476007;-0.999130712;0.000345295000000023;-0.000345476027019849
"Fagus sylvatica";"6";"35";13.31004005;20.28290316;0.853189624377;12.456850425623;6.97286311;3.486431555;10.459294665;0.78581992433599;0.220165347;0.208046729;-0.012118618;-0.0550432580109893;0.006577283;0.006127359;-0.000449924;-0.0684057535611589;64.33808473;71.54524756;7.20716283;0.112020164421205;135.88333229;106.77982989865;29.10350239135;55.09544806;80.78788423;0.78581992433599;0.21418007566401;0.405461414078485;0.594538585921515;-0.999436487;-0.999164443;0.000272044000000027;-0.000272197386766035
"Fagus sylvatica";"7";"25";10.15444349;11.05723168;0.6779277914346;9.4765156985654;0.902788189999999;0.451394094999999;1.354182285;0.133358591865087;0.129371605;0.161913735;0.03254213;0.251539972778416;0.001673031;0.002107384;0.000434353;0.259620413489051;44.92058567;35.05664576;-9.86393991;-0.219586182211947;79.97723143;10.665650964773;69.311580465227;26.2396383133333;53.7375931166667;0.133358591865087;0.866641408134913;0.32808885534253;0.67191114465747;-0.999506734;-0.999041809;0.00046492500000006;-0.000465154444872465
"Fagus sylvatica";"7";"30";10.83156006;14.81690751;0.7155348457324;10.1160252142676;3.98534745;1.992673725;5.978021175;0.551907679215694;0.192479836;0.180572748;-0.011907088;-0.0618614824671816;0.00408488;0.003885554;-0.000199326;-0.0487960478643192;42.71963749;44.56182436;1.84218687000001;0.0431227177531933;87.28146185;48.1713090481866;39.1101528018134;29.3034810733333;57.9779807766667;0.551907679215694;0.448092320784306;0.335735452319688;0.664264547680312;-0.999420301;-0.999105958;0.000314342999999995;-0.000314525330019282
"Fagus sylvatica";"7";"35";8.669547615;14.54900179;0.5954566745371;8.0740909404629;5.879454175;2.9397270875;8.8191812625;1.0172596834512;0.203396366;0.18054417;-0.022852196;-0.112353020112464;0.005868231;0.005075751;-0.00079248;-0.135045808523898;62.18766309;44.69502378;-17.49263931;-0.281287934629158;106.88268687;108.72744821179;-1.84476134178983;48.13633094;58.74635593;1.0172596834512;-0.0172596834511991;0.450366026057593;0.549633973942407;-0.999059922;-0.999105571;-4.56489999999254e-05;4.56919540006585e-05
"Fagus sylvatica";"8";"25";7.036040127;7.918180624;0.50473166865358;6.53130845834642;0.882140497;0.4410702485;1.3232107455;0.188061853203811;0.135935902;0.130275757;-0.00566014500000001;-0.0416383377512734;0.0017425;0.00171383;-2.867e-05;-0.0164533715925394;9.438951246;29.24880057;19.809849324;2.09873415040627;38.687751816;7.27569030280608;31.4120615131939;7.029060872;31.658690944;0.188061853203811;0.811938146796189;0.181686982108198;0.818313017891802;-0.999608215;-0.999186357;0.000421857999999942;-0.00042202334241515
"Fagus sylvatica";"9";"25";5.403083029;9.072700894;0.41403723143066;4.98904579756934;3.669617865;1.8348089325;5.5044267975;1.01875665577524;0.061724308;0.097991616;0.036267308;0.587569292797904;0.000824171;0.00127741;0.000453239;0.54993320560903;17.86607444;30.99895905;13.13288461;0.735073877258512;48.86503349;49.7815781026176;-0.916544612617564;18.1684675826667;30.6965659073333;1.01875665577524;-0.0187566557752412;0.371809170792541;0.628190829207459;-0.999517512;-0.999237838;0.000279674000000063;-0.00027980900448702
"Betula pendula";"1";"25";19.69518076;25.90993649;1.2078203394104;18.4873604205896;6.21475573;3.107377865;9.322133595;0.473320540115723;0.250855986;0.195846505;-0.055009481;-0.219287097259062;0.003118574;0.002502789;-0.000615785;-0.197457235262014;137.745437;110.5823041;-27.1631329;-0.197198059635181;248.3277411;117.538620543169;130.789120556831;113.031345373333;135.296395726667;0.473320540115723;0.526679459884277;0.455170030028245;0.544829969971755;-0.999397316;-0.999120485;0.000276831000000088;-0.000276997942227902
"Betula pendula";"1";"30";18.06021899;25.74222957;1.1170145627046;16.9432044272954;7.68201058;3.84100529;11.52301587;0.638033009255332;0.207346783;0.235587883;0.0282411;0.136202257837779;0.00345084;0.003907414;0.000456574;0.132308075714898;164.6401098;105.4954131;-59.1446967;-0.359236256413138;270.1355229;172.35538058265;97.7801423173502;131.929764626667;138.205758273333;0.638033009255332;0.361966990744668;0.48838362023015;0.51161637976985;-0.999051378;-0.99898278;6.85980000000308e-05;-6.86631353608231e-05
"Betula pendula";"1";"35";20.51677759;27.47157431;1.2534518273486;19.2633257626514;6.95479672;3.47739836;10.43219508;0.508471422192768;0.197091658;0.170022284;-0.027069374;-0.137344087896404;0.004689835;0.004324042;-0.000365793;-0.0779969871008254;207.9359841;130.3735091;-77.562475;-0.37301131564943;338.3094932;172.020709148718;166.288784051282;170.828255226667;167.481237973333;0.508471422192768;0.491528577807232;0.50494667947635;0.49505332052365;-0.999111999;-0.998906635;0.000205364000000041;-0.00020554652552025
"Betula pendula";"1b";"30";20.07348074;26.49815927;1.2288311202996;18.8446496197004;6.42467853;3.212339265;9.637017795;0.480087032230365;0.205665454;0.176935026;-0.028730428;-0.139694963063656;0.003880935;0.003335481;-0.000545454;-0.140547058891736;202.3318583;115.3361058;-86.9957525;-0.429965667448229;317.6679641;152.508270119431;165.159693980569;158.24936076;159.41860334;0.480087032230365;0.519912967769635;0.498159646687521;0.501840353312479;-0.99913293;-0.998950494;0.000182436000000008;-0.000182594322058836
"Betula pendula";"1b";"35";11.1931296;16.63944761;0.735616417984;10.457513182016;5.44631801;2.723159005;8.169477015;0.729865310859976;0.089310752;0.039100577;-0.050210175;-0.562196307562162;0.002600217;0.001097261;-0.001502956;-0.578011758249408;137.9838367;47.06052944;-90.92330726;-0.658941724150507;185.04436614;135.057463815658;49.9869023243417;93.51456516;91.52980098;0.729865310859976;0.270134689140024;0.505362941389143;0.494637058610857;-0.999182808;-0.999257129;-7.43209999999328e-05;7.43817841989259e-05
"Betula pendula";"2";"25";17.20816325;23.92167556;1.069691386905;16.138471863095;6.71351231;3.356756155;10.070268465;0.585202982950548;0.207559283;0.220740883;0.0131816;0.0635076389235744;0.002625467;0.002790877;0.00016541;0.0630021249552938;123.5885614;103.4655928;-20.1229686;-0.162822257756291;227.0541542;132.872768329154;94.1813858708462;105.4810008;121.5731534;0.585202982950548;0.414797017049452;0.464563183931387;0.535436816068613;-0.99921451;-0.999007673;0.000206836999999904;-0.000206999596112655
"Betula pendula";"2";"35";11.58341662;19.83327929;0.7572929590748;10.8261236609252;8.24986267;4.124931335;12.374794005;1.06831985854964;0.14822699;0.147968511;-0.000258479000000006;-0.00174380522737462;0.004216056;0.004206187;-9.86900000000002e-06;-0.00234081330988014;92.28171914;85.00492573;-7.27679341000001;-0.0788541162628368;177.28664487;189.398843370259;-12.1121985002595;87.3019855933333;89.9846592766667;1.06831985854964;-0.0683198585496445;0.492434078479796;0.507565921520204;-0.999168821;-0.999089946;7.88750000000338e-05;-7.89406137804552e-05
"Betula pendula";"3";"30";12.29752468;17.39314761;0.7969545207272;11.5005701592728;5.09562293;2.547811465;7.643434395;0.621542513139319;0.14117519;0.157133406;0.015958216;0.113038388685717;0.002426963;0.00268173;0.000254767;0.104973582209535;100.2440213;69.7060084;-30.5380129;-0.304636750441295;169.9500297;105.63116856784;64.3188611321601;80.5066206533333;89.4434090466667;0.621542513139319;0.378457486860681;0.473707599789453;0.526292400210546;-0.999116732;-0.999019555;9.71770000000038e-05;-9.72629092153006e-05
"Betula pendula";"3a";"25";15.19964411;16.11925782;0.9581382338694;14.2415058761306;0.919613710000002;0.459806855000001;1.379420565;0.090753477845739;0.230912795;0.225166914;-0.00574588100000001;-0.0248833374521321;0.002890727;0.002820919;-6.98080000000002e-05;-0.0241489424632628;84.08462626;71.83886756;-12.2457587;-0.145636119760283;155.92349382;14.1505993420236;141.772894477976;63.4166115866666;92.5068822333333;0.090753477845739;0.909246522154261;0.406716204421866;0.593283795578134;-0.999305966;-0.999060324;0.00024564199999999;-0.000245812602303618
"Betula pendula";"3b";"35";12.09141349;17.0836679;0.7855071052346;11.3059063847654;4.99225441;2.496127205;7.488381615;0.619313996762507;0.199276025;0.153200461;-0.046075564;-0.231214788633003;0.005532129;0.00425919;-0.001272939;-0.230099298118319;109.986559;58.08311809;-51.90344091;-0.471907125578863;168.06967709;104.087903453192;63.9817736368081;79.8026820866667;88.2669950033333;0.619313996762507;0.380686003237493;0.474819036178269;0.525180963821731;-0.999119074;-0.999163226;-4.4151999999964e-05;4.41909289382298e-05
"Betula pendula";"3c";"30";8.074479713;17.16281567;0.56240660326002;7.51207310973998;9.088335957;4.5441679785;13.6325039355;1.68834456461034;0.11740323;0.153446509;0.036043279;0.307004151419003;0.002066109;0.002639019;0.00057291;0.277289339526617;42.54282121;60.72059819;18.17777698;0.427281888294874;103.2634194;174.344232867068;-71.0808134670678;47.3103336986667;55.9530857013333;1.68834456461034;-0.688344564610339;0.458151918400125;0.541848081599875;-0.999296887;-0.999106119;0.000190767999999952;-0.000190902225836667
