"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"Rd";"corranet";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"JO1.percent";"JC1.percent";"JO2.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Nobbele";"2";"25";5.021830078;6.732226223;0.39286244253212;4.62896763546788;1.710396145;0.8551980725;2.5655942175;0.51088829722446;0.019730865;0.005049568;-0.014681297;-0.744077717829401;0.00029397;7.61e-05;-0.00021787;-0.741130047283736;51.95199904;25.61184725;-26.34015179;-0.507009398612739;77.56384629;39.6264613572779;37.9373849327221;38.3176839853333;39.2461623046667;0.51088829722446;0.48911170277554;0.494014748083393;0.505985251916607;-0.998996128;-0.998970856;2.52720000000206e-05;-2.52973953468823e-05
"Nobbele";"2";"30";5.57909701;7.502288567;0.4238130479354;5.1552839620646;1.923191557;0.9615957785;2.8847873355;0.517070653248957;0.030622674;0.030510194;-0.000112479999999998;-0.00367309530186678;0.00077356;0.000740286;-3.32739999999999e-05;-0.043014116552045;61.56527539;31.88131308;-29.68396231;-0.48215430081259;93.44658847;48.3184885440693;45.1280999259307;47.42013362;46.02645485;0.517070653248957;0.482929346751043;0.507457087480767;0.492542912519233;-0.999010124;-0.998991082;1.90420000000247e-05;-1.90608678956938e-05
"Nobbele";"2";"35";5.586946573;9.518046162;0.42424901266442;5.16269756033558;3.931099589;1.9655497945;5.8966493835;1.0554332865821;0.062246643;0.064125234;0.00187859100000001;0.0301797962020218;0.002231207;0.002322625;9.14180000000002e-05;0.040972442270036;63.03005966;36.59566937;-26.43439029;-0.419393388370466;99.62572903;105.148310618271;-5.5225815882708;51.518628492;48.107100538;1.0554332865821;-0.0554332865821017;0.517121721402775;0.482878278597225;-0.999029441;-0.999058466;-2.90250000000158e-05;2.90531978426608e-05
"Nobbele";"8";"30";7.90271001;11.73206584;0.5528665139554;7.3498434960446;3.82935583;1.914677915;5.744033745;0.726843543256878;0.074238134;0.079682927;0.005444793;0.0733422663883228;0.001690983;0.001458133;-0.00023285;-0.137700970382316;89.62086537;41.44354234;-48.17732303;-0.537568152584778;131.06440771;95.2633184948006;35.8010892151995;66.3023784466667;64.7620292633333;0.726843543256878;0.273156456743121;0.505876306200313;0.494123693799687;-0.998993016;-0.998966736;2.62800000000452e-05;-2.63064902147876e-05
"Nobbele";"8";"35";8.946638233;12.76590161;0.61084628746082;8.33579194553918;3.819263377;1.9096316885;5.7288950655;0.640340529738731;0.09429347;0.083962391;-0.010331079;-0.109563037610134;0.003325328;0.002983122;-0.000342206;-0.102908946125014;114.2428374;56.83168291;-57.41115449;-0.502536139652988;171.07452031;109.545948960105;61.5285713498954;90.191978252;80.882542058;0.640340529738731;0.359659470261269;0.527208716345165;0.472791283654835;-0.998983509;-0.998923362;6.01470000000104e-05;-6.02082010945492e-05
"Riningsholm";"1";"25";11.37804722;18.01005222;0.7458867425988;10.6321604774012;6.632005;3.3160025;9.9480075;0.874315891615714;0.135063927;0.130166409;-0.00489751799999999;-0.0362607404418205;0.00176058;0.001682021;-7.85590000000002e-05;-0.0446210907769032;82.6957858;65.38687915;-17.30890665;-0.209308206972743;148.08266495;129.47102723859;18.6116377114097;68.38031738;79.70234757;0.874315891615714;0.125684108384286;0.461771250558521;0.538228749441479;-0.999092194;-0.998922624;0.000169570000000063;-0.000169724076535086
"Riningsholm";"1";"30";9.745485602;14.45174518;0.65521427033508;9.09027133166492;4.706259578;2.353129789;7.059389367;0.724375331851216;0.111684609;0.123735205;0.012050596;0.107898448209636;0.001967051;0.002114522;0.000147471;0.074970603202459;73.50374612;53.98747896;-19.51626716;-0.265513911741836;127.49122508;92.3514984754431;35.1397266045569;59.006188448;68.485036632;0.724375331851216;0.275624668148784;0.462825487879452;0.537174512120548;-0.998967905;-0.999011844;-4.39389999999928e-05;4.39843960752601e-05
"Riningsholm";"1";"35";9.14011055;14.42370157;0.621591739947;8.518518810053;5.28359102;2.64179551;7.92538653;0.867099635901012;0.121056299;0.105291192;-0.015765107;-0.13022954716301;0.005635995;0.004845142;-0.000790853;-0.140321806531056;98.15879164;67.46147982;-30.69731182;-0.312731150283341;165.62027146;143.609277080793;22.0109943792071;86.0398861733333;79.5803852866667;0.867099635901012;0.132900364098988;0.519500936780637;0.480499063219363;-0.999064738;-0.998982053;8.26849999999713e-05;-8.27624045319586e-05
"Riningsholm";"5";"25";7.044591869;11.64831836;0.50520663240426;6.53938523659574;4.603726491;2.3018632455;6.9055897365;0.980268249022107;0.041430422;0.041619114;0.000188691999999997;0.00455443104103543;0.000547867;0.000550857;2.99000000000002e-06;0.00545752892581598;53.12757863;38.38286129;-14.74471734;-0.277534149310429;91.51043992;89.7047787076211;1.80566121237891;42.2213816293333;49.2890582906667;0.980268249022107;0.0197317509778933;0.461383222135573;0.538616777864427;-0.999069959;-0.998984871;8.50879999999554e-05;-8.51672089961774e-05
"Riningsholm";"5";"30";7.240375059;9.98554664;0.51608043077686;6.72429462822314;2.745171581;1.3725857905;4.1177573715;0.568721556265446;0.066282775;0.062095942;-0.004186833;-0.0631662298387477;0.001281855;0.001238848;-4.30069999999999e-05;-0.0335505965963388;68.44328079;46.40499652;-22.03828427;-0.321993393882135;114.84827731;65.3166910061487;49.5315863038513;57.2578513826667;57.5904259273333;0.568721556265446;0.431278443734554;0.498552113481994;0.501447886518006;-0.998692336;-0.998691885;4.51000000012414e-07;-4.51590528689522e-07
"Riningsholm";"5";"35";7.202865511;9.707623062;0.51399715048094;6.68886836051906;2.504757551;1.2523787755;3.7571363265;0.52161689271613;0.084143329;0.068355048;-0.015788281;-0.187635564074248;0.0025645;0.002308147;-0.000256353;-0.0999621758627413;65.28005741;45.81627048;-19.46378693;-0.298158238552934;111.09632789;57.9497213461541;53.1466065438459;54.8565772306667;56.2397506593333;0.52161689271613;0.47838310728387;0.493774891326578;0.506225108673422;-0.999091123;-0.999002799;8.83240000000285e-05;-8.8404348679243e-05
"Riningsholm";"6";"25";7.664713557;10.51085498;0.53964819095578;7.12506536604422;2.846141423;1.4230707115;4.2692121345;0.556995653229732;0.082068792;0.091994401;0.009925609;0.120942550244921;0.00110442;0.001228519;0.000124099;0.112365766646747;52.58981647;30.80765617;-21.7821603;-0.414189699871375;83.39747264;46.4520297508255;36.9454428891745;35.1590789413333;48.2383936986667;0.556995653229732;0.443004346770268;0.421584465672044;0.578415534327956;-0.999297548;-0.999307722;-1.01739999999184e-05;1.01811517703418e-05
"Riningsholm";"6";"30";8.324147417;12.83566759;0.57627314754018;7.74787426945982;4.511520173;2.2557600865;6.7672802595;0.812969775821066;0.077637107;0.076396293;-0.00124081399999999;-0.0159822287041169;0.001489504;0.001498642;9.1379999999999e-06;0.00613492813715163;75.55551897;47.73784496;-27.81767401;-0.368175275469225;123.29336393;100.233778434397;23.0595854956028;59.997849508;63.295514422;0.812969775821066;0.187030224178934;0.486626754235239;0.513373245764761;-0.999089411;-0.999019716;6.96950000000918e-05;-6.97585213422823e-05
