sp,treeid,tleaf,anet.21p,anet.0p,anet.delta,pr.CO2,pr.real,pr.percent,gsw.21p,gsw.0p,gsw.delta,gsw.percent,E.21p,E.0p,E.delta,E.percent,ETR.21p,ETR.0p,ETR.delta,ETR.percent,JT,JO1,JC1,JO2,JC2,Rp.ETR,JO1.percent,JC1.percent,Rp.ETR.percent,JC2.percent,NPQ.21p,NPQ.0p,NPQ.delta,NPQ.percent,sla
Betula pendula,7,35,16.44847315,23.76678089,7.31830774,5.093798328,12.41210607,0.754605364,0.20698331,0.194493612,-0.012489698,-0.060341571,0.005567036,0.005342086,-0.00022495,-0.040407499,152.2777365,98.70405628,-53.57368022,-0.35181558,250.9817928,189.3922071,61.58958569,123.4586001,15.43232502,127.5231927,0.754605364,0.245394636,0.061487827,0.508097385,-0.999087151,-0.999087284,-1.33E-07,1.33E-07,179
Corylus avellana,1,25,11.70895651,14.5230801,2.81412359,1.71207058,4.52619417,0.386558287,0.2543567,0.231184181,-0.023172519,-0.091102452,0.003192318,0.002924852,-0.000267466,-0.08378426,60.89153905,46.6919863,-14.19955275,-0.233194184,107.5835254,41.58730326,65.99622209,40.49846621,5.062308276,67.08505914,0.386558287,0.613441713,0.047054679,0.623562566,-0.999319089,-0.999002125,0.000316964,-0.00031718,194
Corylus avellana,1,30,7.762559501,12.03806899,4.275509489,2.788530044,7.064039533,0.91001422,0.115413526,0.108386561,-0.007026965,-0.060885108,0.001994781,0.001866866,-0.000127915,-0.064124834,47.03058206,42.95053979,-4.08004227,-0.086752961,89.98112185,81.88410045,8.097021397,39.2872559,4.910906987,50.69386595,0.91001422,0.08998578,0.054577081,0.563383351,-0.999081699,-0.999038879,4.28E-05,-4.29E-05,194
Corylus avellana,1,35,4.808796951,8.364961175,3.556164224,2.475214766,6.03137899,1.254238649,0.067035708,0.071745982,0.004710274,0.070265149,0.002082468,0.002140747,5.83E-05,0.027985544,49.2638639,28.24722051,-21.01664339,-0.426613784,77.51108441,97.21739777,-19.70631336,38.85059774,4.856324717,38.66048667,1.254238649,-0.254238649,0.062653293,0.498773652,-0.998864427,-0.998921401,-5.70E-05,5.70E-05,194
Corylus avellana,2,25,9.318910152,10.00920842,0.690298268,0.419967112,1.11026538,0.119141119,0.185126216,0.187577333,0.002451117,0.013240248,0.002409958,0.002446343,3.64E-05,0.015097773,55.56823107,42.59313313,-12.97509794,-0.233498488,98.1613642,11.69505474,86.46630946,40.59048239,5.073810299,57.57088181,0.119141119,0.880858881,0.051688466,0.586492275,-0.999193355,-0.998976543,0.000216812,-0.000216987,194
Corylus avellana,2,30,6.161667065,8.901236392,2.739569327,1.786774511,4.526343838,0.734597275,0.073367781,0.068799811,-0.00456797,-0.062261253,0.00137872,0.001311008,-6.77E-05,-0.04911222,48.52840077,19.43626648,-29.09213429,-0.599486771,67.96466725,49.92665938,18.03800787,28.87866599,3.609833249,39.08600126,0.734597275,0.265402725,0.053113381,0.575092954,-0.999027432,-0.999114716,-8.73E-05,8.74E-05,194
Corylus avellana,2,35,8.033623606,13.10046004,5.066836434,3.526695497,8.593531931,1.069695613,0.119218113,0.12351801,0.004299897,0.036067481,0.003580359,0.003869875,0.000289516,0.080862282,56.17706008,48.83459519,-7.34246489,-0.130702192,105.0116553,112.330507,-7.318851732,48.5847739,6.073096737,56.42688137,1.069695613,-0.069695613,0.057832597,0.537339224,-0.999088664,-0.998984672,0.000103992,-0.000104087,194
Corylus avellana,3,25,10.11032029,12.68472799,2.5744077,1.566231029,4.140638729,0.409545752,0.29503593,0.281603854,-0.013432076,-0.045526916,0.003719445,0.003518047,-0.000201398,-0.054147326,53.30210108,47.77551196,-5.52658912,-0.103684264,101.077613,41.39590707,59.68170597,40.42422125,5.053027657,60.65339179,0.409545752,0.590454248,0.049991561,0.600067512,-0.999321457,-0.999073278,0.000248179,-0.000248348,194
Corylus avellana,3,35,6.43287638,11.56981335,5.13693697,3.575487924,8.712424894,1.354359136,0.112307663,0.137230673,0.02492301,0.22191727,0.003447937,0.004050001,0.000602064,0.174615719,57.08728281,38.66501758,-18.42226523,-0.322703487,95.75230039,129.6830028,-33.9307024,46.68052991,5.835066239,49.07177048,1.354359136,-0.354359136,0.060939176,0.512486596,-0.999015592,-0.999070465,-5.49E-05,5.49E-05,194
Corylus avellana,4,25,6.041303982,11.46141976,5.420115778,3.297517138,8.717632916,1.443005176,0.115566106,0.17303524,0.057469134,0.497283641,0.001530484,0.002250233,0.000719749,0.470275416,30.47376854,34.17224436,3.69847582,0.121365883,64.6460129,93.28453122,-28.63851832,26.98719798,3.373399748,37.65881492,1.443005176,-0.443005176,0.052182642,0.582538864,-0.999208194,-0.999016781,0.000191413,-0.000191565,194
Corylus avellana,4,30,4.91754935,6.167075423,1.249526073,0.8149534,2.064479473,0.419818761,0.08207991,0.056199558,-0.025880352,-0.315306778,0.001431822,0.000976226,-0.000455596,-0.318193183,29.69871841,17.94920941,-11.749509,-0.395623435,47.64792782,20.003494,27.64443382,18.65182028,2.331477535,28.99610754,0.419818761,0.580181239,0.048931352,0.608549183,-0.999083572,-0.999094864,-1.13E-05,1.13E-05,194
Corylus avellana,4,35,5.43129078,8.267178546,2.835887766,1.973877141,4.809764907,0.885565716,0.078242895,0.069718946,-0.008523949,-0.108942147,0.002577525,0.002204385,-0.00037314,-0.144766782,44.74286032,29.54367604,-15.19918428,-0.339700774,74.28653636,65.78560974,8.500926615,35.04091549,4.380114437,39.24562087,0.885565716,0.114434284,0.058962426,0.528300588,-0.99913158,-0.999064744,6.68E-05,-6.69E-05,194
Corylus avellana,5,25,11.17966464,12.13309572,0.95343108,0.580053168,1.533484248,0.137167285,0.25557746,0.29897893,0.04340147,0.169817284,0.003289791,0.003766426,0.000476635,0.144883064,60.16048631,43.68253801,-16.4779483,-0.273899852,103.8430243,14.24386573,89.59915859,39.41624384,4.92703048,64.42678048,0.137167285,0.862832715,0.047446909,0.620424731,-0.999232449,-0.998989931,0.000242518,-0.000242704,194
Corylus avellana,5,30,8.873839489,15.35082823,6.476988741,4.224356827,10.70134557,1.205943107,0.192710744,0.159719153,-0.032991591,-0.171197466,0.003145993,0.002776194,-0.000369799,-0.117546034,47.14009801,48.43916856,1.29907055,0.027557655,95.57926657,115.2631577,-19.68389116,40.05593908,5.006992385,55.52332749,1.205943107,-0.205943107,0.052385759,0.580913931,-0.999204333,-0.999055137,0.000149196,-0.000149315,194
Corylus avellana,5,35,6.180837068,9.978031627,3.797194559,2.642980315,6.440174874,1.041958363,0.109004435,0.11118576,0.002181325,0.020011342,0.002999378,0.003042613,4.32E-05,0.014414655,47.8708383,32.80114414,-15.06969416,-0.314799045,80.67198244,84.05684677,-3.38486433,37.29908945,4.662386181,43.37289299,1.041958363,-0.041958363,0.057794367,0.537645062,-0.99910345,-0.999139773,-3.63E-05,3.64E-05,194
Corylus avellana,6,25,4.865942927,6.25360645,1.387663523,0.844233672,2.231897195,0.458677224,0.119643376,0.143269549,0.023626173,0.197471634,0.001595073,0.001879452,0.000284379,0.178285884,15.77870766,17.76569681,1.98698915,0.12592851,33.54440447,15.38605433,18.15835014,9.387088508,1.173386064,24.15731596,0.458677224,0.541322776,0.034980083,0.720159333,-0.99935698,-0.999053313,0.000303667,-0.000303862,194
Corylus avellana,6,30,5.86356877,8.668994545,2.805425775,1.829726745,4.63515252,0.79050024,0.148600189,0.131271178,-0.017329011,-0.116615,0.00274043,0.002489038,-0.000251392,-0.091734509,21.6259947,24.46755732,2.84156262,0.131395696,46.09355202,36.43696393,9.656588088,15.09285129,1.886606412,31.00070073,0.79050024,0.20949976,0.040929942,0.672560464,-0.999298643,-0.999167919,0.000130724,-0.000130816,194
Corylus avellana,6,35,4.008487842,6.626132915,2.617645073,1.821972588,4.439617661,1.107554229,0.103228854,0.108505211,0.005276357,0.051113199,0.003604631,0.003479851,-0.00012478,-0.034616581,28.84941556,10.71135091,-18.13806465,-0.628715151,39.56076647,43.81569421,-4.254927737,15.6845434,1.960567925,23.87622307,1.107554229,-0.107554229,0.049558391,0.603532874,-0.999264217,-0.999331493,-6.73E-05,6.73E-05,194
Corylus avellana,7,25,4.546156294,6.907196001,2.361039707,1.436421142,3.797460849,0.835312427,0.104096292,0.185358997,0.081262705,0.780649372,0.001405371,0.0024077,0.001002329,0.713213095,14.06328389,24.30494512,10.24166123,0.728255314,38.36822901,32.04945851,6.318770502,13.45573589,1.681966986,24.91249312,0.835312427,0.164687573,0.043837493,0.649300053,-0.999306162,-0.998988475,0.000317687,-0.000317908,194
Scandosorbus intermedia,6,30,10.64853411,16.35098644,5.70245233,3.719196434,9.421648764,0.884783639,0.170973452,0.157026603,-0.013946849,-0.081573185,0.00286755,0.002678639,-0.000188911,-0.065878886,76.29815567,70.98484529,-5.31331038,-0.069638779,147.283001,130.3135896,16.96941135,69.79257635,8.724072043,77.49042461,0.884783639,0.115216361,0.059233394,0.526132847,-0.999127614,-0.999033766,9.38E-05,-9.39E-05,157
Scandosorbus intermedia,6a,30,7.451540319,9.801529475,2.349989156,1.532686427,3.882675583,0.521056777,0.084942819,0.084789567,-0.000153252,-0.001804178,0.001489454,0.001484327,-5.13E-06,-0.003442201,80.07550283,46.43371427,-33.64178856,-0.420125848,126.5092171,65.91848494,60.59073216,64.46870388,8.058587985,62.04051322,0.521056777,0.478943223,0.063699612,0.490403108,-0.999269826,-0.999260648,9.18E-06,-9.18E-06,157
Scandosorbus intermedia,6b,30,9.097805106,14.87299212,5.775187014,3.766634722,9.541821736,1.048804808,0.166844708,0.128441232,-0.038403476,-0.230174972,0.002829513,0.002271602,-0.000557911,-0.197175627,59.08720408,58.31611884,-0.77108524,-0.013049953,117.4033229,123.1331695,-5.729846621,54.00806833,6.751008541,63.39525459,1.048804808,-0.048804808,0.057502704,0.539978367,-0.999280896,-0.999190051,9.08E-05,-9.09E-05,157
Scandosorbus intermedia,6c,30,6.967468608,8.794519205,1.827050597,1.19162067,3.018671267,0.433252224,0.105991958,0.111919697,0.005927739,0.055926309,0.001915823,0.002043018,0.000127195,0.066391833,49.6909867,29.2499506,-20.4410361,-0.411363055,78.9409373,34.20133661,44.73960069,34.04737525,4.255921906,44.89356205,0.433252224,0.566747776,0.053912736,0.568698113,-0.999340398,-0.999343067,-2.67E-06,2.67E-06,157
Scandosorbus intermedia,6c,35,9.243788481,12.99069463,3.746906149,2.607977821,6.35488397,0.687476134,0.127450997,0.097167992,-0.030283005,-0.237605085,0.003447346,0.002709763,-0.000737583,-0.213956766,77.25233699,53.20219236,-24.05014463,-0.311319315,130.4545294,89.68437553,40.77015382,62.31958362,7.789947952,68.13494573,0.687476134,0.312523866,0.059713894,0.522288847,-0.999026198,-0.999058666,-3.25E-05,3.25E-05,157
Scandosorbus intermedia,6d,30,12.05675448,20.22086021,8.16410573,5.324711398,13.48881713,1.118776794,0.233442768,0.235512369,0.002069601,0.008865561,0.003807043,0.003820818,1.38E-05,0.003618294,68.50981982,79.13027065,10.62045083,0.155020855,147.6400905,165.1763071,-17.53621667,66.2753817,8.284422713,81.36470877,1.118776794,-0.118776794,0.056112284,0.551101727,-0.99930323,-0.999222262,8.10E-05,-8.10E-05,157
Scandosorbus intermedia,6d,35,13.79706124,22.03395621,8.23689497,5.73316719,13.97006216,1.012538969,0.222168057,0.202385364,-0.019782693,-0.089043822,0.00603379,0.005557487,-0.000476303,-0.078939274,106.1342283,88.56926381,-17.56496449,-0.165497642,194.7034921,197.1448731,-2.441381013,93.01016477,11.6262706,101.6933273,1.012538969,-0.012538969,0.059712697,0.522298425,-0.999141441,-0.999069013,7.24E-05,-7.25E-05,157
Scandosorbus intermedia,6e,35,7.277198738,10.23253768,2.955338942,2.05701934,5.012358282,0.688775786,0.088728485,0.07501455,-0.013713935,-0.15456068,0.002532099,0.002191841,-0.000340258,-0.134377842,70.35506696,42.65477842,-27.70028854,-0.393721302,113.0098454,77.83844511,35.17140027,55.93403362,6.991754202,57.07581176,0.688775786,0.311224214,0.061868541,0.505051676,-0.999233129,-0.999243109,-9.98E-06,9.99E-06,157
Scandosorbus intermedia,6f,35,6.867866678,9.763101508,2.89523483,2.015184775,4.910419605,0.714984701,0.081141014,0.074988292,-0.006152722,-0.075827522,0.002364224,0.002065915,-0.000298309,-0.126176284,62.24550879,48.28743056,-13.95807823,-0.224242335,110.5329394,79.02936062,31.50357873,55.37431509,6.921789387,55.15862426,0.714984701,0.285015299,0.062621961,0.499024314,-0.999190896,-0.99914194,4.90E-05,-4.90E-05,157
Scandosorbus intermedia,6g,35,12.81417979,20.21982313,7.40564334,5.154586962,12.5602303,0.98018215,0.197189321,0.196188251,-0.00100107,-0.005076695,0.005027805,0.005298843,0.000271038,0.053907819,108.3007572,80.74863291,-27.55212429,-0.254403801,189.0493901,185.3028377,3.74655238,91.86178063,11.48272258,97.18760948,0.98018215,0.01981785,0.060739273,0.514085813,-0.999196753,-0.999201134,-4.38E-06,4.38E-06,157
Tilia cordata,1,25,8.44874745,9.09388351,0.64513606,0.392491102,1.037627162,0.122814319,0.071682187,0.078481976,0.006799789,0.094860234,0.000947652,0.001055341,0.000107689,0.113637707,54.63390518,38.96781233,-15.66609285,-0.286746715,93.60171751,11.49563116,82.10608635,39.87115181,4.983893976,53.7305657,0.122814319,0.877185681,0.053245753,0.574033972,-0.999196015,-0.999114758,8.13E-05,-8.13E-05,272
Tilia cordata,10,25,4.49278627,7.718366837,3.225580567,1.962394833,5.1879754,1.154734521,0.054509622,0.054036547,-0.000473075,-0.008678743,0.000734815,0.00071025,-2.46E-05,-0.033430183,24.59692079,26.64973199,2.0528112,0.083458056,51.24665278,59.17627904,-7.929626257,22.1836718,2.772958975,29.06298098,1.154734521,-0.154734521,0.054110051,0.567119595,-0.999267243,-0.999299033,-3.18E-05,3.18E-05,272
Tilia cordata,11,25,11.65369744,15.34772346,3.69402602,2.24739002,5.94141604,0.509830985,0.179027463,0.174063743,-0.00496372,-0.027726025,0.002241911,0.002181112,-6.08E-05,-0.027119275,68.62065582,56.36657233,-12.25408349,-0.178577184,124.9872282,63.72236159,61.26486656,52.24829226,6.531036533,72.73893589,0.509830985,0.490169015,0.052253631,0.58197095,-0.999224989,-0.999096395,0.000128594,-0.000128694,272
Tilia cordata,12,25,7.567063234,12.70038674,5.133323506,3.123037021,8.256360527,1.091091784,0.085862105,0.116596383,0.030734278,0.357949272,0.001137092,0.001543384,0.000406292,0.35730794,43.16766809,49.26569469,6.0980266,0.141263748,92.43336278,100.8532827,-8.41991996,41.44340656,5.18042582,50.98995622,1.091091784,-0.091091784,0.056044978,0.551640173,-0.999332943,-0.999073452,0.000259491,-0.000259664,272
Tilia cordata,13,25,8.847325561,13.30850029,4.461174729,2.714111788,7.175286517,0.811011923,0.10796229,0.130607054,0.022644764,0.209746977,0.00140864,0.001697392,0.000288752,0.20498637,57.9849187,52.6801411,-5.3047776,-0.091485471,110.6650598,89.75068296,20.91437684,50.18383837,6.272979796,60.48122143,0.811011923,0.188988077,0.056684375,0.546524997,-0.999142066,-0.998994248,0.000147818,-0.000147945,272
Tilia cordata,13,30,10.09475559,14.08393627,3.98918068,2.601783531,6.590964211,0.652909736,0.13953473,0.123428504,-0.016106226,-0.11542808,0.003212477,0.002733493,-0.000478984,-0.149101145,47.82629415,51.30993762,3.48364347,0.072839502,99.13623177,64.72701095,34.40922082,39.17147294,4.896434118,59.96475883,0.652909736,0.347090264,0.049390965,0.604872283,-0.999348726,-0.999174544,0.000174182,-0.000174296,272
Tilia cordata,13,35,9.58435471,14.57739551,4.9930408,3.475331153,8.468371953,0.883562035,0.151269715,0.157637597,0.006367882,0.042096212,0.004846464,0.00500965,0.000163186,0.033671147,75.51270229,56.46320541,-19.04949688,-0.252268775,131.9759077,116.6089016,15.3670061,62.42565924,7.803207405,69.55024846,0.883562035,0.116437965,0.059125999,0.526992007,-0.999144615,-0.999140202,4.41E-06,-4.42E-06,272
Tilia cordata,14,25,8.663941791,13.5296494,4.865707609,2.960223524,7.825931133,0.903276052,0.084763709,0.109260878,0.024497169,0.289005393,0.001113708,0.001427931,0.000314223,0.282141279,66.46454539,62.58643483,-3.87811056,-0.058348561,129.0509802,116.5686599,12.48232035,62.93014204,7.866267755,66.12083818,0.903276052,0.096723948,0.060954731,0.512362154,-0.999188687,-0.999080043,0.000108644,-0.000108732,272
Tilia cordata,15,25,9.190578496,13.93437006,4.743791564,2.886051631,7.629843195,0.830180951,0.115335123,0.118242287,0.002907164,0.025206233,0.001511673,0.001552661,4.10E-05,0.02711433,56.44151559,52.19721649,-4.2442991,-0.075198177,108.6387321,90.1898059,18.44892618,47.91761206,5.989701508,60.72112002,0.830180951,0.169819049,0.055134126,0.558926995,-0.999298692,-0.999166959,0.000131733,-0.000131825,272
Tilia cordata,17,25,10.48080031,14.47223229,3.99143198,2.428327345,6.419759325,0.612525679,0.127468854,0.135072163,0.007603309,0.059648367,0.001699378,0.001800634,0.000101256,0.059584154,72.24649797,50.32095959,-21.92553838,-0.303482369,122.5674576,75.07571515,47.49174241,53.76283755,6.720354693,68.80462001,0.612525679,0.387474321,0.054829845,0.56136124,-0.999144884,-0.999041185,0.000103699,-0.000103788,272
Tilia cordata,17,30,9.732323237,13.39026945,3.657946213,2.3857491,6.043695313,0.620992045,0.099628687,0.089653895,-0.009974792,-0.100119677,0.001776703,0.001522525,-0.000254178,-0.143061615,70.89170452,49.65210199,-21.23960253,-0.299606317,120.5438065,74.85674495,45.68706156,54.40967571,6.801209464,66.1341308,0.620992045,0.379007955,0.056421061,0.548631512,-0.999090402,-0.999095147,-4.75E-06,4.75E-06,272
Tilia cordata,17,35,9.1981553,12.98181944,3.78366414,2.63356267,6.41722681,0.697664543,0.116358084,0.102282015,-0.014076069,-0.12097199,0.003607268,0.003094922,-0.000512346,-0.142031587,80.7212665,57.64612143,-23.07514507,-0.28586203,138.3673879,96.5340204,41.83336753,67.71651115,8.464563894,70.65087678,0.697664543,0.302335457,0.061174559,0.51060353,-0.999174434,-0.99904489,0.000129544,-0.000129651,272
Tilia cordata,18,25,8.792779354,9.574101469,0.781322115,0.475344655,1.25666677,0.142920312,0.144271045,0.094769184,-0.049501861,-0.343117089,0.001967485,0.001292632,-0.000674853,-0.343002869,54.16073722,37.34678789,-16.81394933,-0.310445356,91.50752511,13.07828405,78.42924106,37.55760513,4.694700641,53.94991998,0.142920312,0.857079688,0.051303984,0.589568125,-0.99935687,-0.999193778,0.000163092,-0.000163197,272
Tilia cordata,2,25,6.715149976,10.5259284,3.810778424,2.318420431,6.129198855,0.912741916,0.03661251,0.095884084,0.059271574,1.618888571,0.000482374,0.001259873,0.000777499,1.611817801,47.84624352,40.10001318,-7.74623034,-0.161898401,87.9462567,80.27223485,7.674021852,40.7237712,5.0904714,47.2224855,0.912741916,0.087258084,0.057881615,0.536947077,-0.999232595,-0.999081818,0.000150777,-0.000150893,272
Tilia cordata,20,30,12.2993424,18.63748037,6.33813797,4.133796965,10.47193494,0.851422344,0.195928761,0.195383863,-0.000544898,-0.002781103,0.004164443,0.004362759,0.000198316,0.047621255,78.94309467,61.85932361,-17.08377106,-0.216406148,140.8024183,119.882325,20.92009327,61.07003245,7.633754057,79.73238583,0.851422344,0.148577656,0.054216072,0.566271423,-0.999029946,-0.999051001,-2.11E-05,2.11E-05,272
Tilia cordata,20,35,13.47047107,18.16183013,4.69135906,3.265350103,7.956709163,0.59067787,0.190899616,0.167058714,-0.023840902,-0.124887113,0.006036247,0.005222488,-0.000813759,-0.134812078,94.57770509,72.07724545,-22.50045964,-0.237904479,166.6549505,98.43939126,68.21555928,75.18204417,9.397755522,91.47290637,0.59067787,0.40932213,0.056390497,0.548876022,-0.999206999,-0.998924358,0.000282641,-0.000282865,272
Tilia cordata,21,30,12.86286461,16.91685247,4.05398786,2.644051422,6.698039282,0.520726874,0.143290961,0.127617847,-0.015673114,-0.109379642,0.002683364,0.002469363,-0.000214001,-0.079751014,118.1225526,79.57626458,-38.54628802,-0.326324543,197.6988172,102.9470871,94.75173007,97.49823916,12.1872799,100.200578,0.520726874,0.479273126,0.061645689,0.506834484,-0.999173564,-0.999095579,7.80E-05,-7.80E-05,272
Tilia cordata,21,35,7.411406265,11.72809672,4.316690455,3.004567641,7.321258096,0.987836564,0.116287583,0.116876532,0.000588949,0.005064591,0.003996376,0.003836145,-0.000160231,-0.040094075,80.91498337,40.02885974,-40.88612363,-0.505297312,120.9438431,119.4727504,1.47109275,60.8654787,7.608184838,60.07836441,0.987836564,0.012163436,0.062906756,0.496745951,-0.999174126,-0.999240438,-6.63E-05,6.64E-05,272
Tilia cordata,3,25,8.947455531,11.72933204,2.781876509,1.69245194,4.474328449,0.500067135,0.082504035,0.121268654,0.038764619,0.46985119,0.00111217,0.00158471,0.00047254,0.424881088,45.54020032,49.78865551,4.24845519,0.093290217,95.32885583,47.67082778,47.65802805,39.69268914,4.961586142,55.63616669,0.500067135,0.499932865,0.052047054,0.583623565,-0.999309761,-0.999000574,0.000309187,-0.000309401,272
Tilia cordata,4,25,8.582764926,10.80446418,2.221699254,1.351648501,3.573347755,0.416339931,0.095262061,0.097235096,0.001973035,0.020711656,0.001257804,0.001280664,2.29E-05,0.018174533,52.38910826,42.13497779,-10.25413047,-0.195730197,94.52408605,39.35415144,55.16993461,40.12868423,5.016085529,54.39540182,0.416339931,0.583660069,0.053066745,0.575466044,-0.999240024,-0.99911179,0.000128234,-0.000128332,272
Tilia cordata,4,30,9.69364495,13.28421461,3.59056966,2.341805438,5.932375098,0.61198601,0.096016205,0.092745498,-0.003270707,-0.034064114,0.001974621,0.001894721,-7.99E-05,-0.040463461,65.69774845,42.47268872,-23.22505973,-0.353513785,108.1704372,66.19879427,41.9716429,46.26390491,5.782988114,61.90653226,0.61198601,0.38801399,0.053461817,0.572305464,-0.999268074,-0.999292819,-2.47E-05,2.48E-05,272
Tilia cordata,4,35,11.4333886,16.58199904,5.14861044,3.583613068,8.732223508,0.763747635,0.184672463,0.167093602,-0.017578861,-0.0951894,0.005825437,0.005292456,-0.000532981,-0.09149202,94.56904806,66.73487525,-27.83417281,-0.294326456,161.3039233,123.19549,38.1084333,77.04691261,9.630864076,84.2570107,0.763747635,0.236252365,0.059706323,0.522349419,-0.99916707,-0.999104253,6.28E-05,-6.29E-05,272
Tilia cordata,5,25,9.029613835,12.34680096,3.317187125,2.018126889,5.335314014,0.590868459,0.106446682,0.076809482,-0.0296372,-0.278422957,0.001396831,0.001029462,-0.000367369,-0.263001752,76.66547071,49.95817191,-26.7072988,-0.348361506,126.6236426,74.81791662,51.805726,60.33679152,7.54209894,66.2868511,0.590868459,0.409131541,0.059563118,0.523495058,-0.999170155,-0.998993092,0.000177063,-0.00017721,272
Tilia cordata,6,25,8.500352059,11.58891081,3.088558751,1.879032816,4.967591567,0.584398332,0.073129325,0.076551983,0.003422658,0.046802811,0.000975541,0.001028768,5.32E-05,0.05456152,53.6634095,53.9597824,0.2963729,0.005522812,107.6231919,62.89481386,44.72837804,49.08118911,6.135148639,58.54200279,0.584398332,0.415601668,0.057005823,0.543953415,-0.999321519,-0.998953171,0.000368348,-0.000368598,272
Tilia cordata,7,25,6.270796761,10.10306318,3.832266419,2.331493405,6.163759824,0.982930887,0.052960171,0.065627454,0.012667283,0.239185085,0.000713229,0.000868009,0.00015478,0.217013049,43.89674549,37.95171356,-5.94503193,-0.13543218,81.84845905,80.45137848,1.397080572,37.84351467,4.730439334,44.00494438,0.982930887,0.017069113,0.057795093,0.537639253,-0.999359659,-0.999221211,0.000138448,-0.000138537,272
Tilia cordata,8,25,7.391755397,7.783123935,0.391368538,0.238102748,0.629471286,0.085158565,0.067890549,0.025345119,-0.04254543,-0.626676771,0.000910493,0.000339223,-0.00057127,-0.627429316,62.14687756,31.17600864,-30.97086892,-0.498349557,93.3228862,7.947243115,85.37564308,42.50390974,5.312988718,50.81897646,0.085158565,0.914841435,0.056931252,0.544549987,-0.99918677,-0.998978736,0.000208034,-0.000208203,272
Tilia cordata,8,30,5.386188256,8.599220589,3.213032333,2.095571818,5.308604151,0.985595731,0.063920305,0.050391834,-0.013528471,-0.211645908,0.001208118,0.000962267,-0.000245851,-0.203499162,44.88575327,32.79152545,-12.09422782,-0.269444689,77.67727872,76.55839429,1.118884426,37.4216838,4.677710475,40.25559492,0.985595731,0.014404269,0.060219804,0.518241571,-0.999145864,-0.999074406,7.15E-05,-7.15E-05,272
Tilia cordata,8,35,5.851328396,9.772141368,3.920812972,2.729023057,6.649836029,1.136466043,0.073517151,0.091421895,0.017904744,0.243545129,0.00232306,0.002576771,0.000253711,0.10921414,72.85370384,38.6114019,-34.24230194,-0.470014565,111.4651057,126.6763077,-15.21120192,58.7065281,7.338316013,52.75857764,1.136466043,-0.136466043,0.065835097,0.473319227,-0.998983691,-0.999034087,-5.04E-05,5.04E-05,272
Tilia cordata,9,25,6.520946362,9.878467527,3.357521165,2.042665514,5.400186679,0.82812929,0.064601028,0.082992122,0.018391094,0.284687327,0.00084694,0.001068391,0.000221451,0.261471887,48.30753981,38.93184495,-9.37569486,-0.194083468,87.23938476,72.24548974,14.99389502,40.77039954,5.096299943,46.46898522,0.82812929,0.17187071,0.058417422,0.532660625,-0.999387666,-0.999293819,9.38E-05,-9.39E-05,272
Betula pubescens,1,25,13.56321493,18.78184082,5.21862589,3.174933712,8.393559602,0.618847349,0.131524748,0.118428409,-0.013096339,-0.099573192,0.001754218,0.001577357,-0.000176861,-0.100820423,91.21270169,72.46972394,-18.74297775,-0.205486488,163.6824256,101.2944352,62.38799047,72.95304394,9.119130493,90.72938169,0.618847349,0.381152651,0.055712337,0.554301302,-0.999018782,-0.998946749,7.20E-05,-7.21E-05,144
Betula pubescens,1,30,11.329749,16.1396095,4.8098605,3.137039117,7.946899617,0.701418859,0.112922033,0.132016254,0.019094221,0.169092076,0.001914844,0.002203806,0.000288962,0.150906288,96.42197389,56.31258494,-40.10938895,-0.415977679,152.7345588,107.1309,45.60365884,71.61037522,8.951296903,81.12418361,0.701418859,0.298581141,0.058606886,0.531144911,-0.998996895,-0.998960464,3.64E-05,-3.65E-05,144
Betula pubescens,1,35,13.5781691,17.35766972,3.77950062,2.630664714,6.410165334,0.472093497,0.140350141,0.120955138,-0.019395003,-0.138190121,0.003870262,0.0033674,-0.000502862,-0.129929705,134.9371024,73.80175358,-61.13534882,-0.453065523,208.738856,98.54425649,110.1945995,102.9507864,12.8688483,105.7880696,0.472093497,0.527906503,0.061650469,0.506796251,-0.999009633,-0.998811896,0.000197737,-0.000197933,144
Betula pubescens,10,25,14.60956692,21.14591135,6.53634443,3.976613906,10.51295834,0.719594112,0.146120981,0.120350623,-0.025770358,-0.17636316,0.002380599,0.001985697,-0.000394902,-0.16588346,111.7944885,84.34033447,-27.45415403,-0.24557699,196.134823,141.1374638,54.99735918,91.79770353,11.47471294,104.3371194,0.719594112,0.280405888,0.05850421,0.531966317,-0.99915089,-0.998925467,0.000225423,-0.000225615,144
Betula pubescens,10,30,13.80975743,19.46538606,5.65562863,3.688657549,9.344286179,0.676643759,0.149662746,0.141103971,-0.008558775,-0.057187077,0.003174403,0.002978932,-0.000195471,-0.061577248,116.5927346,68.85964749,-47.73308711,-0.409400185,185.4523821,125.4851969,59.96718515,86.80890158,10.8511127,98.64348051,0.676643759,0.323356241,0.058511584,0.531907325,-0.9989889,-0.998954892,3.40E-05,-3.40E-05,144
Betula pubescens,10,35,14.78266908,20.62325573,5.84058665,4.065252729,9.905839379,0.670098162,0.160945634,0.140252818,-0.020692816,-0.128570223,0.004466981,0.003857891,-0.00060909,-0.136353837,138.1710962,95.57944608,-42.59165012,-0.308252965,233.7505423,156.6358087,77.11473355,116.413244,14.5516555,117.3372983,0.670098162,0.329901838,0.062252927,0.501976582,-0.999029673,-0.9988684,0.000161273,-0.00016143,144
