"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"Rd";"corranet";"anet.delta";"pr.real";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Acer platanoides";"9";"25";6.319735691;8.593680742;0.46494812027814;5.85478757072186;2.73889317127814;0.467804021613794;0.057207605;0.079236842;0.022029237;0.385075323464424;0.00077715;0.001082103;0.000304953;0.3923991507431;32.58073064;22.83310753;-9.74762311;-0.299183686753564;-0.999340101;-0.999150778;0.000189323000000075;-0.000189448016556752
"Acer platanoides";"9";"30";5.809436124;6.603033472;0.43660608232696;5.37283004167304;1.23020343032696;0.228967493999473;0.075408294;0.026912076;-0.048496218;-0.643115172450394;0.00152671;0.000557993;-0.000968717;-0.63451277583824;33.09214437;22.81155856;-10.28058581;-0.310665446610343;-0.999286273;-0.99914987;0.000136402999999952;-0.000136500424038099
"Acer platanoides";"9";"35";3.535764209;6.579330505;0.31032634416786;3.22543786483214;3.35389264016786;1.03982553089498;0.026464677;0.055967957;0.02950328;1.11481730912491;0.000793393;0.001645974;0.000852581;1.07460111193318;38.87619501;16.49063559;-22.38555942;-0.575816625424423;-0.999199256;-0.999257432;-5.81759999999099e-05;5.82226214146719e-05
"Fagus sylvatica";"1";"25";5.674225469;6.877796544;0.42909648254826;5.24512898645174;1.63266755754826;0.311273099625475;0.118936586;0.109167131;-0.009769455;-0.0821400321680664;0.001536228;0.001411096;-0.000125132;-0.0814540549970447;10.94269206;23.94631365;13.00362159;1.18833843799128;-0.999544372;-0.999161746;0.000382626000000053;-0.00038280041458735
"Fagus sylvatica";"2";"25";8.68494592;12.0774915;0.5963118963968;8.0886340236032;3.9888574763968;0.493143522720528;0.192489216;0.22056926;0.028080044;0.145878530670518;0.002422697;0.002753507;0.00033081;0.13654617147749;37.99147843;44.40934447;6.41786604;0.168929094239516;-0.999431894;-0.999198412;0.000233481999999952;-0.000233614717922892
"Fagus sylvatica";"2";"30";10.34041404;14.24167651;0.6882565957816;9.6521574442184;4.5895190657816;0.475491525320145;0.250500478;0.204904419;-0.045596059;-0.182019848281487;0.004286212;0.004043707;-0.000242505;-0.0565779294164639;56.57133151;12.66496981;-43.9063617;-0.77612388692387;-0.999224632;-0.999473031;-0.000248398999999955;0.000248591750088037
"Fagus sylvatica";"2";"35";12.09496474;18.73807002;0.7857043416596;11.3092603983404;7.4288096216596;0.656878465964914;0.256733997;0.250245826;-0.00648817099999999;-0.0252719588204751;0.007760368;0.008010666;0.000250297999999999;0.0322533673660836;63.48822726;62.03152577;-1.45670149;-0.0229444347852783;-0.999282424;-0.99903592;0.000246504000000036;-0.000246681012374172
"Fagus sylvatica";"3";"25";13.97339349;16.38143844;0.8900322744346;13.0833612155654;3.2980772244346;0.252081798407495;0.186987306;0.218487053;0.031499747;0.16845928033211;0.002425518;0.002835641;0.000410123;0.169086768269706;97.74002061;70.38395832;-27.35606229;-0.279885988556883;-0.999243845;-0.998794145;0.000449699999999997;-0.000450040300223213
"Fagus sylvatica";"3";"30";15.00028524;22.84770747;0.9470658422296;14.0532193977704;8.7944880722296;0.625798816862198;0.241378717;0.233390045;-0.007988672;-0.0330960082118591;0.00399251;0.003949206;-4.33040000000001e-05;-0.0108463097149412;86.03357427;85.21054139;-0.82303288;-0.00956641505346584;-0.999157485;-0.998874621;0.000282863999999994;-0.000283102518118046
"Fagus sylvatica";"3";"35";13.69119397;24.27940162;0.8743589130938;12.8168350569062;11.4625665630938;0.89433674633406;0.217765733;0.236686335;0.018920602;0.0868851207182354;0.006413417;0.006754837;0.000341419999999999;0.0532352722425502;126.0299156;89.72240352;-36.30751208;-0.288086458735992;-0.998801993;-0.998739778;6.22150000000321e-05;-6.22896234048985e-05
"Fagus sylvatica";"4";"30";9.129552058;12.56708014;0.62100532130132;8.50854673669868;4.05853340330132;0.476994900409518;0.165644875;0.186051543;0.020406668;0.123195287508895;0.002913574;0.003174064;0.00026049;0.0894056577934866;58.99390267;44.32527535;-14.66862732;-0.248646498300907;-0.999168924;-0.999166263;2.6610000000149e-06;-2.66321333269859e-06
"Fagus sylvatica";"4";"35";7.564701251;14.18716725;0.53409350748054;7.03060774351946;7.15655950648054;1.01791477601309;0.162245804;0.172137925;0.009892121;0.060969965053765;0.004845028;0.005165217;0.000320188999999999;0.0660860989864247;42.81938435;50.32871065;7.5093263;0.175372122088906;-0.999301125;-0.999221888;7.92370000000098e-05;-7.92924154868832e-05
"Fagus sylvatica";"5";"25";7.202399237;11.29824117;0.51397125362298;6.68842798337702;4.60981318662298;0.689222220539701;0.100789606;0.166641259;0.065851653;0.653357579351982;0.001336317;0.002127968;0.000791651;0.592412578751898;249.6077619;58.31444113;-191.29332077;-0.766375690058218;-0.999142487;-0.999056426;8.60609999999706e-05;-8.61348617636862e-05
"Fagus sylvatica";"5";"30";16.99801688;25.62265046;1.0580198575152;15.9399970224848;9.6826534375152;0.607443867389495;0.243152147;0.239643592;-0.00350855500000002;-0.0144294633762787;0.003976285;0.003805106;-0.000171179;-0.0430499825842465;119.0846806;105.5457167;-13.5389639;-0.113691902533431;-0.999251758;-0.999084777;0.00016698100000001;-0.000167106035754415
"Fagus sylvatica";"5";"35";13.12714446;22.37402259;0.8430316033084;12.2841128566916;10.0899097333084;0.821378788278721;0.223945785;0.238559764;0.014613979;0.0652567718566349;0.006574664;0.006873792;0.000299128;0.0454970778734853;109.3661506;83.10896056;-26.25719004;-0.240085162510968;-0.998975585;-0.998930647;4.49380000000499e-05;-4.49840823687897e-05
"Fagus sylvatica";"6";"25";9.036363498;11.87591981;0.61582962867892;8.42053386932108;3.45538594067892;0.410352359399454;0.135956068;0.169413735;0.033457667;0.246091752226903;0.001813141;0.002238076;0.000424935;0.234364012506473;297.5791406;46.1725795;-251.4065611;-0.844839327760328;-0.999476007;-0.999130712;0.000345295000000023;-0.000345476027019849
"Fagus sylvatica";"6";"35";13.31004005;20.28290316;0.853189624377;12.456850425623;7.826052734377;0.62825292646039;0.220165347;0.208046729;-0.012118618;-0.0550432580109893;0.006577283;0.006127359;-0.000449924;-0.0684057535611589;64.33808473;71.54524756;7.20716283;0.112020164421205;-0.999436487;-0.999164443;0.000272044000000027;-0.000272197386766035
"Fagus sylvatica";"7";"25";10.15444349;11.05723168;0.6779277914346;9.4765156985654;1.5807159814346;0.166803499483876;0.129371605;0.161913735;0.03254213;0.251539972778416;0.001673031;0.002107384;0.000434353;0.259620413489051;44.92058567;35.05664576;-9.86393991;-0.219586182211947;-0.999506734;-0.999041809;0.00046492500000006;-0.000465154444872465
"Fagus sylvatica";"7";"30";10.83156006;14.81690751;0.7155348457324;10.1160252142676;4.7008822957324;0.464696577574984;0.192479836;0.180572748;-0.011907088;-0.0618614824671816;0.00408488;0.003885554;-0.000199326;-0.0487960478643192;42.71963749;44.56182436;1.84218687000001;0.0431227177531933;-0.999420301;-0.999105958;0.000314342999999995;-0.000314525330019282
"Fagus sylvatica";"7";"35";8.669547615;14.54900179;0.5954566745371;8.0740909404629;6.4749108495371;0.801936824502237;0.203396366;0.18054417;-0.022852196;-0.112353020112464;0.005868231;0.005075751;-0.00079248;-0.135045808523898;62.18766309;44.69502378;-17.49263931;-0.281287934629158;-0.999059922;-0.999105571;-4.56489999999254e-05;4.56919540006585e-05
"Fagus sylvatica";"8";"25";7.036040127;7.918180624;0.50473166865358;6.53130845834642;1.38687216565358;0.212342163059422;0.135935902;0.130275757;-0.00566014500000001;-0.0416383377512734;0.0017425;0.00171383;-2.867e-05;-0.0164533715925394;9.438951246;29.24880057;19.809849324;2.09873415040627;-0.999608215;-0.999186357;0.000421857999999942;-0.00042202334241515
"Fagus sylvatica";"9";"25";5.403083029;9.072700894;0.41403723143066;4.98904579756934;4.08365509643066;0.818524275407577;0.061724308;0.097991616;0.036267308;0.587569292797904;0.000824171;0.00127741;0.000453239;0.54993320560903;17.86607444;30.99895905;13.13288461;0.735073877258512;-0.999517512;-0.999237838;0.000279674000000063;-0.00027980900448702
"Betula pendula";"1";"25";19.69518076;25.90993649;1.2078203394104;18.4873604205896;7.4225760694104;0.401494637446663;0.250855986;0.195846505;-0.055009481;-0.219287097259062;0.003118574;0.002502789;-0.000615785;-0.197457235262014;137.745437;110.5823041;-27.1631329;-0.197198059635181;-0.999397316;-0.999120485;0.000276831000000088;-0.000276997942227902
"Betula pendula";"1";"30";18.06021899;25.74222957;1.1170145627046;16.9432044272954;8.7990251427046;0.519324734613331;0.207346783;0.235587883;0.0282411;0.136202257837779;0.00345084;0.003907414;0.000456574;0.132308075714898;164.6401098;105.4954131;-59.1446967;-0.359236256413138;-0.999051378;-0.99898278;6.85980000000308e-05;-6.86631353608231e-05
"Betula pendula";"1";"35";20.51677759;27.47157431;1.2534518273486;19.2633257626514;8.2082485473486;0.426107550092057;0.197091658;0.170022284;-0.027069374;-0.137344087896404;0.004689835;0.004324042;-0.000365793;-0.0779969871008254;207.9359841;130.3735091;-77.562475;-0.37301131564943;-0.999111999;-0.998906635;0.000205364000000041;-0.00020554652552025
"Betula pendula";"1b";"30";20.07348074;26.49815927;1.2288311202996;18.8446496197004;7.6535096502996;0.406137009960564;0.205665454;0.176935026;-0.028730428;-0.139694963063656;0.003880935;0.003335481;-0.000545454;-0.140547058891736;202.3318583;115.3361058;-86.9957525;-0.429965667448229;-0.99913293;-0.998950494;0.000182436000000008;-0.000182594322058836
"Betula pendula";"1b";"35";11.1931296;16.63944761;0.735616417984;10.457513182016;6.181934427984;0.591147658184663;0.089310752;0.039100577;-0.050210175;-0.562196307562162;0.002600217;0.001097261;-0.001502956;-0.578011758249408;137.9838367;47.06052944;-90.92330726;-0.658941724150507;-0.999182808;-0.999257129;-7.43209999999328e-05;7.43817841989259e-05
"Betula pendula";"2";"25";17.20816325;23.92167556;1.069691386905;16.138471863095;7.783203696905;0.482276374301796;0.207559283;0.220740883;0.0131816;0.0635076389235744;0.002625467;0.002790877;0.00016541;0.0630021249552938;123.5885614;103.4655928;-20.1229686;-0.162822257756291;-0.99921451;-0.999007673;0.000206836999999904;-0.000206999596112655
"Betula pendula";"2";"35";11.58341662;19.83327929;0.7572929590748;10.8261236609252;9.0071556290748;0.831983442197726;0.14822699;0.147968511;-0.000258479000000006;-0.00174380522737462;0.004216056;0.004206187;-9.86900000000002e-06;-0.00234081330988014;92.28171914;85.00492573;-7.27679341000001;-0.0788541162628368;-0.999168821;-0.999089946;7.88750000000338e-05;-7.89406137804552e-05
"Betula pendula";"3";"30";12.29752468;17.39314761;0.7969545207272;11.5005701592728;5.8925774507272;0.512372636236306;0.14117519;0.157133406;0.015958216;0.113038388685717;0.002426963;0.00268173;0.000254767;0.104973582209535;100.2440213;69.7060084;-30.5380129;-0.304636750441295;-0.999116732;-0.999019555;9.71770000000038e-05;-9.72629092153006e-05
"Betula pendula";"3a";"25";15.19964411;16.11925782;0.9581382338694;14.2415058761306;1.8777519438694;0.131850659628389;0.230912795;0.225166914;-0.00574588100000001;-0.0248833374521321;0.002890727;0.002820919;-6.98080000000002e-05;-0.0241489424632628;84.08462626;71.83886756;-12.2457587;-0.145636119760283;-0.999305966;-0.999060324;0.00024564199999999;-0.000245812602303618
"Betula pendula";"3b";"35";12.09141349;17.0836679;0.7855071052346;11.3059063847654;5.7777615152346;0.511039214248234;0.199276025;0.153200461;-0.046075564;-0.231214788633003;0.005532129;0.00425919;-0.001272939;-0.230099298118319;109.986559;58.08311809;-51.90344091;-0.471907125578863;-0.999119074;-0.999163226;-4.4151999999964e-05;4.41909289382298e-05
"Betula pendula";"3c";"30";8.074479713;17.16281567;0.56240660326002;7.51207310973998;9.65074256026002;1.28469763529685;0.11740323;0.153446509;0.036043279;0.307004151419003;0.002066109;0.002639019;0.00057291;0.277289339526617;42.54282121;60.72059819;18.17777698;0.427281888294874;-0.999296887;-0.999106119;0.000190767999999952;-0.000190902225836667
"Betula pendula";"3c";"35";11.97488078;18.76436592;0.7790348785212;11.1958459014788;7.5685200185212;0.676011449703994;0.182834679;0.18544481;0.00261013099999999;0.0142759076903566;0.005121222;0.005348542;0.00022732;0.0443878433701957;79.9000513;75.94046466;-3.95958664;-0.0495567471556805;-0.999200681;-0.999078201;0.000122480000000036;-0.000122577978907558
"Betula pendula";"4";"25";21.53496978;21.4209041;1.3100022215812;20.2249675584188;1.1959365415812;0.0591316914663422;0.242328464;0.198235474;-0.04409299;-0.181955471809535;0.003125192;0.002586148;-0.000539044;-0.172483482614828;191.1167359;97.36311652;-93.75361938;-0.490556826112056;-0.999273609;-0.998978434;0.000295174999999981;-0.000295389568323905
"Betula pendula";"4";"30";16.27244868;24.7043991;1.0177217996872;15.2547268803128;9.4496722196872;0.61945863035297;0.208617872;0.661106997;0.452489125;2.16898543093182;0.003625881;0.008696744;0.005070863;1.39851887031042;153.6647036;99.10908949;-54.55561411;-0.355030223804759;-0.999085547;-0.99902161;6.39369999999584e-05;-6.39955208960283e-05
"Betula pendula";"4";"35";17.13041824;23.73136879;1.0653734290496;16.0650448109504;7.6663239790496;0.477205265796956;0.151651179;0.137735183;-0.013915996;-0.0917631903145309;0.003786372;0.003532429;-0.000253943;-0.0670676309670576;202.8536743;108.3673698;-94.4863045;-0.465785521637948;-0.999193466;-0.998997297;0.000196169000000079;-0.000196327344678692
"Betula pendula";"4c";"30";11.83990266;15.97358035;0.7715381937364;11.0683644662636;4.9052158837364;0.443174409253283;0.143607712;0.129988975;-0.013618737;-0.0948329084165062;0.002478221;0.002272383;-0.000205838;-0.0830587748227458;97.2305542;46.43281263;-50.79774157;-0.522446282323052;-0.999292176;-0.999337245;-4.50690000000087e-05;4.51009235160955e-05
"Betula pendula";"4c";"35";15.46996421;24.91297209;0.9731518122234;14.4968123977766;10.4161596922234;0.718513795061661;0.202074767;0.204564725;0.00248995800000001;0.012321963978808;0.005623142;0.005445138;-0.000178004;-0.0316556117558475;131.4383922;99.55117459;-31.88721761;-0.24260200597615;-0.999174285;-0.999076417;9.7868000000001e-05;-9.79488778576812e-05
"Betula pendula";"5";"25";18.19697383;15.61752099;1.1246099265182;17.0723639034818;-1.4548429134818;-0.0852162548611734;0.224311213;0.209479928;-0.014831285;-0.066119231409087;0.002839823;0.0026648;-0.000175023;-0.0616316580293912;130.8988736;69.92226876;-60.97660484;-0.465829866697952;-0.999340429;-0.999071181;0.000269247999999944;-0.000269425705381869
"Betula pendula";"6";"25";12.55647768;18.0812622;0.8113367703472;11.7451409096528;6.3361212903472;0.539467456294188;0.105641764;0.150544563;0.044902799;0.42504779643778;0.001422685;0.001995294;0.000572609;0.402484738364431;104.6909798;76.97771412;-27.71326568;-0.264714932775899;-0.999104026;-0.99902072;8.33060000000607e-05;-8.33807069455856e-05
"Betula pendula";"6";"30";13.49763365;18.14177174;0.863608572921;12.634025077079;5.507746662921;0.435945522453751;0.115709896;0.137152229;0.021442333;0.185311142272567;0.002013783;0.00239893;0.000385147;0.191255462976895;145.9208689;78.8650131;-67.0558558;-0.459535749104904;-0.999149544;-0.999022973;0.00012657100000002;-0.000126678734690009
"Betula pendula";"7";"25";17.26105365;19.06875977;1.072628919721;16.188424730279;2.880335039721;0.177925591137573;0.703727388;0.191646841;-0.512080547;-0.727668918010052;0.008986075;0.002524611;-0.006461464;-0.719052979192807;174.469869;88.35443441;-86.11543459;-0.493583419782358;-0.999097978;-0.998933351;0.000164626999999973;-0.000164775631244419
"Betula pendula";"7";"30";13.99778438;21.8312932;0.8913869444652;13.1063974355348;8.7248957644652;0.665697481506991;0.207983878;0.204945245;-0.00303863300000001;-0.0146099449112109;0.003994977;0.003889986;-0.000104991;-0.0262807520543924;101.0715093;89.53379663;-11.53771267;-0.114153956440423;-0.999203964;-0.999153021;5.094299999997e-05;-5.0983584768855e-05
"Betula pendula";"7";"35";16.44847315;23.76678089;1.027498198751;15.420974951249;8.345805938751;0.541198333123227;0.20698331;0.194493612;-0.012489698;-0.0603415705353248;0.005567036;0.005342086;-0.00022495;-0.0404074987120615;152.2777365;98.70405628;-53.57368022;-0.351815580211228;-0.999087151;-0.999087284;-1.33000000013261e-07;1.33121519859544e-07
"Corylus avellana";"1";"25";11.70895651;14.5230801;0.7642654445654;10.9446910654346;3.5783890345654;0.326952036669781;0.2543567;0.231184181;-0.023172519;-0.0911024517930921;0.003192318;0.002924852;-0.000267466;-0.0837842595881739;60.89153905;46.6919863;-14.19955275;-0.233194183814935;-0.999319089;-0.999002125;0.000316964000000031;-0.00031717997133149
"Corylus avellana";"1";"30";7.762559501;12.03806899;0.54508255468554;7.21747694631446;4.82059204368554;0.667905430047426;0.115413526;0.108386561;-0.007026965;-0.0608851080418425;0.001994781;0.001866866;-0.000127915;-0.0641248337536803;47.03058206;42.95053979;-4.08004227;-0.0867529613984964;-0.999081699;-0.999038879;4.2819999999999e-05;-4.28593577911179e-05
"Corylus avellana";"1";"35";4.808796951;8.364961175;0.38103058265854;4.42776636834146;3.93719480665854;0.889205635331054;0.067035708;0.071745982;0.004710274;0.0702651488367961;0.002082468;0.002140747;5.82790000000001e-05;0.0279855440755873;49.2638639;28.24722051;-21.01664339;-0.426613783942351;-0.998864427;-0.998921401;-5.69740000000429e-05;5.70387716891263e-05
"Corylus avellana";"2";"25";9.318910152;10.00920842;0.63152226984208;8.68738788215792;1.32182053784208;0.152153968001915;0.185126216;0.187577333;0.002451117;0.0132402479398164;0.002409958;0.002446343;3.63850000000003e-05;0.0150977734881688;55.56823107;42.59313313;-12.97509794;-0.233498488077749;-0.999193355;-0.998976543;0.0002168119999999;-0.000216987031503927
"Corylus avellana";"2";"30";6.161667065;8.901236392;0.4561689887901;5.7054980762099;3.1957383157901;0.560115571524825;0.073367781;0.068799811;-0.00456797;-0.0622612533422539;0.00137872;0.001311008;-6.77119999999999e-05;-0.0491122200301729;48.52840077;19.43626648;-29.09213429;-0.599486771218404;-0.999027432;-0.999114716;-8.72840000000208e-05;8.73689722666402e-05
"Corylus avellana";"2";"35";8.033623606;13.10046004;0.56013745507724;7.47348615092276;5.62697388907724;0.752924910201709;0.119218113;0.12351801;0.004299897;0.0360674807862459;0.003580359;0.003869875;0.000289516;0.0808622822459983;56.17706008;48.83459519;-7.34246489;-0.130702191954222;-0.999088664;-0.998984672;0.000103991999999997;-0.000104086858100911
"Corylus avellana";"3";"25";10.11032029;12.68472799;0.6754771889066;9.4348431010934;3.2498848889066;0.344455636843603;0.29503593;0.281603854;-0.013432076;-0.0455269159929098;0.003719445;0.003518047;-0.000201398;-0.0541473257434914;53.30210108;47.77551196;-5.52658912;-0.103684263997497;-0.999321457;-0.999073278;0.00024817899999996;-0.000248347514467469
"Corylus avellana";"3";"35";6.43287638;11.56981335;0.4712319541452;5.9616444258548;5.6081689241452;0.940708389085296;0.112307663;0.137230673;0.02492301;0.221917270240055;0.003447937;0.004050001;0.000602064;0.174615719486754;57.08728281;38.66501758;-18.42226523;-0.322703487067578;-0.999015592;-0.999070465;-5.48729999999553e-05;5.49270706477175e-05
"Corylus avellana";"4";"25";6.041303982;11.46141976;0.44948402316028;5.59181995883972;5.86959980116028;1.04967610623469;0.115566106;0.17303524;0.057469134;0.497283641278006;0.001530484;0.002250233;0.000719749;0.470275416142867;30.47376854;34.17224436;3.69847582;0.121365882763905;-0.999208194;-0.999016781;0.000191413000000029;-0.000191564682064676
"Corylus avellana";"4";"30";4.91754935;6.167075423;0.387070690899;4.530478659101;1.636596763899;0.361241468517094;0.08207991;0.056199558;-0.025880352;-0.315306778479655;0.001431822;0.000976226;-0.000455596;-0.318193183230876;29.69871841;17.94920941;-11.749509;-0.395623435253818;-0.999083572;-0.999094864;-1.12920000000516e-05;1.1302357797203e-05
