sp,ecotype,treeid,tleaf,anet.21p,anet.0p,Rd,corranet,anet.delta,pr.CO2,pr,pr.percent,gsw.21p,gsw.0p,gsw.delta,gsw.percent,E.21p,E.0p,E.delta,E.percent,ETR.21p,ETR.0p,ETR.delta,ETR.percent,JT,JO1,JC1,JO2,JC2,JO1.percent,JC1.percent,JO2.percent,JC2.percent
#,,#,#,,,Calculated,anet.21p - Rd_calc,anet.0p - anet.21p (A),CO2 release correction (B),A+B,pr/anet.21p,C,D,D - C,D-C/C,E,F,F-E,F-E/E,G,H,H-G,H-G/G,,,,,,,,,
Betula pubescens,Uppsala,2,35,11.13728932,16.25146127,0.732515049,10.40477427,5.11417195,2.557085975,7.671257925,0.688790396,0.108695126,0.109504218,0.000809092,0.007443682,0.003187598,0.003097071,-9.05E-05,-0.028399754,130.692258,68.88360639,-61.80865161,-0.47293277,199.5758644,137.4659387,62.10992565,103.3511381,96.22472632,0.688790396,0.311209604,0.517853892,0.482146108
Betula pubescens,Uppsala,3,25,6.69864798,9.836865452,0.485992909,6.212655071,3.138217472,1.569108736,4.707326208,0.702727807,0.048270861,0.044179365,-0.004091496,-0.084761198,0.000818552,0.000753719,-6.48E-05,-0.079204498,55.51160242,40.70587623,-14.80572619,-0.266714084,96.21747865,67.61469781,28.60278084,46.28192449,49.93555416,0.702727807,0.297272193,0.48101369,0.51898631
Betula pubescens,Uppsala,3,30,4.409552979,6.089699194,0.358856572,4.050696407,1.680146215,0.840073108,2.520219323,0.571536238,0.05028481,0.069063769,0.018778959,0.373451923,0.001122925,0.001537247,0.000414322,0.368966761,61.37523936,25.50386791,-35.87137145,-0.584459985,86.87910727,49.65455816,37.22454911,46.1605969,40.71851037,0.571536238,0.428463762,0.531319881,0.468680119
Betula pubescens,Uppsala,3,35,3.969371734,5.567962451,0.334408906,3.634962828,1.598590717,0.799295359,2.397886076,0.604097131,0.047011748,0.032523185,-0.014488563,-0.308190263,0.001368982,0.000948499,-0.000420483,-0.307150131,80.94623074,33.18910532,-47.75712542,-0.589985784,114.1353361,68.94882903,45.18650703,65.50523275,48.63010331,0.604097131,0.395902869,0.573925964,0.426074036
Betula pubescens,Uppsala,8,25,9.648900505,13.47243,0.649849934,8.999050571,3.823529495,1.911764748,5.735294243,0.594398734,0.095606044,0.094713143,-0.000892901,-0.009339378,0.001584805,0.001570499,-1.43E-05,-0.009026978,59.01314546,45.870062,-13.14308346,-0.222714505,104.8832075,62.34244571,42.54076175,44.19173696,60.6914705,0.594398734,0.405601266,0.421342349,0.578657651
Betula pubescens,Uppsala,8,30,8.614063712,12.16927888,0.592375099,8.021688613,3.555215168,1.777607584,5.332822752,0.619083272,0.090678191,0.085929884,-0.004748307,-0.052364377,0.001988676,0.001863762,-0.000124914,-0.062812645,71.56157562,46.37676506,-25.18481056,-0.35193203,117.9383407,73.0136539,44.92468678,55.65472389,62.28361679,0.619083272,0.380916728,0.471896786,0.528103214
Betula pubescens,Uppsala,8,35,9.73929632,14.0426131,0.654870518,9.084425802,4.30331678,2.15165839,6.45497517,0.66277634,0.103955353,0.098505804,-0.005449549,-0.052422014,0.002912421,0.002818985,-9.34E-05,-0.0320819,92.24177794,61.33770006,-30.90407788,-0.335033415,153.579478,101.7888443,51.79063366,76.41486181,77.16461619,0.66277634,0.33722366,0.497559067,0.502440933
Betula pubescens,Docksta,1,25,15.17331339,24.184558,0.956675826,14.21663756,9.01124461,4.505622305,13.51686692,0.890831591,0.175397422,0.160418549,-0.014978873,-0.085399619,0.002017328,0.001843023,-0.000174305,-0.086403897,122.2462884,91.40328265,-30.84300575,-0.252302186,213.6495711,190.3257874,23.32378366,101.9708783,111.6786927,0.890831591,0.109168409,0.477280988,0.522719012
Betula pubescens,Docksta,1,30,15.82024034,23.67534569,0.992606148,14.82763419,7.85510535,3.927552675,11.78265803,0.744783756,0.197195252,0.192783929,-0.004411323,-0.022370331,0.00370592,0.003613802,-9.21E-05,-0.024856986,139.1233219,75.98847447,-63.13484743,-0.453804916,215.1117964,160.2117717,54.90002466,101.2205567,113.8912397,0.744783756,0.255216244,0.47054861,0.52945139
Betula pubescens,Docksta,1,35,12.11037196,17.2626133,0.786560059,11.3238119,5.15224134,2.57612067,7.72836201,0.638160581,0.171963468,0.140463133,-0.031500335,-0.183180389,0.005585843,0.004447861,-0.001137982,-0.203726098,126.1847559,77.05917988,-49.12557602,-0.389314665,203.2439358,129.7022682,73.54166757,103.201632,100.0423038,0.638160581,0.361839419,0.507772257,0.492227743
Betula pubescens,Docksta,2,25,11.08844663,15.92457052,0.729802326,10.3586443,4.83612389,2.418061945,7.254185835,0.654211187,0.183785024,0.199925625,0.016140601,0.087823266,0.0023498,0.00252599,0.00017619,0.074980849,67.79399892,54.71487602,-13.0791229,-0.192924493,122.5088749,80.14667653,42.36219841,52.10339228,70.40548266,0.654211187,0.345788813,0.425303002,0.574696998
Betula pubescens,Docksta,2,30,11.24683073,16.2682304,0.738598979,10.50823175,5.02139967,2.510699835,7.532099505,0.669708622,0.143337459,0.140888901,-0.002448558,-0.017082471,0.002603247,0.002609541,6.29E-06,0.00241775,69.62390954,54.17325377,-15.45065577,-0.221915946,123.7971633,82.90802759,40.88913572,52.53989359,71.25726972,0.669708622,0.330291378,0.424403049,0.575596951
Betula pubescens,Docksta,2,35,13.04662644,21.01300106,0.838559632,12.20806681,7.96637462,3.98318731,11.94956193,0.915912016,0.201041534,0.186220571,-0.014820963,-0.073720901,0.006090291,0.005880605,-0.000209686,-0.034429554,115.7058649,76.59733384,-39.10853106,-0.337999557,192.3031987,176.1328105,16.17038822,93.41112865,98.89207009,0.915912016,0.084087984,0.485749219,0.514250781
Betula pubescens,Docksta,5,25,11.74860285,16.3762034,0.766467402,10.98213545,4.62760055,2.313800275,6.941400825,0.59082777,0.117275052,0.128883465,0.011608413,0.098984505,0.00151785,0.00169728,0.00017943,0.118213262,87.91482552,59.73971552,-28.17511,-0.320481896,147.654541,87.23840324,60.4161378,67.10675309,80.54778795,0.59082777,0.40917223,0.454484858,0.545515142
Betula pubescens,Docksta,5,30,10.984844,16.80434944,0.724048236,10.26079576,5.81950544,2.90975272,8.72925816,0.794663826,0.178422182,0.123543582,-0.0548786,-0.307577227,0.003047327,0.00206752,-0.000979807,-0.321529983,91.87802695,51.52267974,-40.35534721,-0.439227403,143.4007067,113.9553542,29.44535247,66.30755379,77.0931529,0.794663826,0.205336174,0.462393494,0.537606506
Betula pubescens,Docksta,5,35,12.07073134,17.02215767,0.784358419,11.28637292,4.95142633,2.475713165,7.427139495,0.615301533,0.143956601,0.133159537,-0.010797064,-0.075002215,0.004287368,0.003908033,-0.000379335,-0.08847736,142.9533267,82.11977958,-60.83354712,-0.425548314,225.0731063,138.4878273,86.585279,117.8601206,107.2129857,0.615301533,0.384698467,0.523652615,0.476347385
Betula pubescens,Docksta,8,25,15.59016914,21.37935663,0.979827994,14.61034115,5.78918749,2.894593745,8.683781235,0.557003658,0.180837468,0.092264211,-0.088573257,-0.489794831,0.002339888,0.001192056,-0.001147832,-0.490549975,127.9775965,83.43778776,-44.53980874,-0.34802817,211.4153843,117.7591423,93.65624194,99.36980513,112.0455791,0.557003658,0.442996342,0.470021638,0.529978362
Betula pubescens,Docksta,8,30,12.98271734,18.713025,0.835010121,12.14770722,5.73030766,2.86515383,8.59546149,0.662069524,0.142353888,0.163530184,0.021176296,0.148758115,0.002609455,0.00291075,0.000301295,0.115462807,119.028133,82.79775751,-36.23037549,-0.304384977,201.8258905,133.6227713,68.20311924,99.9300141,101.8958764,0.662069524,0.337930476,0.495129806,0.504870194
Betula pubescens,Docksta,8,35,10.43771417,17.76710743,0.693660645,9.744053525,7.32939326,3.66469663,10.99408989,1.053304364,0.182338139,0.186706047,0.004367908,0.023954988,0.005621789,0.005306847,-0.000314942,-0.056021669,132.8577973,71.18050642,-61.67729088,-0.464235387,204.0383037,214.9144358,-10.8761321,108.1916314,95.84667236,1.053304364,-0.053304364,0.530251572,0.469748428
Betula pubescens,Dunker,2,25,5.768726596,8.188174837,0.434345075,5.334381521,2.419448241,1.209724121,3.629172362,0.629111521,0.046114005,0.049918697,0.003804692,0.082506215,0.00061881,0.000665045,4.62E-05,0.074715987,56.59642927,31.16832679,-25.42810248,-0.449288105,87.76475606,55.21381915,32.55093691,43.12656645,44.63818961,0.629111521,0.370888479,0.491388211,0.508611789
Betula pubescens,Dunker,2,30,5.959793602,8.234023518,0.444956937,5.514836665,2.274229916,1.137114958,3.411344874,0.572393123,0.056213627,0.064285296,0.008071669,0.143589187,0.001247185,0.001376397,0.000129212,0.103602914,79.03139148,32.59310757,-46.43828391,-0.587592892,111.6244991,63.89309565,47.7314034,58.52354976,53.10094929,0.572393123,0.427606877,0.524289473,0.475710527
Betula pubescens,Dunker,2,35,6.8148736,8.71733231,0.49244808,6.32242552,1.90245871,0.951229355,2.853688065,0.418744093,0.070372217,0.060199982,-0.010172235,-0.14454902,0.002531923,0.002191129,-0.000340794,-0.13459888,116.5371304,46.66341575,-69.87371465,-0.599583278,163.2005462,68.33926469,94.86128146,90.62736783,72.57317832,0.418744093,0.581255907,0.555312896,0.444687104
Betula pubescens,Dunker,5,25,8.488197109,11.56551549,0.585384467,7.902812642,3.077318381,1.538659191,4.615977572,0.543811308,0.052162307,0.097070555,0.044908248,0.860932934,0.001014673,0.001818115,0.000803442,0.791823573,78.29481002,46.94898943,-31.34582059,-0.400356302,125.2437995,68.10899438,57.13480507,60.86067401,64.38312544,0.543811308,0.456188692,0.485937621,0.514062379
Betula pubescens,Dunker,5,30,8.337346201,11.71149506,0.577006208,7.760339993,3.374148859,1.68707443,5.061223289,0.607054471,0.064568704,0.057122122,-0.007446582,-0.115328039,0.00168105,0.00147341,-0.00020764,-0.123518039,97.46061411,51.02206125,-46.43855286,-0.47648533,148.4826754,90.13707196,58.3456034,76.75552704,71.72714832,0.607054471,0.392945529,0.516932543,0.483067457
Betula pubescens,Dunker,5,35,7.051942731,12.34888551,0.505614899,6.546327832,5.296942779,2.64847139,7.945414169,1.126698624,0.081803003,0.088179152,0.006376149,0.07794517,0.002907918,0.003161442,0.000253524,0.087184027,94.78371084,28.51574748,-66.26796336,-0.699149282,123.2994583,138.92133,-15.62187166,63.39445826,59.90500006,1.126698624,-0.126698624,0.514150339,0.485849661
Betula pubescens,Dunker,7,25,7.103839184,9.360847439,0.508497228,6.595341956,2.257008255,1.128504128,3.385512383,0.476575031,0.0399,0.037234817,-0.002665183,-0.066796566,0.000532678,0.000505593,-2.71E-05,-0.050846853,73.42957319,34.17263016,-39.25694303,-0.534620335,107.6022034,51.28052345,56.3216799,52.79123108,54.81097227,0.476575031,0.523424969,0.490614778,0.509385222
Betula pubescens,Dunker,7,30,7.725394488,9.123721333,0.54301841,7.182376078,1.398326845,0.699163423,2.097490268,0.271505911,0.040943415,0.038321355,-0.00262206,-0.064041067,0.001020958,0.000905929,-0.000115029,-0.11266771,98.41824489,43.89633059,-54.5219143,-0.553981778,142.3145755,38.63924845,103.675327,74.27533169,68.03924379,0.271505911,0.728494089,0.521909519,0.478090481
Betula pubescens,Dunker,7,35,7.805593905,12.79704104,0.547472685,7.25812122,4.991447135,2.495723568,7.487170703,0.959205769,0.075117495,0.073301819,-0.001815676,-0.024171147,0.002784165,0.002664132,-0.000120033,-0.043112747,103.2539677,51.24912751,-52.00484019,-0.503659485,154.5030952,148.2002602,6.302834989,82.18714639,72.31594882,0.959205769,0.040794231,0.531944983,0.468055017
Betula pubescens,Nobbele,1,25,5.498600295,7.255998426,0.41934226,5.079258035,1.757398131,0.878699066,2.636097197,0.479412406,0.040508594,0.025977206,-0.014531388,-0.358723583,0.000600573,0.000386611,-0.000213962,-0.356263102,24.25993227,19.7253628,-4.53456947,-0.186915999,43.98529507,21.08709613,22.89819894,14.66059593,29.32469914,0.479412406,0.520587594,0.333306754,0.666693246
Betula pubescens,Nobbele,1,30,5.13670427,7.11948386,0.399242555,4.737461715,1.98277959,0.991389795,2.974169385,0.579003429,0.047975536,0.050050223,0.002074687,0.043244686,0.001100034,0.00111697,1.69E-05,0.015395888,49.5504272,25.90939621,-23.64103099,-0.477110538,75.45982341,43.69149649,31.76832692,36.60867089,38.85115252,0.579003429,0.420996571,0.485141221,0.514858779
Betula pubescens,Nobbele,1,35,4.841914895,6.169336063,0.382869953,4.459044942,1.327421168,0.663710584,1.991131752,0.41122816,0.061219105,0.050553969,-0.010665136,-0.174212544,0.002259946,0.00183405,-0.000425896,-0.18845406,69.16645041,32.61409042,-36.55235999,-0.528469508,101.7805408,41.85502451,59.92551632,54.94192083,46.83862,0.41122816,0.58877184,0.539807712,0.460192288
Betula pubescens,Nobbele,2,25,5.021830078,6.732226223,0.392862443,4.628967635,1.710396145,0.855198073,2.565594218,0.510888297,0.019730865,0.005049568,-0.014681297,-0.744077718,0.00029397,7.61E-05,-0.00021787,-0.741130047,51.95199904,25.61184725,-26.34015179,-0.507009399,77.56384629,39.62646136,37.93738493,38.31768399,39.2461623,0.510888297,0.489111703,0.494014748,0.505985252
Betula pubescens,Nobbele,2,30,5.57909701,7.502288567,0.423813048,5.155283962,1.923191557,0.961595779,2.884787336,0.517070653,0.030622674,0.030510194,-0.00011248,-0.003673095,0.00077356,0.000740286,-3.33E-05,-0.043014117,61.56527539,31.88131308,-29.68396231,-0.482154301,93.44658847,48.31848854,45.12809993,47.42013362,46.02645485,0.517070653,0.482929347,0.507457087,0.492542913
Betula pubescens,Nobbele,2,35,5.586946573,9.518046162,0.424249013,5.16269756,3.931099589,1.965549795,5.896649384,1.055433287,0.062246643,0.064125234,0.001878591,0.030179796,0.002231207,0.002322625,9.14E-05,0.040972442,63.03005966,36.59566937,-26.43439029,-0.419393388,99.62572903,105.1483106,-5.522581588,51.51862849,48.10710054,1.055433287,-0.055433287,0.517121721,0.482878279
Betula pubescens,Nobbele,8,30,7.90271001,11.73206584,0.552866514,7.349843496,3.82935583,1.914677915,5.744033745,0.726843543,0.074238134,0.079682927,0.005444793,0.073342266,0.001690983,0.001458133,-0.00023285,-0.13770097,89.62086537,41.44354234,-48.17732303,-0.537568153,131.0644077,95.26331849,35.80108922,66.30237845,64.76202926,0.726843543,0.273156457,0.505876306,0.494123694
Betula pubescens,Nobbele,8,35,8.946638233,12.76590161,0.610846287,8.335791946,3.819263377,1.909631689,5.728895066,0.64034053,0.09429347,0.083962391,-0.010331079,-0.109563038,0.003325328,0.002983122,-0.000342206,-0.102908946,114.2428374,56.83168291,-57.41115449,-0.50253614,171.0745203,109.545949,61.52857135,90.19197825,80.88254206,0.64034053,0.35965947,0.527208716,0.472791284
Betula pubescens,Riningsholm,1,25,11.37804722,18.01005222,0.745886743,10.63216048,6.632005,3.3160025,9.9480075,0.874315892,0.135063927,0.130166409,-0.004897518,-0.03626074,0.00176058,0.001682021,-7.86E-05,-0.044621091,82.6957858,65.38687915,-17.30890665,-0.209308207,148.082665,129.4710272,18.61163771,68.38031738,79.70234757,0.874315892,0.125684108,0.461771251,0.538228749
Betula pubescens,Riningsholm,1,30,9.745485602,14.45174518,0.65521427,9.090271332,4.706259578,2.353129789,7.059389367,0.724375332,0.111684609,0.123735205,0.012050596,0.107898448,0.001967051,0.002114522,0.000147471,0.074970603,73.50374612,53.98747896,-19.51626716,-0.265513912,127.4912251,92.35149848,35.1397266,59.00618845,68.48503663,0.724375332,0.275624668,0.462825488,0.537174512
Betula pubescens,Riningsholm,1,35,9.14011055,14.42370157,0.62159174,8.51851881,5.28359102,2.64179551,7.92538653,0.867099636,0.121056299,0.105291192,-0.015765107,-0.130229547,0.005635995,0.004845142,-0.000790853,-0.140321807,98.15879164,67.46147982,-30.69731182,-0.31273115,165.6202715,143.6092771,22.01099438,86.03988617,79.58038529,0.867099636,0.132900364,0.519500937,0.480499063
Betula pubescens,Riningsholm,5,25,7.044591869,11.64831836,0.505206632,6.539385237,4.603726491,2.301863246,6.905589737,0.980268249,0.041430422,0.041619114,0.000188692,0.004554431,0.000547867,0.000550857,2.99E-06,0.005457529,53.12757863,38.38286129,-14.74471734,-0.277534149,91.51043992,89.70477871,1.805661212,42.22138163,49.28905829,0.980268249,0.019731751,0.461383222,0.538616778
Betula pubescens,Riningsholm,5,30,7.240375059,9.98554664,0.516080431,6.724294628,2.745171581,1.372585791,4.117757372,0.568721556,0.066282775,0.062095942,-0.004186833,-0.06316623,0.001281855,0.001238848,-4.30E-05,-0.033550597,68.44328079,46.40499652,-22.03828427,-0.321993394,114.8482773,65.31669101,49.5315863,57.25785138,57.59042593,0.568721556,0.431278444,0.498552113,0.501447887
Betula pubescens,Riningsholm,5,35,7.202865511,9.707623062,0.51399715,6.688868361,2.504757551,1.252378776,3.757136327,0.521616893,0.084143329,0.068355048,-0.015788281,-0.187635564,0.0025645,0.002308147,-0.000256353,-0.099962176,65.28005741,45.81627048,-19.46378693,-0.298158239,111.0963279,57.94972135,53.14660654,54.85657723,56.23975066,0.521616893,0.478383107,0.493774891,0.506225109
Betula pubescens,Riningsholm,6,25,7.664713557,10.51085498,0.539648191,7.125065366,2.846141423,1.423070712,4.269212135,0.556995653,0.082068792,0.091994401,0.009925609,0.12094255,0.00110442,0.001228519,0.000124099,0.112365767,52.58981647,30.80765617,-21.7821603,-0.4141897,83.39747264,46.45202975,36.94544289,35.15907894,48.2383937,0.556995653,0.443004347,0.421584466,0.578415534
Betula pubescens,Riningsholm,6,30,8.324147417,12.83566759,0.576273148,7.747874269,4.511520173,2.255760087,6.76728026,0.812969776,0.077637107,0.076396293,-0.001240814,-0.015982229,0.001489504,0.001498642,9.14E-06,0.006134928,75.55551897,47.73784496,-27.81767401,-0.368175275,123.2933639,100.2337784,23.0595855,59.99784951,63.29551442,0.812969776,0.187030224,0.486626754,0.513373246
Betula pubescens,Riningsholm,6,35,6.448096055,10.14414924,0.472077255,5.9760188,3.696053185,1.848026593,5.544079778,0.859801053,0.0634685,0.061941991,-0.001526509,-0.024051443,0.002152038,0.002065962,-8.61E-05,-0.039997435,75.78268817,44.43581348,-31.34687469,-0.41364163,120.2185017,103.3639943,16.85450735,62.95074495,57.2677567,0.859801053,0.140198947,0.52363608,0.47636392
Betula pubescens,Riningsholm,7,25,11.27519562,15.48393141,0.740174365,10.53502126,4.20873579,2.104367895,6.313103685,0.55991079,0.093796766,0.130959271,0.037162505,0.396202413,0.001267562,0.001754081,0.000486519,0.383822645,91.56886941,62.63959642,-28.92927299,-0.315929127,154.2084658,86.3429839,67.86548193,72.73845557,81.47001026,0.55991079,0.44008921,0.47168912,0.52831088
Betula pubescens,Riningsholm,7,30,8.498360533,12.24917358,0.585948944,7.912411589,3.750813047,1.875406524,5.626219571,0.662035877,0.111740004,0.096374888,-0.015365116,-0.137507745,0.002234741,0.001993409,-0.000241332,-0.107991038,73.37220676,52.41404786,-20.9581589,-0.285641659,125.7862546,83.27501342,42.5112412,61.19520833,64.59104629,0.662035877,0.337964123,0.486501554,0.513498446
Betula pubescens,Riningsholm,7,35,6.232283519,10.04489544,0.460091027,5.772192492,3.812611921,1.906305961,5.718917882,0.917628003,0.084429231,0.086315233,0.001886002,0.022338259,0.002801683,0.002881775,8.01E-05,0.028587103,95.49018234,50.73849866,-44.75168368,-0.468652196,146.228681,134.1835326,12.04514843,80.86636462,65.36231638,0.917628003,0.082371997,0.553013021,0.446986979
Betula pubescens,Riningsholm,8,25,11.71152613,16.47197749,0.764408161,10.94711797,4.76045136,2.38022568,7.14067704,0.609713624,0.130799035,0.122895291,-0.007903744,-0.060426623,0.00172402,0.001645157,-7.89E-05,-0.045743669,80.6430028,62.31910686,-18.32389594,-0.227222391,142.9621097,87.16594598,55.79616368,64.07733676,78.8847729,0.609713624,0.390286376,0.448212026,0.551787974
Betula pubescens,Riningsholm,8,35,8.214049139,10.23829226,0.570158289,7.64389085,2.024243121,1.012121561,3.036364682,0.369655042,0.094554471,0.081731993,-0.012822478,-0.135609431,0.003143686,0.002821904,-0.000321782,-0.102358187,120.7624769,68.77775307,-51.98472383,-0.430470831,189.54023,70.06450172,119.4757283,104.4560223,85.08420769,0.369655042,0.630344958,0.551102118,0.448897882
Betula pubescens,Skelleftea,6,25,5.93718613,8.004751204,0.443701318,5.493484812,2.067565074,1.033782537,3.101347611,0.522359842,0.074264218,0.032336802,-0.041927416,-0.564570895,0.001094426,0.000477878,-0.000616548,-0.563352844,45.00223075,20.7555586,-24.24667215,-0.538788228,65.75778935,34.34922848,31.40856087,28.00602989,37.75175946,0.522359842,0.477640158,0.425896767,0.574103233
Betula pubescens,Skelleftea,6,30,6.37783698,9.485362756,0.468175066,5.909661914,3.107525776,1.553762888,4.661288664,0.730857292,0.075592387,0.079640545,0.004048158,0.053552456,0.001809985,0.001860096,5.01E-05,0.027685865,55.88336889,38.78209859,-17.1012703,-0.306017168,94.66546748,69.18694721,25.47852027,46.10274637,48.56272111,0.730857292,0.269142708,0.487007011,0.512992989
Betula pubescens,Skelleftea,6,35,5.550428226,7.946384049,0.422220784,5.128207442,2.395955823,1.197977912,3.593933735,0.647505668,0.100962216,0.091922768,-0.009039448,-0.089532979,0.003054833,0.002882513,-0.00017232,-0.056408976,71.60423639,12.61769606,-58.98654033,-0.823785621,84.22193245,54.53417861,29.68775384,41.34681303,42.87511942,0.647505668,0.352494332,0.49092691,0.50907309
Betula pubescens,Skelleftea,7,25,3.539143649,4.740938348,0.310514038,3.228629611,1.201794699,0.60089735,1.802692049,0.509358259,0.022489686,0.014093577,-0.008396109,-0.373331535,0.000337897,0.000211968,-0.000125929,-0.372684575,23.35252747,16.6096789,-6.74284857,-0.288741704,39.96220637,20.35507987,19.6071265,17.20375452,22.75845185,0.509358259,0.490641741,0.430500617,0.569499383
Betula pubescens,Skelleftea,7,30,3.676140972,4.917816823,0.31812287,3.358018102,1.241675851,0.620837926,1.862513777,0.506649171,0.04734246,0.022685919,-0.024656541,-0.520812417,0.000990076,0.000513625,-0.000476451,-0.481226694,39.87664767,17.71883463,-22.15781304,-0.555658871,57.5954823,29.18070337,28.41477893,28.59394561,29.00153669,0.506649171,0.493350829,0.496461605,0.503538395
Betula pubescens,Skelleftea,8,25,9.375392548,13.17277097,0.634659302,8.740733246,3.797378422,1.898689211,5.696067633,0.607555108,0.113781766,0.105493688,-0.008288078,-0.072841882,0.001501831,0.001412212,-8.96E-05,-0.059673159,55.22952388,40.54601219,-14.68351169,-0.265863449,95.77553607,58.18891617,37.5866199,38.84931059,56.92622548,0.607555108,0.392444892,0.405628746,0.594371254
Betula pubescens,Skelleftea,8,30,9.498328781,13.47212777,0.64148718,8.856841601,3.973798989,1.986899495,5.960698484,0.627552343,0.144589995,0.130207187,-0.014382808,-0.099473051,0.002857785,0.002557349,-0.000300436,-0.105128972,73.87129014,50.11894687,-23.75234327,-0.321536868,123.990237,77.81036378,46.17987323,57.33128126,66.65895575,0.627552343,0.372447657,0.462385448,0.537614552
Betula pubescens,Skelleftea,8,35,4.443402931,6.979932177,0.360736599,4.082666332,2.536529246,1.268264623,3.804793869,0.856279281,0.092553772,0.079519875,-0.013033897,-0.14082513,0.002862078,0.002453751,-0.000408327,-0.14266802,64.34230659,40.16188912,-24.18041747,-0.375808993,104.5041957,89.48477761,15.0194181,57.82038932,46.68380639,0.856279281,0.143720719,0.553282946,0.446717054
Betula pubescens,Ystad,1,25,10.74261485,15.08274389,0.710594829,10.03202002,4.34012904,2.17006452,6.51019356,0.606015728,0.064341623,0.066140651,0.001799028,0.027960563,0.000869966,0.000887008,1.70E-05,0.019589271,109.5274851,55.62920985,-53.89827525,-0.492098172,165.156695,100.0875547,65.06914021,81.45749037,83.69920458,0.606015728,0.393984272,0.493213372,0.506786628
Betula pubescens,Ystad,1,30,5.899820132,7.873889114,0.44162601,5.458194122,1.974068982,0.987034491,2.961103473,0.501897245,0.074092107,0.057453891,-0.016638216,-0.224561248,0.001320188,0.001027092,-0.000293096,-0.222010805,73.25948329,32.28221318,-40.97727011,-0.559344241,105.5416965,52.97108674,52.57060973,54.62827729,50.91341918,0.501897245,0.498102755,0.517599007,0.482400993
Betula pubescens,Ystad,1,35,5.872688632,7.745527814,0.440119127,5.432569505,1.872839182,0.936419591,2.809258773,0.478359904,0.082205666,0.062417883,-0.019787783,-0.240710695,0.00270076,0.001830324,-0.000870436,-0.322292984,52.87440708,37.76075745,-15.11364963,-0.285840551,90.63516453,43.35622865,47.27893588,44.76294,45.87222453,0.478359904,0.521640096,0.493880496,0.506119504
Betula pubescens,Ystad,2,25,9.098986639,11.90744719,0.619307718,8.479678921,2.808460551,1.404230276,4.212690827,0.462984615,0.091539722,0.056704536,-0.034835186,-0.380547212,0.001251534,0.000782699,-0.000468835,-0.374608281,77.03139631,45.14287227,-31.88852404,-0.413967883,122.1742686,56.56480671,65.60946187,57.18554802,64.98872056,0.462984615,0.537015385,0.468065401,0.531934599
Betula pubescens,Ystad,2,30,5.066194521,6.978576833,0.395326444,4.670868077,1.912382312,0.956191156,2.868573468,0.56621858,0.063733696,0.051292314,-0.012441382,-0.195208858,0.001257818,0.001030796,-0.000227022,-0.180488751,68.08581154,33.11597625,-34.96983529,-0.513614136,101.2017878,57.30233258,43.89945521,53.95800647,47.24378132,0.56621858,0.43378142,0.533172463,0.466827537
Betula pubescens,Ystad,2,35,3.437245959,5.628721236,0.304854641,3.132391318,2.191475277,1.095737639,3.287212916,0.956350798,0.041779981,0.040826469,-0.000953512,-0.022822222,0.001300849,0.001301178,3.29E-07,0.000252912,58.33383036,23.22752236,-35.106308,-0.601817295,81.56135272,78.00126475,3.560087968,45.20824592,36.3531068,0.956350798,0.043649202,0.554285141,0.445714859
Betula pubescens,Ystad,4,25,6.628032367,9.468418898,0.482070918,6.145961449,2.840386531,1.420193266,4.260579797,0.642812159,0.066983719,0.052936636,-0.014047083,-0.209708914,0.000921785,0.000738155,-0.00018363,-0.199211313,63.9499818,38.603067,-25.3469148,-0.396355309,102.5530488,65.92234672,36.63070208,50.69394622,51.85910258,0.642812159,0.357187841,0.494319251,0.505680749
Betula pubescens,Ystad,4,30,7.5966794,10.37868504,0.535869574,7.060809826,2.78200564,1.39100282,4.17300846,0.54932007,0.067248512,0.059395491,-0.007853021,-0.11677613,0.001191438,0.001039701,-0.000151737,-0.127356186,86.44624831,42.40146245,-44.04478586,-0.509504886,128.8477108,70.7786335,58.06907726,65.64066211,63.20704865,0.54932007,0.45067993,0.509443759,0.490556241
Betula pubescens,Ystad,4,35,5.984118157,8.818602381,0.446307922,5.537810235,2.834484224,1.417242112,4.251726336,0.710501736,0.071497951,0.059477914,-0.012020037,-0.168117223,0.002254763,0.001795826,-0.000458937,-0.203541126,78.813377,45.32615728,-33.48721972,-0.424892588,124.1395343,88.20135455,35.93817973,66.8020411,57.33749318,0.710501736,0.289498264,0.538120603,0.461879397
Betula pubescens,Ystad,5,25,9.129632163,12.40468797,0.62100977,8.508622393,3.275055807,1.637527904,4.912583711,0.538092184,0.057634692,0.052012225,-0.005622467,-0.097553519,0.00080037,0.000728353,-7.20E-05,-0.089979634,86.83024861,52.00590301,-34.8243456,-0.401062374,138.8361516,74.70664806,64.12950356,68.21174865,70.62440297,0.538092184,0.461907816,0.491311145,0.508688855
Betula pubescens,Ystad,5,30,8.531221051,12.70412777,0.587774017,7.943447034,4.172906719,2.08645336,6.259360079,0.733700374,0.066847616,0.06405897,-0.002788646,-0.041716462,0.001337427,0.001271937,-6.55E-05,-0.048967159,88.40165321,56.32272485,-32.07892836,-0.362877019,144.7243781,106.1843304,38.5400477,73.7329959,70.99138216,0.733700374,0.266299626,0.509471845,0.490528155
