"sp","treeid","setTleaf","anet.21p","anet.0p","anet.delta","pr.proxy","gsw.21p","gsw.0p","gsw.delta","gsw.percent","E.21p","E.0p","E.delta","E.percent","ETR.21p","ETR.0p","ETR.delta","ETR.percent","Ca.21p","Ci.21p","C.21p","Ca.0p","Ci.0p","C.0p","Ca.delta","Ci.delta","C.delta","Ca.prop","Ci.prop","C.prop","NPQ.21p","NPQ.0p"
"Tilia cordata","4","30","9.69364495","13.28421461","3.59056966","0.370404494750966","0.096016205","0.092745498","-0.003270707","-0.0340641144898405","0.001974621","0.001894721","-7.99000000000002e-05","-0.0404634610894952","65.69774845","42.47268872","-23.22505973","-0.353513785144033","416.4973333","241.5466728","174.9506605","415.308","241.5466728","173.7613272","-1.18933329999999","0","-1.18933329999999","-0.0028555604199831","0","-0.006798106943986","-0.999268074","-0.999292819"
"Tilia cordata","4","35","11.4333886","16.58199904","5.14861044","0.450313605189628","0.184672463","0.167093602","-0.017578861","-0.0951894002734994","0.005825437","0.005292456","-0.000532981","-0.0914920202553045","94.56904806","66.73487525","-27.83417281","-0.294326456499175","415.3726667","295.0075003","120.3651664","413.739","295.0075003","118.7314997","-1.63366670000005","0","-1.63366670000005","-0.00393301444935941","0","-0.0135725870603711","-0.99916707","-0.999104253"
"Tilia cordata","5","25","9.029613835","12.34680096","3.317187125","0.367367551438594","0.106446682","0.076809482","-0.0296372","-0.278422957326185","0.001396831","0.001029462","-0.000367369","-0.263001751822518","76.66547071","49.95817191","-26.7072988","-0.348361505546934","416.8346774","271.5029934","145.331684","415.7494839","271.5029934","144.2464905","-1.0851935","0","-1.0851935","-0.00260341463615475","0","-0.00746701249260968","-0.999170155","-0.998993092"
"Tilia cordata","6","25","8.500352059","11.58891081","3.088558751","0.363344803787261","0.073129325","0.076551983","0.00342265800000001","0.0468028113209032","0.000975541","0.001028768","5.3227e-05","0.0545615202231377","53.6634095","53.9597824","0.296372900000001","0.00552281159101532","417.0417333","222.0355158","195.0062175","415.9985484","222.0355158","193.9630326","-1.04318489999997","0","-1.04318489999997","-0.00250139210708093","0","-0.00534949558723671","-0.999321519","-0.998953171"
"Tilia cordata","7","25","6.270796761","10.10306318","3.832266419","0.611129106086492","0.052960171","0.065627454","0.012667283","0.239185084957524","0.000713229","0.000868009","0.00015478","0.217013049104846","43.89674549","37.95171356","-5.94503193","-0.135432179849286","417.8096333","219.8624218","197.9472115","416.5542667","219.8624218","196.6918449","-1.25536659999995","0","-1.25536659999995","-0.00300463775831266","0","-0.00634192616550168","-0.999359659","-0.999221211"
"Tilia cordata","8","25","7.391755397","2.812496485","-4.579258912","-0.619508988874081","0.067890549","0.043089847","-0.024800702","-0.365304189836497","0.000910493","0.000581876","-0.000328617","-0.360922049922405","62.14687756","22.36448303","-39.78239453","-0.640135049288549","417.4106774","234.2901739","183.1205035","419.4029677","234.2901739","185.1127938","1.99229029999998","0","1.99229029999998","0.00477297397471888","0","0.0108796680978981","-0.99918677","-0.998964388"
"Tilia cordata","8","30","5.386188256","8.599220589","3.213032333","0.596531754979193","0.063920305","0.050391834","-0.013528471","-0.211645908135138","0.001208118","0.000962267","-0.000245851","-0.203499161505747","44.88575327","32.79152545","-12.09422782","-0.269444688769061","418.0443667","271.3428962","146.7014705","416.9957333","271.3428962","145.6528371","-1.04863340000003","0","-1.04863340000003","-0.00250842609907134","0","-0.00714807695128065","-0.999145864","-0.999074406"
"Tilia cordata","8","35","5.851328396","9.772141368","3.920812972","0.670072282164216","0.073517151","0.091421895","0.017904744","0.243545128673444","0.00232306","0.002576771","0.000253711","0.109214139970556","72.85370384","38.6114019","-34.24230194","-0.470014565288298","417.7137742","271.2827507","146.4310235","416.3637419","271.2827507","145.0809912","-1.35003230000001","0","-1.35003230000001","-0.00323195542829674","0","-0.00921957839077735","-0.998983691","-0.999034087"
"Tilia cordata","9","25","6.520946362","9.878467527","3.357521165","0.514882499964351","0.064601028","0.082992122","0.018391094","0.284687327266681","0.00084694","0.001068391","0.000221451","0.261471887028597","48.30753981","38.93184495","-9.37569486","-0.194083468064734","417.4858333","247.3064058","170.1794275","416.554871","247.3064058","169.2484652","-0.930962300000033","0","-0.930962300000033","-0.00222992548667168","0","-0.00547047497853425","-0.999387666","-0.999293819"
"Betula pubescens","1","25","13.56321493","18.78184082","5.21862589","0.384763193456229","0.131524748","0.118428409","-0.013096339","-0.0995731921113432","0.001754218","0.001577357","-0.000176861","-0.100820422547255","91.21270169","72.46972394","-18.74297775","-0.205486488205347","415.2382667","239.7068312","175.5314355","413.5276","239.7068312","173.8207688","-1.71066669999999","0","-1.71066669999999","-0.00411972314978356","0","-0.00974564296775201","-0.999018782","-0.998946749"
"Betula pubescens","1","30","11.329749","16.1396095","4.8098605","0.424533720914735","0.112922033","0.132016254","0.019094221","0.169092076123001","0.001914844","0.002203806","0.000288962","0.150906287927372","96.42197389","56.31258494","-40.10938895","-0.415977679483699","415.955","243.477556","172.477444","414.3451","243.477556","170.867544","-1.60989999999998","0","-1.60989999999998","-0.00387037059297275","0","-0.00933397412823431","-0.998996895","-0.998960464"
"Betula pubescens","1","35","13.5781691","17.35766972","3.77950062","0.278351270496403","0.140350141","0.120955138","-0.019395003","-0.138190121234007","0.003870262","0.0033674","-0.000502862","-0.129929705017386","134.9371024","73.80175358","-61.13534882","-0.453065522622338","414.9277419","241.9191329","173.008609","413.7547742","241.9191329","171.8356413","-1.17296770000002","0","-1.17296770000002","-0.00282692040457181","0","-0.00677982273124926","-0.999009633","-0.998811896"
"Betula pubescens","10","30","13.80975743","19.46538606","5.65562863","0.409538593177158","0.149662746","0.141103971","-0.00855877500000002","-0.0571870771367513","0.003174403","0.002978932","-0.000195471","-0.0615772477533571","116.5927346","68.85964749","-47.73308711","-0.409400184958009","414.9507","252.264001","162.686699","413.0650645","252.264001","160.8010635","-1.88563549999998","0","-1.88563549999998","-0.00454423983379225","0","-0.0115905941394753","-0.9989889","-0.998954892"
"Betula pubescens","10","35","14.78266908","20.62325573","5.84058665","0.395096894775378","0.160945634","0.140252818","-0.020692816","-0.12857022266289","0.004466981","0.003857891","-0.00060909","-0.13635383718892","138.1710962","95.57944608","-42.59165012","-0.308252965282619","414.4556333","248.6926507","165.7629826","412.5908333","248.6926507","163.8981826","-1.8648","0","-1.8648","-0.00449939595500728","0","-0.0112497975769411","-0.999029673","-0.9988684"
"Betula pubescens","2","25","14.78396321","20.32322171","5.5392585","0.374680214047962","0.134705172","0.141235195","0.006530023","0.0484764089087834","0.002237659","0.002363098","0.000125439","0.0560581393322218","117.0176806","70.42717465","-46.59050595","-0.398149285741355","414.759","226.7448633","188.0141367","412.8944333","226.7448633","186.14957","-1.86456670000001","0","-1.86456670000001","-0.00449554247165224","0","-0.00991716225559762","-0.998984713","-0.998945888"
"Betula pubescens","2","30","12.59625042","18.42993866","5.83368824","0.463128950718336","0.133515953","0.119394847","-0.014121106","-0.105763436373779","0.002876269","0.002594305","-0.000281964","-0.0980311646789643","95.78141732","70.10444973","-25.67696759","-0.268078801801552","415.4245667","249.6163267","165.80824","413.4838065","249.6163267","163.8674798","-1.9407602","0","-1.9407602","-0.00467175115669441","0","-0.0117048477204752","-0.999170385","-0.999076448"
"Betula pubescens","2","35","11.13728932","16.25146127","5.11417195","0.45919359756742","0.108695126","0.109504218","0.000809091999999997","0.0074436824333779","0.003187598","0.003097071","-9.0527e-05","-0.0283997542977502","130.692258","68.88360639","-61.80865161","-0.472932770126292","415.834","233.6005614","182.2334386","414.1540333","233.6005614","180.5534719","-1.67996670000002","0","-1.67996670000002","-0.00403999360321672","0","-0.0092187620060637","-0.998958066","-0.998889645"
"Betula pubescens","3","25","6.69864798","9.836865452","3.138217472","0.468485204980125","0.048270861","0.044179365","-0.004091496","-0.0847611978580618","0.000818552","0.000753719","-6.48329999999999e-05","-0.0792044976983746","55.51160242","40.70587623","-14.80572619","-0.266714083985184","417.6392903","185.6747171","231.9645732","416.607871","185.6747171","230.9331539","-1.03141930000004","0","-1.03141930000004","-0.00246964144407761","0","-0.00444645182568783","-0.99910143","-0.998991769"
"Betula pubescens","3","30","4.409552979","6.089699194","1.680146215","0.381024158911687","0.05028481","0.069063769","0.018778959","0.373451923155323","0.001122925","0.001537247","0.000414322","0.368966760914576","61.37523936","25.50386791","-35.87137145","-0.584459984580987","418.3689032","264.6559686","153.7129346","417.7657667","264.6559686","153.1097981","-0.603136500000005","0","-0.603136500000005","-0.00144163797879518","0","-0.0039237849538786","-0.998907021","-0.998963765"
"Betula pubescens","3","35","3.969371734","5.567962451","1.598590717","0.40273142051855","0.047011748","0.032523185","-0.014488563","-0.308190263420964","0.001368982","0.000948499","-0.000420483","-0.307150130534952","80.94623074","33.18910532","-47.75712542","-0.589985784185508","418.4948387","266.3328039","152.1620348","417.9857419","266.3328039","151.652938","-0.509096800000009","0","-0.509096800000009","-0.00121649481169577","0","-0.00334575441679102","-0.998887088","-0.99884518"
"Betula pubescens","8","25","9.648900505","13.47243","3.823529495","0.396265822517153","0.095606044","0.094713143","-0.000892901000000001","-0.00933937816734684","0.001584805","0.001570499","-1.4306e-05","-0.009026978082477","59.01314546","45.870062","-13.14308346","-0.222714504667584","416.5485667","243.7605297","172.788037","415.2825667","243.7605297","171.522037","-1.26599999999996","0","-1.26599999999996","-0.0030392614480216","0","-0.00732689613228237","-0.999108343","-0.999080431"
"Betula pubescens","8","30","8.614063712","12.16927888","3.555215168","0.412722181639699","0.090678191","0.085929884","-0.00474830700000001","-0.0523643772293605","0.001988676","0.001863762","-0.000124914","-0.062812645197106","71.56157562","46.37676506","-25.18481056","-0.351932029749235","416.8567097","250.8203646","166.0363451","415.6964194","250.8203646","164.8760548","-1.16029029999999","0","-1.16029029999999","-0.00278342718972909","0","-0.0069881705677222","-0.999084492","-0.999082852"
"Betula pubescens","8","35","9.73929632","14.0426131","4.30331678","0.441850893391855","0.103955353","0.098505804","-0.005449549","-0.0524220142853057","0.002912421","0.002818985","-9.34360000000001e-05","-0.0320819002472514","92.24177794","61.33770006","-30.90407788","-0.335033415120229","416.3571613","248.8605271","167.4966342","414.923","248.8605271","166.0624729","-1.43416129999997","0","-1.43416129999997","-0.00344454577296584","0","-0.00856232906917703","-0.999063966","-0.998976432"
