sp;treeid;setTleaf;anet.21p;anet.0p;Rd;corranet;anet.delta;pr.CO2;pr.real;pr.percent;gsw.21p;gsw.0p;gsw.delta;gsw.percent;E.21p;E.0p;E.delta;E.percent;ETR.21p;ETR.0p;ETR.delta;ETR.percent;JT;JO1;JC1;JO2;JC2;JO1.percent;JC1.percent;JO2.percent;JC2.percent;NPQ.21p;NPQ.0p;NPQ.delta;NPQ.percent;cat
Betula pendula;6;25;12.55647768;18.0812622;0.81133677;11.74514091;5.52478452;2.76239226;8.28717678;0.659992156;0.105641764;0.150544563;0.044902799;0.425047796;0.001422685;0.001995294;0.000572609;0.402484738;104.6909798;76.97771412;-27.71326568;-0.264714933;181.6686939;119.899913;61.76878088;87.62852213;94.04017179;0.659992156;0.340007844;0.482353455;0.517646545;-0.999104026;-0.99902072;8.33E-05;-8.34E-05;2
Betula pendula;6;30;13.49763365;18.14177174;0.863608573;12.63402508;4.64413809;2.322069045;6.966207135;0.516105809;0.115709896;0.137152229;0.021442333;0.185311142;0.002013783;0.00239893;0.000385147;0.191255463;145.9208689;78.8650131;-67.0558558;-0.459535749;224.785882;116.0132995;108.7725825;113.8635649;110.9223171;0.516105809;0.483894191;0.506542332;0.493457668;-0.999149544;-0.999022973;0.000126571;-0.000126679;2
Betula pendula;7;25;17.26105365;19.06875977;1.07262892;16.18842473;1.80770612;0.90385306;2.71155918;0.157091174;0.703727388;0.191646841;-0.512080547;-0.727668918;0.008986075;0.002524611;-0.006461464;-0.719052979;174.469869;88.35443441;-86.11543459;-0.49358342;262.8243034;41.28737834;221.5369251;129.1867259;133.6375775;0.157091174;0.842908826;0.491532648;0.508467352;-0.999097978;-0.998933351;0.000164627;-0.000164776;2
Betula pendula;7;30;13.99778438;21.8312932;0.891386944;13.10639744;7.83350882;3.91675441;11.75026323;0.839437365;0.207983878;0.204945245;-0.003038633;-0.014609945;0.003994977;0.003889986;-0.000104991;-0.026280752;101.0715093;89.53379663;-11.53771267;-0.114153956;190.6053059;160.0012157;30.60409024;89.74277894;100.862527;0.839437365;0.160562635;0.470830434;0.529169566;-0.999203964;-0.999153021;5.09E-05;-5.10E-05;2
Betula pendula;7;35;16.44847315;23.76678089;1.027498199;15.42097495;7.31830774;3.65915387;10.97746161;0.667384839;0.20698331;0.194493612;-0.012489698;-0.060341571;0.005567036;0.005342086;-0.00022495;-0.040407499;152.2777365;98.70405628;-53.57368022;-0.35181558;250.9817928;167.5014434;83.48034934;123.4586001;127.5231927;0.667384839;0.332615161;0.491902615;0.508097385;-0.999087151;-0.999087284;-1.33E-07;1.33E-07;2
Corylus avellana;1;25;11.70895651;14.5230801;0.764265445;10.94469107;2.81412359;1.407061795;4.221185385;0.360509101;0.2543567;0.231184181;-0.023172519;-0.091102452;0.003192318;0.002924852;-0.000267466;-0.08378426;60.89153905;46.6919863;-14.19955275;-0.233194184;107.5835254;38.78484001;68.79868534;40.49846621;67.08505914;0.360509101;0.639490899;0.376437434;0.623562566;-0.999319089;-0.999002125;0.000316964;-0.00031718;4
Corylus avellana;1;30;7.762559501;12.03806899;0.545082555;7.217476946;4.275509489;2.137754745;6.413264234;0.826179076;0.115413526;0.108386561;-0.007026965;-0.060885108;0.001994781;0.001866866;-0.000127915;-0.064124834;47.03058206;42.95053979;-4.08004227;-0.086752961;89.98112185;74.34052008;15.64060177;39.2872559;50.69386595;0.826179076;0.173820924;0.436616649;0.563383351;-0.999081699;-0.999038879;4.28E-05;-4.29E-05;4
Corylus avellana;1;35;4.808796951;8.364961175;0.381030583;4.427766368;3.556164224;1.778082112;5.334246336;1.109268366;0.067035708;0.071745982;0.004710274;0.070265149;0.002082468;0.002140747;5.83E-05;0.027985544;49.2638639;28.24722051;-21.01664339;-0.426613784;77.51108441;85.98059395;-8.469509536;38.85059774;38.66048667;1.109268366;-0.109268366;0.501226348;0.498773652;-0.998864427;-0.998921401;-5.70E-05;5.70E-05;4
Corylus avellana;2;25;9.318910152;10.00920842;0.63152227;8.687387882;0.690298268;0.345149134;1.035447402;0.1111125;0.185126216;0.187577333;0.002451117;0.013240248;0.002409958;0.002446343;3.64E-05;0.015097773;55.56823107;42.59313313;-12.97509794;-0.233498488;98.1613642;10.90695456;87.25440964;40.59048239;57.57088181;0.1111125;0.8888875;0.413507725;0.586492275;-0.999193355;-0.998976543;0.000216812;-0.000216987;4
Corylus avellana;2;30;6.161667065;8.901236392;0.456168989;5.705498076;2.739569327;1.369784664;4.109353991;0.666922433;0.073367781;0.068799811;-0.00456797;-0.062261253;0.00137872;0.001311008;-6.77E-05;-0.04911222;48.52840077;19.43626648;-29.09213429;-0.599486771;67.96466725;45.32716124;22.63750601;28.87866599;39.08600126;0.666922433;0.333077567;0.424907046;0.575092954;-0.999027432;-0.999114716;-8.73E-05;8.74E-05;4
Corylus avellana;2;35;8.033623606;13.10046004;0.560137455;7.473486151;5.066836434;2.533418217;7.600254651;0.946055606;0.119218113;0.12351801;0.004299897;0.036067481;0.003580359;0.003869875;0.000289516;0.080862282;56.17706008;48.83459519;-7.34246489;-0.130702192;105.0116553;99.34686519;5.66479008;48.5847739;56.42688137;0.946055606;0.053944394;0.462660776;0.537339224;-0.999088664;-0.998984672;0.000103992;-0.000104087;4
Corylus avellana;3;25;10.11032029;12.68472799;0.675477189;9.434843101;2.5744077;1.28720385;3.86161155;0.381947499;0.29503593;0.281603854;-0.013432076;-0.045526916;0.003719445;0.003518047;-0.000201398;-0.054147326;53.30210108;47.77551196;-5.52658912;-0.103684264;101.077613;38.60634152;62.47127152;40.42422125;60.65339179;0.381947499;0.618052501;0.399932488;0.600067512;-0.999321457;-0.999073278;0.000248179;-0.000248348;4
Corylus avellana;3;35;6.43287638;11.56981335;0.471231954;5.961644426;5.13693697;2.568468485;7.705405455;1.197816498;0.112307663;0.137230673;0.02492301;0.22191727;0.003447937;0.004050001;0.000602064;0.174615719;57.08728281;38.66501758;-18.42226523;-0.322703487;95.75230039;114.6936851;-18.9413847;46.68052991;49.07177048;1.197816498;-0.197816498;0.487513404;0.512486596;-0.999015592;-0.999070465;-5.49E-05;5.49E-05;4
Corylus avellana;4;25;6.041303982;11.46141976;0.449484023;5.591819959;5.420115778;2.710057889;8.130173667;1.345764704;0.115566106;0.17303524;0.057469134;0.497283641;0.001530484;0.002250233;0.000719749;0.470275416;30.47376854;34.17224436;3.69847582;0.121365883;64.6460129;86.99832244;-22.35230954;26.98719798;37.65881492;1.345764704;-0.345764704;0.417461136;0.582538864;-0.999208194;-0.999016781;0.000191413;-0.000191565;4
Corylus avellana;4;30;4.91754935;6.167075423;0.387070691;4.530478659;1.249526073;0.624763037;1.87428911;0.381142918;0.08207991;0.056199558;-0.025880352;-0.315306778;0.001431822;0.000976226;-0.000455596;-0.318193183;29.69871841;17.94920941;-11.749509;-0.395623435;47.64792782;18.16067025;29.48725757;18.65182028;28.99610754;0.381142918;0.618857082;0.391450817;0.608549183;-0.999083572;-0.999094864;-1.13E-05;1.13E-05;4
Corylus avellana;4;35;5.43129078;8.267178546;0.41560389;5.01568689;2.835887766;1.417943883;4.253831649;0.783208232;0.078242895;0.069718946;-0.008523949;-0.108942147;0.002577525;0.002204385;-0.00037314;-0.144766782;44.74286032;29.54367604;-15.19918428;-0.339700774;74.28653636;58.1818268;16.10470956;35.04091549;39.24562087;0.783208232;0.216791768;0.471699412;0.528300588;-0.99913158;-0.999064744;6.68E-05;-6.69E-05;4
Corylus avellana;5;25;11.17966464;12.13309572;0.734868574;10.44479607;0.95343108;0.47671554;1.43014662;0.127923928;0.25557746;0.29897893;0.04340147;0.169817284;0.003289791;0.003766426;0.000476635;0.144883064;60.16048631;43.68253801;-16.4779483;-0.273899852;103.8430243;13.28400762;90.5590167;39.41624384;64.42678048;0.127923928;0.872076072;0.379575269;0.620424731;-0.999232449;-0.998989931;0.000242518;-0.000242704;4
Corylus avellana;5;30;8.873839489;15.35082823;0.606803045;8.267036444;6.476988741;3.238494371;9.715483112;1.094845486;0.192710744;0.159719153;-0.032991591;-0.171197466;0.003145993;0.002776194;-0.000369799;-0.117546034;47.14009801;48.43916856;1.29907055;0.027557655;95.57926657;104.6445286;-9.065262027;40.05593908;55.52332749;1.094845486;-0.094845486;0.419086069;0.580913931;-0.999204333;-0.999055137;0.000149196;-0.000149315;4
Corylus avellana;5;35;6.180837068;9.978031627;0.457233691;5.723603377;3.797194559;1.89859728;5.695791839;0.921524346;0.109004435;0.11118576;0.002181325;0.020011342;0.002999378;0.003042613;4.32E-05;0.014414655;47.8708383;32.80114414;-15.06969416;-0.314799045;80.67198244;74.34119588;6.33078656;37.29908945;43.37289299;0.921524346;0.078475654;0.462354938;0.537645062;-0.99910345;-0.999139773;-3.63E-05;3.64E-05;4
Corylus avellana;6;25;4.865942927;6.25360645;0.38420447;4.481738457;1.387663523;0.693831762;2.081495285;0.427768125;0.119643376;0.143269549;0.023626173;0.197471634;0.001595073;0.001879452;0.000284379;0.178285884;15.77870766;17.76569681;1.98698915;0.12592851;33.54440447;14.34922702;19.19517745;9.387088508;24.15731596;0.427768125;0.572231875;0.279840667;0.720159333;-0.99935698;-0.999053313;0.000303667;-0.000303862;4
Corylus avellana;6;30;5.86356877;8.668994545;0.439612609;5.423956161;2.805425775;1.402712888;4.208138663;0.717675332;0.148600189;0.131271178;-0.017329011;-0.116615;0.00274043;0.002489038;-0.000251392;-0.091734509;21.6259947;24.46755732;2.84156262;0.131395696;46.09355202;33.08020524;13.01334678;15.09285129;31.00070073;0.717675332;0.282324668;0.327439536;0.672560464;-0.999298643;-0.999167919;0.000130724;-0.000130816;4
Corylus avellana;6;35;4.008487842;6.626132915;0.336581415;3.671906427;2.617645073;1.308822537;3.92646761;0.979538361;0.103228854;0.108505211;0.005276357;0.051113199;0.003604631;0.003479851;-0.00012478;-0.034616581;28.84941556;10.71135091;-18.13806465;-0.628715151;39.56076647;38.75128833;0.809478135;15.6845434;23.87622307;0.979538361;0.020461639;0.396467126;0.603532874;-0.999264217;-0.999331493;-6.73E-05;6.73E-05;4
Corylus avellana;7;25;4.546156294;6.907196001;0.366443521;4.179712773;2.361039707;1.180519854;3.541559561;0.779022834;0.104096292;0.185358997;0.081262705;0.780649372;0.001405371;0.0024077;0.001002329;0.713213095;14.06328389;24.30494512;10.24166123;0.728255314;38.36822901;29.8897265;8.478502507;13.45573589;24.91249312;0.779022834;0.220977166;0.350699947;0.649300053;-0.999306162;-0.998988475;0.000317687;-0.000317908;4
Scandosorbus intermedia;6;30;10.64853411;16.35098644;0.705369584;9.943164526;5.70245233;2.851226165;8.553678495;0.803272864;0.170973452;0.157026603;-0.013946849;-0.081573185;0.00286755;0.002678639;-0.000188911;-0.065878886;76.29815567;70.98484529;-5.31331038;-0.069638779;147.283001;118.308438;28.97456292;69.79257635;77.49042461;0.803272864;0.196727136;0.473867153;0.526132847;-0.999127614;-0.999033766;9.38E-05;-9.39E-05;6
Scandosorbus intermedia;6a;30;7.451540319;9.801529475;0.527808549;6.92373177;2.349989156;1.174994578;3.524983734;0.473054373;0.084942819;0.084789567;-0.000153252;-0.001804178;0.001489454;0.001484327;-5.13E-06;-0.003442201;80.07550283;46.43371427;-33.64178856;-0.420125848;126.5092171;59.84573838;66.66347872;64.46870388;62.04051322;0.473054373;0.526945627;0.509596892;0.490403108;-0.999269826;-0.999260648;9.18E-06;-9.18E-06;6
Scandosorbus intermedia;6b;30;9.097805106;14.87299212;0.619242096;8.47856301;5.775187014;2.887593507;8.662780521;0.952183567;0.166844708;0.128441232;-0.038403476;-0.230174972;0.002829513;0.002271602;-0.000557911;-0.197175627;59.08720408;58.31611884;-0.77108524;-0.013049953;117.4033229;111.7895148;5.613808082;54.00806833;63.39525459;0.952183567;0.047816433;0.460021633;0.539978367;-0.999280896;-0.999190051;9.08E-05;-9.09E-05;6
Scandosorbus intermedia;6c;30;6.967468608;8.794519205;0.500923206;6.466545402;1.827050597;0.913525299;2.740575896;0.393338822;0.105991958;0.111919697;0.005927739;0.055926309;0.001915823;0.002043018;0.000127195;0.066391833;49.6909867;29.2499506;-20.4410361;-0.411363055;78.9409373;31.0505353;47.890402;34.04737525;44.89356205;0.393338822;0.606661178;0.431301887;0.568698113;-0.999340398;-0.999343067;-2.67E-06;2.67E-06;6
Scandosorbus intermedia;6c;35;9.243788481;12.99069463;0.627350012;8.616438469;3.746906149;1.873453075;5.620359224;0.608014694;0.127450997;0.097167992;-0.030283005;-0.237605085;0.003447346;0.002709763;-0.000737583;-0.213956766;77.25233699;53.20219236;-24.05014463;-0.311319315;130.4545294;79.31827073;51.13625862;62.31958362;68.13494573;0.608014694;0.391985306;0.477711153;0.522288847;-0.999026198;-0.999058666;-3.25E-05;3.25E-05;6
Scandosorbus intermedia;6d;30;12.05675448;20.22086021;0.783582144;11.27317234;8.16410573;4.082052865;12.2461586;1.015709378;0.233442768;0.235512369;0.002069601;0.008865561;0.003807043;0.003820818;1.38E-05;0.003618294;68.50981982;79.13027065;10.62045083;0.155020855;147.6400905;149.9594245;-2.319334007;66.2753817;81.36470877;1.015709378;-0.015709378;0.448898273;0.551101727;-0.99930323;-0.999222262;8.10E-05;-8.10E-05;6
Scandosorbus intermedia;6d;35;13.79706124;22.03395621;0.880238781;12.91682246;8.23689497;4.118447485;12.35534246;0.895505372;0.222168057;0.202385364;-0.019782693;-0.089043822;0.00603379;0.005557487;-0.000476303;-0.078939274;106.1342283;88.56926381;-17.56496449;-0.165497642;194.7034921;174.3580231;20.34546902;93.01016477;101.6933273;0.895505372;0.104494628;0.477701575;0.522298425;-0.999141441;-0.999069013;7.24E-05;-7.25E-05;6
Scandosorbus intermedia;6e;35;7.277198738;10.23253768;0.518125618;6.75907312;2.955338942;1.477669471;4.433008413;0.609164127;0.088728485;0.07501455;-0.013713935;-0.15456068;0.002532099;0.002191841;-0.000340258;-0.134377842;70.35506696;42.65477842;-27.70028854;-0.393721302;113.0098454;68.84154375;44.16830163;55.93403362;57.07581176;0.609164127;0.390835873;0.494948324;0.505051676;-0.999233129;-0.999243109;-9.98E-06;9.99E-06;6
Scandosorbus intermedia;6f;35;6.867866678;9.763101508;0.495391315;6.372475363;2.89523483;1.447617415;4.342852245;0.632343703;0.081141014;0.074988292;-0.006152722;-0.075827522;0.002364224;0.002065915;-0.000298309;-0.126176284;62.24550879;48.28743056;-13.95807823;-0.224242335;110.5329394;69.89480814;40.63813121;55.37431509;55.15862426;0.632343703;0.367656297;0.500975686;0.499024314;-0.999190896;-0.99914194;4.90E-05;-4.90E-05;6
Scandosorbus intermedia;6g;35;12.81417979;20.21982313;0.825649546;11.98853024;7.40564334;3.70282167;11.10846501;0.866888493;0.197189321;0.196188251;-0.00100107;-0.005076695;0.005027805;0.005298843;0.000271038;0.053907819;108.3007572;80.74863291;-27.55212429;-0.254403801;189.0493901;163.8847409;25.16464917;91.86178063;97.18760948;0.866888493;0.133111507;0.485914187;0.514085813;-0.999196753;-0.999201134;-4.38E-06;4.38E-06;6
Tilia cordata;1;25;8.44874745;9.09388351;0.583193433;7.865554017;0.64513606;0.32256803;0.96770409;0.114538172;0.071682187;0.078481976;0.006799789;0.094860234;0.000947652;0.001055341;0.000107689;0.113637707;54.63390518;38.96781233;-15.66609285;-0.286746715;93.60171751;10.72096964;82.88074787;39.87115181;53.7305657;0.114538172;0.885461828;0.425966028;0.574033972;-0.999196015;-0.999114758;8.13E-05;-8.13E-05;7
Tilia cordata;10;25;4.49278627;7.718366837;0.363479349;4.129306921;3.225580567;1.612790284;4.838370851;1.07691988;0.054509622;0.054036547;-0.000473075;-0.008678743;0.000734815;0.00071025;-2.46E-05;-0.033430183;24.59692079;26.64973199;2.0528112;0.083458056;51.24665278;55.18853916;-3.941886379;22.1836718;29.06298098;1.07691988;-0.07691988;0.432880405;0.567119595;-0.999267243;-0.999299033;-3.18E-05;3.18E-05;7
Tilia cordata;11;25;11.65369744;15.34772346;0.761196356;10.89250108;3.69402602;1.84701301;5.54103903;0.475474763;0.179027463;0.174063743;-0.00496372;-0.027726025;0.002241911;0.002181112;-6.08E-05;-0.027119275;68.62065582;56.36657233;-12.25408349;-0.178577184;124.9872282;59.4282727;65.55895545;52.24829226;72.73893589;0.475474763;0.524525237;0.41802905;0.58197095;-0.999224989;-0.999096395;0.000128594;-0.000128694;7
Tilia cordata;12;25;7.567063234;12.70038674;0.534224692;7.032838542;5.133323506;2.566661753;7.699985259;1.017565867;0.085862105;0.116596383;0.030734278;0.357949272;0.001137092;0.001543384;0.000406292;0.35730794;43.16766809;49.26569469;6.0980266;0.141263748;92.43336278;94.05703492;-1.62367214;41.44340656;50.98995622;1.017565867;-0.017565867;0.448359827;0.551640173;-0.999332943;-0.999073452;0.000259491;-0.000259664;7
Tilia cordata;13;25;8.847325561;13.30850029;0.605330462;8.241995099;4.461174729;2.230587365;6.691762094;0.756359879;0.10796229;0.130607054;0.022644764;0.209746977;0.00140864;0.001697392;0.000288752;0.20498637;57.9849187;52.6801411;-5.3047776;-0.091485471;110.6650598;83.70261127;26.96244853;50.18383837;60.48122143;0.756359879;0.243640121;0.453475003;0.546524997;-0.999142066;-0.998994248;0.000147818;-0.000147945;7
Tilia cordata;13;30;10.09475559;14.08393627;0.674612725;9.420142865;3.98918068;1.99459034;5.98377102;0.592760366;0.13953473;0.123428504;-0.016106226;-0.11542808;0.003212477;0.002733493;-0.000478984;-0.149101145;47.82629415;51.30993762;3.48364347;0.072839502;99.13623177;58.76402905;40.37220272;39.17147294;59.96475883;0.592760366;0.407239634;0.395127717;0.604872283;-0.999348726;-0.999174544;0.000174182;-0.000174296;7
Tilia cordata;13;35;9.58435471;14.57739551;0.646265061;8.938089649;4.9930408;2.4965204;7.4895612;0.781436145;0.151269715;0.157637597;0.006367882;0.042096212;0.004846464;0.00500965;0.000163186;0.033671147;75.51270229;56.46320541;-19.04949688;-0.252268775;131.9759077;103.1307446;28.84516311;62.42565924;69.55024846;0.781436145;0.218563855;0.473007993;0.526992007;-0.999144615;-0.999140202;4.41E-06;-4.42E-06;7
Tilia cordata;14;25;8.663941791;13.5296494;0.595145327;8.068796464;4.865707609;2.432853805;7.298561414;0.842406562;0.084763709;0.109260878;0.024497169;0.289005393;0.001113708;0.001427931;0.000314223;0.282141279;66.46454539;62.58643483;-3.87811056;-0.058348561;129.0509802;108.7133925;20.33758771;62.93014204;66.12083818;0.842406562;0.157593438;0.487637846;0.512362154;-0.999188687;-0.999080043;0.000108644;-0.000108732;7
Tilia cordata;15;25;9.190578496;13.93437006;0.62439473;8.566183766;4.743791564;2.371895782;7.115687346;0.774237155;0.115335123;0.118242287;0.002907164;0.025206233;0.001511673;0.001552661;4.10E-05;0.02711433;56.44151559;52.19721649;-4.2442991;-0.075198177;108.6387321;84.11214283;24.52658925;47.91761206;60.72112002;0.774237155;0.225762845;0.441073005;0.558926995;-0.999298692;-0.999166959;0.000131733;-0.000131825;7
Tilia cordata;17;25;10.48080031;14.47223229;0.696053649;9.784746661;3.99143198;1.99571599;5.98714797;0.571249122;0.127468854;0.135072163;0.007603309;0.059648367;0.001699378;0.001800634;0.000101256;0.059584154;72.24649797;50.32095959;-21.92553838;-0.303482369;122.5674576;70.01655246;52.5509051;53.76283755;68.80462001;0.571249122;0.428750878;0.43863876;0.56136124;-0.999144884;-0.999041185;0.000103699;-0.000103788;7
Tilia cordata;17;30;9.732323237;13.39026945;0.654483233;9.077840004;3.657946213;1.828973107;5.48691932;0.563783095;0.099628687;0.089653895;-0.009974792;-0.100119677;0.001776703;0.001522525;-0.000254178;-0.143061615;70.89170452;49.65210199;-21.23960253;-0.299606317;120.5438065;67.96056036;52.58324615;54.40967571;66.1341308;0.563783095;0.436216905;0.451368488;0.548631512;-0.999090402;-0.999095147;-4.75E-06;4.75E-06;7
Tilia cordata;17;35;9.1981553;12.98181944;0.624815545;8.573339755;3.78366414;1.89183207;5.67549621;0.617025482;0.116358084;0.102282015;-0.014076069;-0.12097199;0.003607268;0.003094922;-0.000512346;-0.142031587;80.7212665;57.64612143;-23.07514507;-0.28586203;138.3673879;85.37620427;52.99118366;67.71651115;70.65087678;0.617025482;0.382974518;0.48939647;0.51060353;-0.999174434;-0.99904489;0.000129544;-0.000129651;7
Tilia cordata;18;25;8.792779354;9.574101469;0.602300965;8.190478389;0.781322115;0.390661058;1.171983173;0.133289274;0.144271045;0.094769184;-0.049501861;-0.343117089;0.001967485;0.001292632;-0.000674853;-0.343002869;54.16073722;37.34678789;-16.81394933;-0.310445356;91.50752511;12.19697155;79.31055356;37.55760513;53.94991998;0.133289274;0.866710726;0.410431875;0.589568125;-0.99935687;-0.999193778;0.000163092;-0.000163197;7
Tilia cordata;2;25;6.715149976;10.5259284;0.48690943;6.228240546;3.810778424;1.905389212;5.716167636;0.851234545;0.03661251;0.095884084;0.059271574;1.618888571;0.000482374;0.001259873;0.000777499;1.611817801;47.84624352;40.10001318;-7.74623034;-0.161898401;87.9462567;74.86289183;13.08336487;40.7237712;47.2224855;0.851234545;0.148765455;0.463052923;0.536947077;-0.999232595;-0.999081818;0.000150777;-0.000150893;7
Tilia cordata;20;30;12.2993424;18.63748037;0.797055477;11.50228692;6.33813797;3.169068985;9.507206955;0.772984981;0.195928761;0.195383863;-0.000544898;-0.002781103;0.004164443;0.004362759;0.000198316;0.047621255;78.94309467;61.85932361;-17.08377106;-0.216406148;140.8024183;108.8381547;31.96426362;61.07003245;79.73238583;0.772984981;0.227015019;0.433728577;0.566271423;-0.999029946;-0.999051001;-2.11E-05;2.11E-05;7
Tilia cordata;20;35;13.47047107;18.16183013;0.862099963;12.60837111;4.69135906;2.34567953;7.03703859;0.522404788;0.190899616;0.167058714;-0.023840902;-0.124887113;0.006036247;0.005222488;-0.000813759;-0.134812078;94.57770509;72.07724545;-22.50045964;-0.237904479;166.6549505;87.06134419;79.59360635;75.18204417;91.47290637;0.522404788;0.477595212;0.451123978;0.548876022;-0.999206999;-0.998924358;0.000282641;-0.000282865;7
Tilia cordata;21;30;12.86286461;16.91685247;0.8283535;12.03451111;4.05398786;2.02699393;6.08098179;0.472754862;0.143290961;0.127617847;-0.015673114;-0.109379642;0.002683364;0.002469363;-0.000214001;-0.079751014;118.1225526;79.57626458;-38.54628802;-0.326324543;197.6988172;93.46307713;104.23574;97.49823916;100.200578;0.472754862;0.527245138;0.493165516;0.506834484;-0.999173564;-0.999095579;7.80E-05;-7.80E-05;7
Tilia cordata;21;35;7.411406265;11.72809672;0.525579504;6.885826761;4.316690455;2.158345228;6.475035683;0.873658176;0.116287583;0.116876532;0.000588949;0.005064591;0.003996376;0.003836145;-0.000160231;-0.040094075;80.91498337;40.02885974;-40.88612363;-0.505297312;120.9438431;105.6635774;15.28026568;60.8654787;60.07836441;0.873658176;0.126341824;0.503254049;0.496745951;-0.999174126;-0.999240438;-6.63E-05;6.64E-05;7
Tilia cordata;3;25;8.947455531;11.72933204;0.61089168;8.336563851;2.781876509;1.390938255;4.172814764;0.466368874;0.082504035;0.121268654;0.038764619;0.46985119;0.00111217;0.00158471;0.00047254;0.424881088;45.54020032;49.78865551;4.24845519;0.093290217;95.32885583;44.45841118;50.87044465;39.69268914;55.63616669;0.466368874;0.533631126;0.416376435;0.583623565;-0.999309761;-0.999000574;0.000309187;-0.000309401;7
Tilia cordata;4;25;8.582764926;10.80446418;0.590636764;7.992128162;2.221699254;1.110849627;3.332548881;0.388283835;0.095262061;0.097235096;0.001973035;0.020711656;0.001257804;0.001280664;2.29E-05;0.018174533;52.38910826;42.13497779;-10.25413047;-0.195730197;94.52408605;36.70217464;57.82191141;40.12868423;54.39540182;0.388283835;0.611716165;0.424533956;0.575466044;-0.999240024;-0.99911179;0.000128234;-0.000128332;7
Tilia cordata;4;30;9.69364495;13.28421461;0.652335041;9.041309909;3.59056966;1.79528483;5.38585449;0.555606742;0.096016205;0.092745498;-0.003270707;-0.034064114;0.001974621;0.001894721;-7.99E-05;-0.040463461;65.69774845;42.47268872;-23.22505973;-0.353513785;108.1704372;60.10022419;48.07021298;46.26390491;61.90653226;0.555606742;0.444393258;0.427694536;0.572305464;-0.999268074;-0.999292819;-2.47E-05;2.48E-05;7
Tilia cordata;4;35;11.4333886;16.58199904;0.748960403;10.6844282;5.14861044;2.57430522;7.72291566;0.675470408;0.184672463;0.167093602;-0.017578861;-0.0951894;0.005825437;0.005292456;-0.000532981;-0.09149202;94.56904806;66.73487525;-27.83417281;-0.294326456;161.3039233;108.9560269;52.34789645;77.04691261;84.2570107;0.675470408;0.324529592;0.477650581;0.522349419;-0.99916707;-0.999104253;6.28E-05;-6.29E-05;7
Tilia cordata;5;25;9.029613835;12.34680096;0.615454752;8.414159083;3.317187125;1.658593563;4.975780688;0.551051327;0.106446682;0.076809482;-0.0296372;-0.278422957;0.001396831;0.001029462;-0.000367369;-0.263001752;76.66547071;49.95817191;-26.7072988;-0.348361506;126.6236426;69.77612632;56.8475163;60.33679152;66.2868511;0.551051327;0.448948673;0.476504942;0.523495058;-0.999170155;-0.998993092;0.000177063;-0.00017721;7
Tilia cordata;6;25;8.500352059;11.58891081;0.586059553;7.914292506;3.088558751;1.544279376;4.632838127;0.545017206;0.073129325;0.076551983;0.003422658;0.046802811;0.000975541;0.001028768;5.32E-05;0.05456152;53.6634095;53.9597824;0.2963729;0.005522812;107.6231919;58.65649132;48.96670058;49.08118911;58.54200279;0.545017206;0.454982794;0.456046585;0.543953415;-0.999321519;-0.998953171;0.000368348;-0.000368598;7
Tilia cordata;7;25;6.270796761;10.10306318;0.462230052;5.808566709;3.832266419;1.91613321;5.748399629;0.916693659;0.052960171;0.065627454;0.012667283;0.239185085;0.000713229;0.000868009;0.00015478;0.217013049;43.89674549;37.95171356;-5.94503193;-0.13543218;81.84845905;75.02996342;6.818495629;37.84351467;44.00494438;0.916693659;0.083306341;0.462360747;0.537639253;-0.999359659;-0.999221211;0.000138448;-0.000138537;7
Tilia cordata;8;25;7.391755397;7.783123935;0.524488095;6.867267302;0.391368538;0.195684269;0.587052807;0.079419945;0.067890549;0.025345119;-0.04254543;-0.626676771;0.000910493;0.000339223;-0.00057127;-0.627429316;62.14687756;31.17600864;-30.97086892;-0.498349557;93.3228862;7.411698488;85.91118771;42.50390974;50.81897646;0.079419945;0.920580055;0.455450013;0.544549987;-0.99918677;-0.998978736;0.000208034;-0.000208203;7
Tilia cordata;8;30;5.386188256;8.599220589;0.413098896;4.97308936;3.213032333;1.606516167;4.8195485;0.894797632;0.063920305;0.050391834;-0.013528471;-0.211645908;0.001208118;0.000962267;-0.000245851;-0.203499162;44.88575327;32.79152545;-12.09422782;-0.269444689;77.67727872;69.5054451;8.171833625;37.4216838;40.25559492;0.894797632;0.105202368;0.481758429;0.518241571;-0.999145864;-0.999074406;7.15E-05;-7.15E-05;7
Tilia cordata;8;35;5.851328396;9.772141368;0.438932779;5.412395617;3.920812972;1.960406486;5.881219458;1.005108423;0.073517151;0.091421895;0.017904744;0.243545129;0.00232306;0.002576771;0.000253711;0.10921414;72.85370384;38.6114019;-34.24230194;-0.470014565;111.4651057;112.0345167;-0.569410937;58.7065281;52.75857764;1.005108423;-0.005108423;0.526680773;0.473319227;-0.998983691;-0.999034087;-5.04E-05;5.04E-05;7
Tilia cordata;9;25;6.520946362;9.878467527;0.476123361;6.044823001;3.357521165;1.678760583;5.036281748;0.77232375;0.064601028;0.082992122;0.018391094;0.284687327;0.00084694;0.001068391;0.000221451;0.261471887;48.30753981;38.93184495;-9.37569486;-0.194083468;87.23938476;67.37704878;19.86233598;40.77039954;46.46898522;0.77232375;0.22767625;0.467339375;0.532660625;-0.999387666;-0.999293819;9.38E-05;-9.39E-05;7
