"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"Rd";"corranet";"anet.delta";"pr.real";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Uppsala";"10";"30";13.80975743;19.46538606;0.8809439276622;12.9288135023378;6.5365725576622;0.505581781072196;0.149662746;0.141103971;-0.00855877500000002;-0.0571870771367513;0.003174403;0.002978932;-0.000195471;-0.0615772477533571;116.5927346;68.85964749;-47.73308711;-0.409400184958009;-0.9989889;-0.998954892;3.40079999999743e-05;-3.40424202911306e-05
"Uppsala";"10";"35";14.78266908;20.62325573;0.9349794407032;13.8476896392968;6.7755660907032;0.489292168382774;0.160945634;0.140252818;-0.020692816;-0.12857022266289;0.004466981;0.003857891;-0.00060909;-0.13635383718892;138.1710962;95.57944608;-42.59165012;-0.308252965282619;-0.999029673;-0.9988684;0.000161273000000017;-0.000161429639537861
"Uppsala";"2";"25";14.78396321;20.32322171;0.9350513166834;13.8489118933166;6.4743098166834;0.467495920730629;0.134705172;0.141235195;0.006530023;0.0484764089087834;0.002237659;0.002363098;0.000125439;0.0560581393322218;117.0176806;70.42717465;-46.59050595;-0.398149285741355;-0.998984713;-0.998945888;3.88250000000756e-05;-3.88644585796335e-05
"Uppsala";"2";"30";12.59625042;18.42993866;0.8135457483268;11.7827046716732;6.6472339883268;0.564151794817315;0.133515953;0.119394847;-0.014121106;-0.105763436373779;0.002876269;0.002594305;-0.000281964;-0.0980311646789643;95.78141732;70.10444973;-25.67696759;-0.268078801801552;-0.999170385;-0.999076448;9.39370000000439e-05;-9.40149962511588e-05
"Uppsala";"2";"35";11.13728932;16.25146127;0.7325150488328;10.4047742711672;5.8466869988328;0.561923483052835;0.108695126;0.109504218;0.000809091999999997;0.0074436824333779;0.003187598;0.003097071;-9.0527e-05;-0.0283997542977502;130.692258;68.88360639;-61.80865161;-0.472932770126292;-0.998958066;-0.998889645;6.84210000000407e-05;-6.8492364523378e-05
"Uppsala";"3";"25";6.69864798;9.836865452;0.4859929088092;6.2126550711908;3.6242103808092;0.583359343031181;0.048270861;0.044179365;-0.004091496;-0.0847611978580618;0.000818552;0.000753719;-6.48329999999999e-05;-0.0792044976983746;55.51160242;40.70587623;-14.80572619;-0.266714083985184;-0.99910143;-0.998991769;0.000109660999999983;-0.000109759626707754
"Uppsala";"3";"30";4.409552979;6.089699194;0.35885657245366;4.05069640654634;2.03900278745366;0.503370922629112;0.05028481;0.069063769;0.018778959;0.373451923155323;0.001122925;0.001537247;0.000414322;0.368966760914576;61.37523936;25.50386791;-35.87137145;-0.584459984580987;-0.998907021;-0.998963765;-5.67439999999975e-05;5.68060878611018e-05
"Uppsala";"3";"35";3.969371734;5.567962451;0.33440890610636;3.63496282789364;1.93299962310636;0.53177974978811;0.047011748;0.032523185;-0.014488563;-0.308190263420964;0.001368982;0.000948499;-0.000420483;-0.307150130534952;80.94623074;33.18910532;-47.75712542;-0.589985784185508;-0.998887088;-0.99884518;4.19080000000349e-05;-4.19546918800846e-05
"Uppsala";"8";"25";9.648900505;13.47243;0.6498499340477;8.9990505709523;4.4733794290477;0.497094598344313;0.095606044;0.094713143;-0.000892901000000001;-0.00933937816734684;0.001584805;0.001570499;-1.4306e-05;-0.009026978082477;59.01314546;45.870062;-13.14308346;-0.222714504667584;-0.999108343;-0.999080431;2.79119999999633e-05;-2.79369101414493e-05
"Uppsala";"8";"30";8.614063712;12.16927888;0.59237509856448;8.02168861343552;4.14759026656448;0.517047029177583;0.090678191;0.085929884;-0.00474830700000001;-0.0523643772293605;0.001988676;0.001863762;-0.000124914;-0.062812645197106;71.56157562;46.37676506;-25.18481056;-0.351932029749235;-0.999084492;-0.999082852;1.64000000002495e-06;-1.6415028089786e-06
"Uppsala";"8";"35";9.73929632;14.0426131;0.6548705176128;9.0844258023872;4.9581872976128;0.545789839167368;0.103955353;0.098505804;-0.005449549;-0.0524220142853057;0.002912421;0.002818985;-9.34360000000001e-05;-0.0320819002472514;92.24177794;61.33770006;-30.90407788;-0.335033415120229;-0.999063966;-0.998976432;8.75340000000557e-05;-8.76160115658257e-05
"Ystad";"1";"25";10.74261485;15.08274389;0.710594828769;10.032020021231;5.050723868769;0.503460305908484;0.064341623;0.066140651;0.00179902799999999;0.0279605629469433;0.000869966;0.000887008;1.7042e-05;0.0195892713048556;109.5274851;55.62920985;-53.89827525;-0.49209817244311;-0.998957764;-0.998871775;8.59890000000085e-05;-8.60787143349221e-05
"Ystad";"1";"30";5.899820132;7.873889114;0.44162601013128;5.45819412186872;2.41569499213128;0.442581362662165;0.074092107;0.057453891;-0.016638216;-0.22456124779931;0.001320188;0.001027092;-0.000293096;-0.22201080452178;73.25948329;32.28221318;-40.97727011;-0.559344241451856;-0.999128789;-0.999123813;4.97600000004539e-06;-4.98033892610154e-06
"Ystad";"1";"35";5.872688632;7.745527814;0.44011912662128;5.43256950537872;2.31295830862128;0.425757702010301;0.082205666;0.062417883;-0.019787783;-0.240710695051117;0.00270076;0.001830324;-0.000870436;-0.322292984197041;52.87440708;37.76075745;-15.11364963;-0.28584055055469;-0.999231932;-0.999060464;0.000171468000000008;-0.000171599800315437
"Ystad";"2";"25";9.098986639;11.90744719;0.61930771793006;8.47967892106994;3.42776826893006;0.404233261758637;0.091539722;0.056704536;-0.034835186;-0.380547212061667;0.001251534;0.000782699;-0.000468835;-0.374608280717903;77.03139631;45.14287227;-31.88852404;-0.413967882805473;-0.998829583;-0.998856795;-2.72119999999987e-05;2.7243886708148e-05
"Ystad";"2";"30";5.066194521;6.978576833;0.39532644369634;4.67086807730366;2.30770875569634;0.494064211941628;0.063733696;0.051292314;-0.012441382;-0.195208857807336;0.001257818;0.001030796;-0.000227022;-0.180488751154777;68.08581154;33.11597625;-34.96983529;-0.513614136323475;-0.998712068;-0.998640768;7.12999999999964e-05;-7.13919479743348e-05
"Ystad";"2";"35";3.437245959;5.628721236;0.30485464056286;3.13239131843714;2.49632991756286;0.796940632183965;0.041779981;0.040826469;-0.000953512000000004;-0.0228222219631934;0.001300849;0.001301178;3.29000000000084e-07;0.00025291175224802;58.33383036;23.22752236;-35.106308;-0.601817295098672;-0.99893434;-0.998987094;-5.27539999999327e-05;5.28102778005736e-05
"Ystad";"4";"25";6.628032367;9.468418898;0.48207091766318;6.14596144933682;3.32245744866318;0.54059197670719;0.066983719;0.052936636;-0.014047083;-0.209708914490102;0.000921785;0.000738155;-0.00018363;-0.199211312833253;63.9499818;38.603067;-25.3469148;-0.396355309048735;-0.9989958;-0.998944501;5.12990000000046e-05;-5.13505662386215e-05
"Ystad";"4";"30";7.5966794;10.37868504;0.535869573876;7.060809826124;3.317875213876;0.469900095821917;0.067248512;0.059395491;-0.00785302099999999;-0.116776130303076;0.001191438;0.001039701;-0.000151737;-0.127356186389892;86.44624831;42.40146245;-44.04478586;-0.509504885649328;-0.9989125;-0.998897895;1.46049999999454e-05;-1.46209002289443e-05
"Ystad";"4";"35";5.984118157;8.818602381;0.44630792243978;5.53781023456022;3.28079214643978;0.592434916957807;0.071497951;0.059477914;-0.012020037;-0.168117223387283;0.002254763;0.001795826;-0.000458937;-0.203541126051829;78.813377;45.32615728;-33.48721972;-0.424892587967649;-0.999024727;-0.998978044;4.66829999999918e-05;-4.67285731156801e-05
"Ystad";"5";"25";9.129632163;12.40468797;0.62100977033302;8.50862239266698;3.89606557733302;0.457896166680376;0.057634692;0.052012225;-0.005622467;-0.0975535186342281;0.00080037;0.000728353;-7.2017e-05;-0.0899796344190811;86.83024861;52.00590301;-34.8243456;-0.401062373510115;-0.999155778;-0.999131277;2.45009999999546e-05;-2.45217017600579e-05
"Ystad";"5";"30";8.531221051;12.70412777;0.58777401717254;7.94344703382746;4.76068073617254;0.59932176999469;0.066847616;0.06405897;-0.00278864599999999;-0.0417164615115069;0.001337427;0.001271937;-6.54900000000001e-05;-0.0489671585813656;88.40165321;56.32272485;-32.07892836;-0.362877018643484;-0.99915462;-0.99911662;3.79999999999825e-05;-3.80321516203193e-05
