"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"Rp.ETR";"JO1.percent";"JC1.percent";"Rp.ETR.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Betula pendula";"4";"25";21.53496978;21.4209041;-0.11406568;-0.0693958487267997;-0.183461528726799;-0.00851923780720528;0.242328464;0.198235474;-0.04409299;-0.181955471809535;0.003125192;0.002586148;-0.000539044;-0.172483482614828;191.1167359;97.36311652;-93.75361938;-0.490556826112056;288.47985242;-2.45762846535346;290.937480885354;134.893315533333;16.8616644416667;153.586536886667;-0.00851923780720528;1.00851923780721;0.0584500591643317;0.532399526685347;-0.999273609;-0.998978434;0.000295174999999981;-0.000295389568323905
"Betula pendula";"4";"30";16.27244868;24.7043991;8.43195042;5.4994023834282;13.9313528034282;0.856131309883977;0.208617872;0.661106997;0.452489125;2.16898543093182;0.003625881;0.008696744;0.005070863;1.39851887031042;153.6647036;99.10908949;-54.55561411;-0.355030223804759;252.77379309;216.407558582483;36.3662345075169;125.12266558;15.6403331975;127.65112751;0.856131309883977;0.143868690116023;0.0618748209864116;0.505001432108707;-0.999085547;-0.99902161;6.39369999999584e-05;-6.39955208960283e-05
"Betula pendula";"4";"35";17.13041824;23.73136879;6.60095055;4.59449261606925;11.1954431660692;0.653541729642513;0.151651179;0.137735183;-0.013915996;-0.0917631903145309;0.003786372;0.003532429;-0.000253943;-0.0670676309670576;202.8536743;108.3673698;-94.4863045;-0.465785521637948;311.2210441;203.395939462263;107.825104637737;161.79958076;20.224947595;149.42146334;0.653541729642513;0.346458270357487;0.0649857970031789;0.480113623974568;-0.999193466;-0.998997297;0.000196169000000079;-0.000196327344678692
"Betula pendula";"4c";"30";11.83990266;15.97358035;4.13367769;2.6960259261949;6.8297036161949;0.576837818039536;0.143607712;0.129988975;-0.013618737;-0.0948329084165062;0.002478221;0.002272383;-0.000205838;-0.0830587748227458;97.2305542;46.43281263;-50.79774157;-0.522446282323052;143.66336683;82.8704630544307;60.7929037755693;64.2025041266667;8.02531301583333;79.4608627033333;0.576837818039536;0.423162181960464;0.0558619305179577;0.553104555856338;-0.999292176;-0.999337245;-4.50690000000087e-05;4.51009235160955e-05
"Betula pendula";"4c";"35";15.46996421;24.91297209;9.44300788;6.5726639897558;16.0156718697558;1.03527530202061;0.202074767;0.204564725;0.00248995800000001;0.012321963978808;0.005623142;0.005445138;-0.000178004;-0.0316556117558475;131.4383922;99.55117459;-31.88721761;-0.24260200597615;230.98956679;239.137793522127;-8.14822673212743;112.739806633333;14.0924758291667;118.249760156667;1.03527530202061;-0.0352753020206113;0.0610091443739474;0.511926845008421;-0.999174285;-0.999076417;9.7868000000001e-05;-9.79488778576812e-05
"Betula pendula";"6";"25";12.55647768;18.0812622;5.52478452;3.3611960302002;8.8859805502002;0.707680989578297;0.105641764;0.150544563;0.044902799;0.42504779643778;0.001422685;0.001995294;0.000572609;0.402484738364431;104.6909798;76.97771412;-27.71326568;-0.264714932775899;181.66869392;128.563481088702;53.1052128312976;87.6285221333333;10.9535652666667;94.0401717866667;0.707680989578297;0.292319010421703;0.0602941818445076;0.517646545243939;-0.999104026;-0.99902072;8.33060000000607e-05;-8.33807069455856e-05
"Betula pendula";"6";"30";13.49763365;18.14177174;4.64413809;3.0289533036789;7.6730913936789;0.568476785831189;0.115709896;0.137152229;0.021442333;0.185311142272567;0.002013783;0.00239893;0.000385147;0.191255462976895;145.9208689;78.8650131;-67.0558558;-0.459535749104904;224.785882;127.785555699589;97.000326300411;113.863564933333;14.2329456166667;110.922317066667;0.568476785831189;0.431523214168811;0.0633177915357988;0.49345766771361;-0.999149544;-0.999022973;0.00012657100000002;-0.000126678734690009
"Betula pendula";"7";"25";17.26105365;19.06875977;1.80770612;1.0997812878162;2.9074874078162;0.168442058449671;0.703727388;0.191646841;-0.512080547;-0.727668918010052;0.008986075;0.002524611;-0.006461464;-0.719052979192807;174.469869;88.35443441;-86.11543459;-0.493583419782358;262.82430341;44.2706666769812;218.553636733019;129.186725873333;16.1483407341667;133.637577536667;0.168442058449671;0.83155794155033;0.0614415810282796;0.508467351773763;-0.999097978;-0.998933351;0.000164626999999973;-0.000164775631244419
"Betula pendula";"7";"30";13.99778438;21.8312932;7.83350882;5.1090927874922;12.9426016074922;0.924617872095855;0.207983878;0.204945245;-0.00303863300000001;-0.0146099449112109;0.003994977;0.003889986;-0.000104991;-0.0262807520543924;101.0715093;89.53379663;-11.53771267;-0.114153956440423;190.60530593;176.237072379176;14.3682335508239;89.74277894;11.2178473675;100.86252699;0.924617872095855;0.0753821279041448;0.0588538042672315;0.529169565862148;-0.999203964;-0.999153021;5.094299999997e-05;-5.0983584768855e-05
"Betula pendula";"7";"35";16.44847315;23.76678089;7.31830774;5.0937983278109;12.4121060678109;0.754605363952027;0.20698331;0.194493612;-0.012489698;-0.0603415705353248;0.005567036;0.005342086;-0.00022495;-0.0404074987120615;152.2777365;98.70405628;-53.57368022;-0.351815580211228;250.98179278;189.392207086084;61.5895856939159;123.45860012;15.432325015;127.52319266;0.754605363952027;0.245394636047973;0.0614878268421938;0.50809738526245;-0.999087151;-0.999087284;-1.33000000013261e-07;1.33121519859544e-07
"Corylus avellana";"1";"25";11.70895651;14.5230801;2.81412359;1.71207058030215;4.52619417030215;0.386558286935011;0.2543567;0.231184181;-0.023172519;-0.0911024517930921;0.003192318;0.002924852;-0.000267466;-0.0837842595881739;60.89153905;46.6919863;-14.19955275;-0.233194183814935;107.58352535;41.5873032617254;65.9962220882746;40.4984662066667;5.06230827583333;67.0850591433333;0.386558286935011;0.613441713064989;0.0470546792305253;0.623562566155798;-0.999319089;-0.999002125;0.000316964000000031;-0.00031717997133149
"Corylus avellana";"1";"30";7.762559501;12.03806899;4.275509489;2.78853004382069;7.06403953282069;0.910014220426996;0.115413526;0.108386561;-0.007026965;-0.0608851080418425;0.001994781;0.001866866;-0.000127915;-0.0641248337536803;47.03058206;42.95053979;-4.08004227;-0.0867529613984964;89.98112185;81.8841004534743;8.09702139652569;39.2872558973333;4.91090698716667;50.6938659526667;0.910014220426996;0.0899857795730037;0.0545770811276751;0.563383350978599;-0.999081699;-0.999038879;4.2819999999999e-05;-4.28593577911179e-05
"Corylus avellana";"1";"35";4.808796951;8.364961175;3.556164224;2.47521476565184;6.03137898965184;1.25423864869104;0.067035708;0.071745982;0.004710274;0.0702651488367961;0.002082468;0.002140747;5.82790000000001e-05;0.0279855440755873;49.2638639;28.24722051;-21.01664339;-0.426613783942351;77.51108441;97.2173977689756;-19.7063133589756;38.8505977373333;4.85632471716667;38.6604866726667;1.25423864869104;-0.254238648691041;0.0626532934499899;0.498773652400081;-0.998864427;-0.998921401;-5.69740000000429e-05;5.70387716891263e-05
"Corylus avellana";"2";"25";9.318910152;10.00920842;0.690298267999999;0.41996711177718;1.11026537977718;0.119141118614487;0.185126216;0.187577333;0.002451117;0.0132402479398164;0.002409958;0.002446343;3.63850000000003e-05;0.0150977734881688;55.56823107;42.59313313;-12.97509794;-0.233498488077749;98.1613642;11.6950547355121;86.4663094644879;40.5904823946667;5.07381029933333;57.5708818053333;0.119141118614487;0.880858881385513;0.0516884656268187;0.58649227498545;-0.999193355;-0.998976543;0.0002168119999999;-0.000216987031503927
"Corylus avellana";"2";"30";6.161667065;8.901236392;2.739569327;1.78677451076267;4.52634383776267;0.734597275382433;0.073367781;0.068799811;-0.00456797;-0.0622612533422539;0.00137872;0.001311008;-6.77119999999999e-05;-0.0491122200301729;48.52840077;19.43626648;-29.09213429;-0.599486771218404;67.96466725;49.9266593841236;18.0380078658764;28.8786659933333;3.60983324916667;39.0860012566667;0.734597275382433;0.265402724617567;0.0531133807495639;0.575092954003489;-0.999027432;-0.999114716;-8.72840000000208e-05;8.73689722666402e-05
"Corylus avellana";"2";"35";8.033623606;13.10046004;5.066836434;3.52669549733919;8.59353193133919;1.06969561343663;0.119218113;0.12351801;0.004299897;0.0360674807862459;0.003580359;0.003869875;0.000289516;0.0808622822459983;56.17706008;48.83459519;-7.34246489;-0.130702191954222;105.01165527;112.330507002039;-7.31885173203889;48.5847738973333;6.07309673716667;56.4268813726667;1.06969561343663;-0.0696956134366331;0.0578325969774676;0.537339224180259;-0.999088664;-0.998984672;0.000103991999999997;-0.000104086858100911
"Corylus avellana";"3";"25";10.11032029;12.68472799;2.5744077;1.5662310285645;4.1406387285645;0.409545752240902;0.29503593;0.281603854;-0.013432076;-0.0455269159929098;0.003719445;0.003518047;-0.000201398;-0.0541473257434914;53.30210108;47.77551196;-5.52658912;-0.103684263997497;101.07761304;41.3959070671816;59.6817059728184;40.4242212533333;5.05302765666667;60.6533917866667;0.409545752240902;0.590454247759098;0.0499915609865758;0.600067512107394;-0.999321457;-0.999073278;0.00024817899999996;-0.000248347514467469
"Corylus avellana";"3";"35";6.43287638;11.56981335;5.13693697;3.57548792391395;8.71242489391395;1.35435913567392;0.112307663;0.137230673;0.02492301;0.221917270240055;0.003447937;0.004050001;0.000602064;0.174615719486754;57.08728281;38.66501758;-18.42226523;-0.322703487067578;95.75230039;129.68300279499;-33.9307024049896;46.6805299133333;5.83506623916667;49.0717704766667;1.35435913567392;-0.354359135673916;0.0609391755122372;0.512486595902103;-0.999015592;-0.999070465;-5.48729999999553e-05;5.49270706477175e-05
"Corylus avellana";"4";"25";6.041303982;11.46141976;5.420115778;3.29751713759853;8.71763291559853;1.4430051759641;0.115566106;0.17303524;0.057469134;0.497283641278006;0.001530484;0.002250233;0.000719749;0.470275416142867;30.47376854;34.17224436;3.69847582;0.121365882763905;64.6460129;93.284531220142;-28.638518320142;26.9871979813333;3.37339974766667;37.6588149186667;1.4430051759641;-0.4430051759641;0.052182641996575;0.5825388640274;-0.999208194;-0.999016781;0.000191413000000029;-0.000191564682064676
"Corylus avellana";"4";"30";4.91754935;6.167075423;1.249526073;0.81495340007133;2.06447947307133;0.419818760552211;0.08207991;0.056199558;-0.025880352;-0.315306778479655;0.001431822;0.000976226;-0.000455596;-0.318193183230876;29.69871841;17.94920941;-11.749509;-0.395623435253818;47.64792782;20.0034940002736;27.6444338197264;18.65182028;2.331477535;28.99610754;0.419818760552211;0.580181239447789;0.0489313521420626;0.608549182863499;-0.999083572;-0.999094864;-1.12920000000516e-05;1.1302357797203e-05
"Corylus avellana";"4";"35";5.43129078;8.267178546;2.835887766;1.97387714120781;4.80976490720781;0.885565715781435;0.078242895;0.069718946;-0.008523949;-0.108942147398815;0.002577525;0.002204385;-0.00037314;-0.144766782087468;44.74286032;29.54367604;-15.19918428;-0.339700773962499;74.28653636;65.785609744567;8.50092661543299;35.0409154933333;4.38011443666667;39.2456208666667;0.885565715781435;0.114434284218565;0.0589624264542392;0.528300588366086;-0.99913158;-0.999064744;6.68360000000146e-05;-6.68940921675347e-05
"Corylus avellana";"5";"25";11.17966464;12.13309572;0.95343108;0.5800531676058;1.5334842476058;0.137167285154432;0.25557746;0.29897893;0.04340147;0.169817283574224;0.003289791;0.003766426;0.000476635;0.144883064000114;60.16048631;43.68253801;-16.4779483;-0.27389985205723;103.84302432;14.2438657282;89.5991585918;39.41624384;4.92703048;64.42678048;0.137167285154432;0.862832714845568;0.0474469085647678;0.620424731481858;-0.999232449;-0.998989931;0.000242517999999969;-0.000242704287918866
"Corylus avellana";"5";"30";8.873839489;15.35082823;6.476988741;4.22435682676761;10.7013455677676;1.20594310738131;0.192710744;0.159719153;-0.032991591;-0.171197465772848;0.003145993;0.002776194;-0.000369799;-0.117546033954939;47.14009801;48.43916856;1.29907055;0.0275576548382318;95.57926657;115.263157728652;-19.6838911586521;40.055939076;5.0069923845;55.523327494;1.20594310738131;-0.205943107381307;0.0523857585874338;0.58091393130053;-0.999204333;-0.999055137;0.000149195999999963;-0.000149314804862803
"Corylus avellana";"5";"35";6.180837068;9.978031627;3.797194559;2.64298031487357;6.44017487387357;1.04195836308584;0.109004435;0.11118576;0.002181325;0.0200113417403613;0.002999378;0.003042613;4.3235e-05;0.0144146553051999;47.8708383;32.80114414;-15.06969416;-0.314799044578252;80.67198244;84.0568467700721;-3.38486433007206;37.2990894453333;4.66238618066667;43.3728929946667;1.04195836308584;-0.0419583630858404;0.0577943672592195;0.537645061926244;-0.99910345;-0.999139773;-3.63230000000048e-05;3.63555946083509e-05
"Corylus avellana";"6";"25";4.865942927;6.25360645;1.387663523;0.844233672440355;2.23189719544036;0.458677224316806;0.119643376;0.143269549;0.023626173;0.19747163436779;0.001595073;0.001879452;0.000284379;0.178285884094333;15.77870766;17.76569681;1.98698915;0.12592851029474;33.54440447;15.3860543336599;18.1583501363401;9.387088508;1.1733860635;24.157315962;0.458677224316806;0.541322775683194;0.0349800833265471;0.720159333387623;-0.99935698;-0.999053313;0.000303666999999952;-0.000303862389593708
"Corylus avellana";"6";"30";5.86356877;8.668994545;2.805425775;1.82972674471275;4.63515251971275;0.790500239960987;0.148600189;0.131271178;-0.017329011;-0.11661499972924;0.00274043;0.002489038;-0.000251392;-0.0917345088179592;21.6259947;24.46755732;2.84156262;0.13139569575498;46.09355202;36.4369639324643;9.65658808753575;15.0928512933333;1.88660641166667;31.0007007266667;0.790500239960987;0.209499760039013;0.0409299420198311;0.672560463841351;-0.999298643;-0.999167919;0.000130724000000026;-0.000130815748540976
"Corylus avellana";"6";"35";4.008487842;6.626132915;2.617645073;1.82197258838556;4.43961766138556;1.1075542290208;0.103228854;0.108505211;0.00527635700000001;0.0511131994161246;0.003604631;0.003479851;-0.00012478;-0.0346165807262935;28.84941556;10.71135091;-18.13806465;-0.628715150651045;39.56076647;43.8156942071527;-4.25492773715271;15.6845434013333;1.96056792516667;23.8762230686667;1.1075542290208;-0.107554229020799;0.0495583908024992;0.603532873580006;-0.999264217;-0.999331493;-6.7276000000005e-05;6.73255369855849e-05
"Corylus avellana";"7";"25";4.546156294;6.907196001;2.361039707;1.43642114214319;3.79746084914319;0.835312427369703;0.104096292;0.185358997;0.081262705;0.780649372217792;0.001405371;0.0024077;0.001002329;0.713213094620566;14.06328389;24.30494512;10.24166123;0.728255314342517;38.36822901;32.0494585082198;6.31877050178024;13.4557358893333;1.68196698616667;24.9124931206667;0.835312427369703;0.164687572630297;0.0438374934044595;0.649300052764324;-0.999306162;-0.998988475;0.000317687000000011;-0.000317907576356975
"Scandosorbus intermedia";"6";"30";10.64853411;16.35098644;5.70245233;3.7191964341493;9.4216487641493;0.884783639402673;0.170973452;0.157026603;-0.013946849;-0.0815731848240393;0.00286755;0.002678639;-0.000188911;-0.0658788861571725;76.29815567;70.98484529;-5.31331038;-0.0696387787272447;147.28300096;130.313589611536;16.9694113484639;69.7925763466666;8.72407204333333;77.4904246133333;0.884783639402673;0.115216360597327;0.0592333941219915;0.526132847024068;-0.999127614;-0.999033766;9.38480000000075e-05;-9.39299431674075e-05
"Scandosorbus intermedia";"6a";"30";7.451540319;9.801529475;2.349989156;1.53268642743476;3.88267558343476;0.52105677715179;0.084942819;0.084789567;-0.000153252000000006;-0.00180417840853629;0.001489454;0.001484327;-5.12700000000017e-06;-0.00344220096760301;80.07550283;46.43371427;-33.64178856;-0.42012584836865;126.5092171;65.9184849421221;60.5907321578779;64.4687038826667;8.05858798533333;62.0405132173333;0.52105677715179;0.47894322284821;0.0636996115386863;0.490403107690509;-0.999269826;-0.999260648;9.17799999999858e-06;-9.18470643383419e-06
"Scandosorbus intermedia";"6b";"30";9.097805106;14.87299212;5.775187014;3.76663472240094;9.54182173640094;1.04880480788802;0.166844708;0.128441232;-0.038403476;-0.230174972046461;0.002829513;0.002271602;-0.000557911;-0.197175627042533;59.08720408;58.31611884;-0.771085239999998;-0.0130499530652356;117.40332292;123.133169540525;-5.72984662052532;54.0080683306667;6.75100854133333;63.3952545893333;1.04880480788802;-0.0488048078880161;0.0575027041264714;0.539978366988229;-0.999280896;-0.999190051;9.08450000000061e-05;-9.09103740136007e-05
"Scandosorbus intermedia";"6c";"30";6.967468608;8.794519205;1.827050597;1.19162066986937;3.01867126686937;0.43325222354118;0.105991958;0.111919697;0.005927739;0.0559263090507301;0.001915823;0.002043018;0.000127195;0.0663918326484232;49.6909867;29.2499506;-20.4410361;-0.41136305510311;78.9409373;34.2013366136499;44.7396006863501;34.0473752453333;4.25592190566667;44.8935620546667;0.43325222354118;0.56674777645882;0.0539127359166366;0.568698112666907;-0.999340398;-0.999343067;-2.66900000001069e-06;2.67076163972978e-06
"Scandosorbus intermedia";"6c";"35";9.243788481;12.99069463;3.746906149;2.60797782141922;6.35488397041922;0.687476134215021;0.127450997;0.097167992;-0.030283005;-0.237605085192076;0.003447346;0.002709763;-0.000737583;-0.213956765581407;77.25233699;53.20219236;-24.05014463;-0.311319314949827;130.45452935;89.6843755283779;40.7701538216221;62.3195836173333;7.78994795216667;68.1349457326667;0.687476134215021;0.31252386578498;0.0597138941129963;0.52228884709603;-0.999026198;-0.999058666;-3.24680000000077e-05;3.2499648222446e-05
"Scandosorbus intermedia";"6d";"30";12.05675448;20.22086021;8.16410573;5.3247113981633;13.4888171281633;1.11877679441336;0.233442768;0.235512369;0.002069601;0.00886556057285957;0.003807043;0.003820818;1.37750000000002e-05;0.00361829377813704;68.50981982;79.13027065;10.62045083;0.155020854789923;147.64009047;165.176307142925;-17.5362166729249;66.2753817;8.2844227125;81.36470877;1.11877679441336;-0.118776794413359;0.0561122841778762;0.55110172657699;-0.99930323;-0.999222262;8.09680000000146e-05;-8.10244554098105e-05
"Scandosorbus intermedia";"6d";"35";13.79706124;22.03395621;8.23689497;5.73316719044395;13.9700621604439;1.01253896880173;0.222168057;0.202385364;-0.019782693;-0.0890438223529136;0.00603379;0.005557487;-0.000476303;-0.0789392736571873;106.1342283;88.56926381;-17.56496449;-0.165497641725445;194.70349211;197.144873123156;-2.44138101315559;93.0101647666667;11.6262705958333;101.693327343333;1.01253896880173;-0.0125389688017322;0.0597126968285958;0.522298425371233;-0.999141441;-0.999069013;7.24280000000688e-05;-7.24902371455822e-05
"Scandosorbus intermedia";"6e";"35";7.277198738;10.23253768;2.955338942;2.05701934049497;5.01235828249497;0.68877578625433;0.088728485;0.07501455;-0.013713935;-0.154560680259558;0.002532099;0.002191841;-0.000340258;-0.134377842256563;70.35506696;42.65477842;-27.70028854;-0.393721301633454;113.00984538;77.8384451060898;35.1714002739102;55.9340336186667;6.99175420233333;57.0758117613333;0.68877578625433;0.31122421374567;0.0618685405578893;0.505051675536885;-0.999233129;-0.999243109;-9.97999999996502e-06;9.98765924619881e-06
"Scandosorbus intermedia";"6f";"35";6.867866678;9.763101508;2.89523483;2.01518477489905;4.91041960489905;0.714984701236078;0.081141014;0.074988292;-0.006152722;-0.0758275217019102;0.002364224;0.002065915;-0.000298309;-0.126176284480658;62.24550879;48.28743056;-13.95807823;-0.224242334930395;110.53293935;79.0293606179053;31.5035787320947;55.374315092;6.9217893865;55.158624258;0.714984701236078;0.285015298763922;0.0626219607223356;0.499024314221315;-0.999190896;-0.99914194;4.89559999999889e-05;-4.89956425703752e-05
"Scandosorbus intermedia";"6g";"35";12.81417979;20.21982313;7.40564334;5.1545869621569;12.5602303021569;0.980182150398633;0.197189321;0.196188251;-0.00100106999999999;-0.00507669479728059;0.005027805;0.005298843;0.000271038;0.0539078186206506;108.3007572;80.74863291;-27.55212429;-0.254403801065945;189.04939011;185.30283772957;3.74655238043019;91.8617806333333;11.4827225791667;97.1876094766667;0.980182150398633;0.0198178496013673;0.0607392733321453;0.514085813342837;-0.999196753;-0.999201134;-4.38099999999775e-06;4.38452185402343e-06
"Tilia cordata";"1";"25";8.44874745;9.09388351;0.645136059999999;0.392491101863099;1.0376271618631;0.122814318690885;0.071682187;0.078481976;0.006799789;0.0948602335472828;0.000947652;0.001055341;0.000107689;0.113637706668693;54.63390518;38.96781233;-15.66609285;-0.286746715219891;93.60171751;11.4956311642873;82.1060863457127;39.8711518066667;4.98389397583333;53.7305657033333;0.122814318690885;0.877185681309115;0.0532457534799068;0.574033972160746;-0.999196015;-0.999114758;8.12569999999457e-05;-8.13223819752181e-05
"Tilia cordata";"10";"25";4.49278627;7.718366837;3.225580567;1.96239483325429;5.18797540025429;1.15473452073524;0.054509622;0.054036547;-0.000473075000000003;-0.00867874299330132;0.000734815;0.00071025;-2.45649999999999e-05;-0.0334301831073126;24.59692079;26.64973199;2.0528112;0.0834580562959971;51.24665278;59.1762790371983;-7.9296262571983;22.1836718;2.772958975;29.06298098;1.15473452073524;-0.154734520735235;0.0541100505998745;0.567119595201004;-0.999267243;-0.999299033;-3.1789999999976e-05;3.1813311426617e-05
"Tilia cordata";"11";"25";11.65369744;15.34772346;3.69402602;2.2473900201777;5.9414160401777;0.509830984609611;0.179027463;0.174063743;-0.00496372;-0.0277260254757674;0.002241911;0.002181112;-6.07990000000003e-05;-0.0271192745831571;68.62065582;56.36657233;-12.25408349;-0.17857718413744;124.98722815;63.7223615913405;61.2648665586595;52.24829226;6.5310365325;72.73893589;0.509830984609611;0.490169015390389;0.0522536312643237;0.58197094988541;-0.999224989;-0.999096395;0.000128593999999982;-0.000128693739063387
"Tilia cordata";"12";"25";7.567063234;12.70038674;5.133323506;3.12303702119781;8.25636052719781;1.09109178447204;0.085862105;0.116596383;0.030734278;0.357949272266269;0.001137092;0.001543384;0.000406292;0.35730793990284;43.16766809;49.26569469;6.0980266;0.141263748305474;92.43336278;100.853282740381;-8.41991996038146;41.4434065626667;5.18042582033333;50.9899562173333;1.09109178447204;-0.091091784472038;0.0560449783987977;0.551640172809618;-0.999332943;-0.999073452;0.000259491000000001;-0.000259664210829484
"Tilia cordata";"13";"25";8.847325561;13.30850029;4.461174729;2.71411178750266;7.17528651650266;0.811011922985193;0.10796229;0.130607054;0.022644764;0.209746977393681;0.00140864;0.001697392;0.000288752;0.204986369831895;57.9849187;52.6801411;-5.3047776;-0.0914854710316254;110.6650598;89.7506829556694;20.9143768443306;50.1838383706667;6.27297979633333;60.4812214293333;0.811011922985193;0.188988077014807;0.0566843754268078;0.546524996585538;-0.999142066;-0.998994248;0.000147817999999966;-0.000147944926982952
"Tilia cordata";"13";"30";10.09475559;14.08393627;3.98918068;2.6017835313028;6.5909642113028;0.652909736401335;0.13953473;0.123428504;-0.016106226;-0.115428080163268;0.003212477;0.002733493;-0.000478984;-0.149101145315593;47.82629415;51.30993762;3.48364347;0.0728395024518118;99.13623177;64.7270109527723;34.4092208172277;39.17147294;4.8964341175;59.96475883;0.652909736401335;0.347090263598665;0.0493909646360164;0.604872282911868;-0.999348726;-0.999174544;0.000174181999999967;-0.000174295514136641
"Tilia cordata";"13";"35";9.58435471;14.57739551;4.9930408;3.475331153228;8.468371953228;0.883562035156355;0.151269715;0.157637597;0.00636788199999999;0.0420962120540783;0.004846464;0.00500965;0.000163186;0.033671146633917;75.51270229;56.46320541;-19.04949688;-0.252268774686967;131.9759077;116.608901599019;15.3670061009807;62.42565924;7.803207405;69.55024846;0.883562035156355;0.116437964843645;0.0591259991387049;0.526992006890361;-0.999144615;-0.999140202;4.4129999999809e-06;-4.4167780456695e-06
"Tilia cordata";"14";"25";8.663941791;13.5296494;4.865707609;2.96022352370147;7.82593113270147;0.90327605165018;0.084763709;0.109260878;0.024497169;0.289005392626224;0.001113708;0.001427931;0.000314223;0.282141279401782;66.46454539;62.58643483;-3.87811056;-0.0583485606836556;129.05098022;116.568659874707;12.4823203452929;62.9301420373333;7.86626775466667;66.1208381826667;0.90327605165018;0.0967239483498202;0.0609547307680781;0.512362153855376;-0.999188687;-0.999080043;0.000108643999999991;-0.000108732215860237
"Tilia cordata";"15";"25";9.190578496;13.93437006;4.743791564;2.88605163066414;7.62984319466414;0.83018095084927;0.115335123;0.118242287;0.002907164;0.0252062331437406;0.001511673;0.001552661;4.0988e-05;0.0271143296202287;56.44151559;52.19721649;-4.2442991;-0.0751981773634722;108.63873208;90.1898058972335;18.4489261827665;47.917612064;5.989701508;60.721120016;0.83018095084927;0.16981904915073;0.0551341256780249;0.5589269945758;-0.999298692;-0.999166959;0.000131733000000023;-0.000131825450242882
"Tilia cordata";"17";"25";10.48080031;14.47223229;3.99143198;2.4283273451523;6.4197593251523;0.612525678886091;0.127468854;0.135072163;0.007603309;0.059648367121901;0.001699378;0.001800634;0.000101256;0.0595841537315417;72.24649797;50.32095959;-21.92553838;-0.303482369333728;122.56745756;75.0757151512811;47.4917424087188;53.7628375466667;6.72035469333333;68.8046200133333;0.612525678886091;0.387474321113909;0.0548298449451278;0.561361240438977;-0.999144884;-0.999041185;0.000103698999999957;-0.00010378775056607
"Tilia cordata";"17";"30";9.732323237;13.39026945;3.657946213;2.38574909958073;6.04369531258073;0.620992045311856;0.099628687;0.089653895;-0.009974792;-0.100119677377661;0.001776703;0.001522525;-0.000254178;-0.143061614687429;70.89170452;49.65210199;-21.23960253;-0.299606317464237;120.54380651;74.8567449543215;45.6870615556785;54.409675708;6.8012094635;66.134130802;0.620992045311856;0.379007954688144;0.0564210610267711;0.548631511785831;-0.999090402;-0.999095147;-4.7450000000282e-06;4.74931997197607e-06
"Tilia cordata";"17";"35";9.1981553;12.98181944;3.78366414;2.6335626696849;6.4172268096849;0.697664542550711;0.116358084;0.102282015;-0.014076069;-0.120971990222871;0.003607268;0.003094922;-0.000512346;-0.142031587339782;80.7212665;57.64612143;-23.07514507;-0.285862029555743;138.36738793;96.5340204041203;41.8333675258797;67.7165111533333;8.46456389416667;70.6508767766667;0.697664542550711;0.302335457449289;0.0611745586933309;0.510603530453353;-0.999174434;-0.99904489;0.000129543999999981;-0.000129651035486744
"Tilia cordata";"18";"25";8.792779354;9.574101469;0.781322115;0.475344654934275;1.25666676993428;0.142920312149377;0.144271045;0.094769184;-0.049501861;-0.343117089087419;0.001967485;0.001292632;-0.000674853;-0.343002869145127;54.16073722;37.34678789;-16.81394933;-0.310445355677158;91.50752511;13.0782840527381;78.4292410572619;37.5576051293333;4.69470064116667;53.9499199806667;0.142920312149377;0.857079687850623;0.0513039844048151;0.589568124761479;-0.99935687;-0.999193778;0.000163091999999976;-0.00016319695685884
"Tilia cordata";"2";"25";6.715149976;10.5259284;3.810778424;2.31842043148524;6.12919885548524;0.912741916024369;0.03661251;0.095884084;0.059271574;1.61888857114686;0.000482374;0.001259873;0.000777499;1.61181780112527;47.84624352;40.10001318;-7.74623034;-0.161898401423343;87.9462567;80.272234847529;7.67402185247096;40.7237711973333;5.09047139966667;47.2224855026667;0.912741916024369;0.0872580839756305;0.0578816153259502;0.536947077392399;-0.999232595;-0.999081818;0.000150776999999991;-0.000150892795886018
"Tilia cordata";"20";"30";12.2993424;18.63748037;6.33813797;4.1337969654137;10.4719349354137;0.851422343963178;0.195928761;0.195383863;-0.000544898000000016;-0.00278110266822958;0.004164443;0.004362759;0.000198316;0.0476212545111074;78.94309467;61.85932361;-17.08377106;-0.216406148396057;140.80241828;119.882325007641;20.9200932723586;61.0700324533333;7.63375405666666;79.7323858266667;0.851422343963178;0.148577656036822;0.0542160720669312;0.566271423464551;-0.999029946;-0.999051001;-2.10550000000476e-05;2.10754443191111e-05
"Tilia cordata";"20";"35";13.47047107;18.16183013;4.69135906;3.2653501033271;7.9567091633271;0.590677870282312;0.190899616;0.167058714;-0.023840902;-0.124887113445006;0.006036247;0.005222488;-0.000813759;-0.134812077769515;94.57770509;72.07724545;-22.50045964;-0.237904478847193;166.65495054;98.4393912569712;68.2155592830288;75.1820441733333;9.39775552166667;91.4729063666667;0.590677870282312;0.409322129717688;0.0563904971992479;0.548876022406017;-0.999206999;-0.998924358;0.000282640999999972;-0.000282865312475631
