"sp";"treeid";"setTleaf";"anet.21p";"anet.0p";"anet.delta";"pr.CO2";"pr.real";"pr.percent";"gsw.21p";"gsw.0p";"gsw.delta";"gsw.percent";"E.21p";"E.0p";"E.delta";"E.percent";"ETR.21p";"ETR.0p";"ETR.delta";"ETR.percent";"JT";"JO1";"JC1";"JO2";"JC2";"Rp.ETR";"JO1.percent";"JC1.percent";"Rp.ETR.percent";"JC2.percent";"NPQ.21p";"NPQ.0p";"NPQ.delta";"NPQ.percent"
"Fagus sylvatica";"6";"25";9.036363498;11.87591981;2.839556312;1.72754346687612;4.56709977887612;0.505413464153688;0.135956068;0.169413735;0.033457667;0.246091752226903;0.001813141;0.002238076;0.000424935;0.234364012506473;297.5791406;46.1725795;-251.4065611;-0.844839327760328;343.7517201;173.73674766453;170.01497243547;205.070844072;25.633855509;138.680876028;0.505413464153688;0.494586535846312;0.0745708428791074;0.403433256967141;-0.999476007;-0.999130712;0.000345295000000023;-0.000345476027019849
"Fagus sylvatica";"6";"35";13.31004005;20.28290316;6.97286311;4.85335677476885;11.8262198847689;0.888518730247461;0.220165347;0.208046729;-0.012118618;-0.0550432580109893;0.006577283;0.006127359;-0.000449924;-0.0684057535611589;64.33808473;71.54524756;7.20716283;0.112020164421205;135.88333229;120.734885868105;15.1484464218954;55.09544806;6.8869310075;80.78788423;0.888518730247461;0.111481269752539;0.0506826767598106;0.594538585921515;-0.999436487;-0.999164443;0.000272044000000027;-0.000272197386766035
"Fagus sylvatica";"7";"25";10.15444349;11.05723168;0.902788189999999;0.549242792973149;1.45203098297315;0.142994639184619;0.129371605;0.161913735;0.03254213;0.251539972778416;0.001673031;0.002107384;0.000434353;0.259620413489051;44.92058567;35.05664576;-9.86393991;-0.219586182211947;79.97723143;11.4363153513176;68.5409160786824;26.2396383133333;3.27995478916667;53.7375931166667;0.142994639184619;0.857005360815381;0.0410111069178163;0.67191114465747;-0.999506734;-0.999041809;0.00046492500000006;-0.000465154444872465
"Fagus sylvatica";"7";"30";10.83156006;14.81690751;3.98534745;2.5992834603645;6.5846309103645;0.607911591117974;0.192479836;0.180572748;-0.011907088;-0.0618614824671816;0.00408488;0.003885554;-0.000199326;-0.0487960478643192;42.71963749;44.56182436;1.84218687000001;0.0431227177531933;87.28146185;53.0594123483363;34.2220495016637;29.3034810733333;3.66293513416667;57.9779807766667;0.607911591117974;0.392088408882026;0.041966931539961;0.664264547680312;-0.999420301;-0.999105958;0.000314342999999995;-0.000314525330019282
"Fagus sylvatica";"7";"35";8.669547615;14.54900179;5.879454175;4.09230588669612;9.97176006169612;1.15020535148144;0.203396366;0.18054417;-0.022852196;-0.112353020112464;0.005868231;0.005075751;-0.00079248;-0.135045808523898;62.18766309;44.69502378;-17.49263931;-0.281287934629158;106.88268687;122.937038418589;-16.0543515485887;48.13633094;6.0170413675;58.74635593;1.15020535148144;-0.150205351481436;0.0562957532571991;0.549633973942407;-0.999059922;-0.999105571;-4.56489999999254e-05;4.56919540006585e-05
"Fagus sylvatica";"8";"25";7.036040127;7.918180624;0.882140497;0.536681046267345;1.41882154326734;0.201650575843475;0.135935902;0.130275757;-0.00566014500000001;-0.0416383377512734;0.0017425;0.00171383;-2.867e-05;-0.0164533715925394;9.438951246;29.24880057;19.809849324;2.09873415040627;38.687751816;7.80140743178583;30.8863443842142;7.029060872;0.878632609;31.658690944;0.201650575843475;0.798349424156525;0.0227108727635248;0.818313017891802;-0.999608215;-0.999186357;0.000421857999999942;-0.00042202334241515
"Fagus sylvatica";"9";"25";5.403083029;9.072700894;3.669617865;2.23254046479803;5.90215832979803;1.09236861586604;0.061724308;0.097991616;0.036267308;0.587569292797904;0.000824171;0.00127741;0.000453239;0.54993320560903;17.86607444;30.99895905;13.13288461;0.735073877258512;48.86503349;53.378628997719;-4.51359550771903;18.1684675826667;2.27105844783333;30.6965659073333;1.09236861586604;-0.0923686158660409;0.0464761463490677;0.628190829207459;-0.999517512;-0.999237838;0.000279674000000063;-0.00027980900448702
"Betula pendula";"1";"25";19.69518076;25.90993649;6.21475573;3.78096416479605;9.99571989479605;0.507521104609352;0.250855986;0.195846505;-0.055009481;-0.219287097259062;0.003118574;0.002502789;-0.000615785;-0.197457235262014;137.745437;110.5823041;-27.1631329;-0.197198059635181;248.3277411;126.031569468217;122.296171631783;113.031345373333;14.1289181716667;135.296395726667;0.507521104609352;0.492478895390648;0.0568962537535307;0.544829969971755;-0.999397316;-0.999120485;0.000276831000000088;-0.000276997942227902
"Betula pendula";"1";"30";18.06021899;25.74222957;7.68201058;5.0102841203818;12.6922947003818;0.702776345481169;0.207346783;0.235587883;0.0282411;0.136202257837779;0.00345084;0.003907414;0.000456574;0.132308075714898;164.6401098;105.4954131;-59.1446967;-0.359236256413138;270.1355229;189.844855568307;80.2906673316935;131.929764626667;16.4912205783333;138.205758273333;0.702776345481169;0.297223654518831;0.0610479525287688;0.51161637976985;-0.999051378;-0.99898278;6.85980000000308e-05;-6.86631353608231e-05
"Betula pendula";"1";"35";20.51677759;27.47157431;6.95479672;4.8407819350052;11.7955786550052;0.57492355235914;0.197091658;0.170022284;-0.027069374;-0.137344087896404;0.004689835;0.004324042;-0.000365793;-0.0779969871008254;207.9359841;130.3735091;-77.562475;-0.37301131564943;338.3094932;194.502095627364;143.807397572636;170.828255226667;21.3535319033333;167.481237973333;0.57492355235914;0.42507644764086;0.0631183349345437;0.49505332052365;-0.999111999;-0.998906635;0.000205364000000041;-0.00020554652552025
"Betula pendula";"1b";"30";20.07348074;26.49815927;6.42467853;4.1902395840513;10.6149181140513;0.528803063680888;0.205665454;0.176935026;-0.028730428;-0.139694963063656;0.003880935;0.003335481;-0.000545454;-0.140547058891736;202.3318583;115.3361058;-86.9957525;-0.429965667448229;317.6679641;167.98379264935;149.68417145065;158.24936076;19.781170095;159.41860334;0.528803063680888;0.471196936319112;0.0622699558359401;0.501840353312479;-0.99913293;-0.998950494;0.000182436000000008;-0.000182594322058836
"Betula pendula";"1b";"35";11.1931296;16.63944761;5.44631801;3.79082795609035;9.23714596609035;0.825251408336266;0.089310752;0.039100577;-0.050210175;-0.562196307562162;0.002600217;0.001097261;-0.001502956;-0.578011758249408;137.9838367;47.06052944;-90.92330726;-0.658941724150507;185.04436614;152.708123761727;32.3362423782733;93.51456516;11.689320645;91.52980098;0.825251408336266;0.174748591663734;0.0631703676736429;0.494637058610857;-0.999182808;-0.999257129;-7.43209999999328e-05;7.43817841989259e-05
"Betula pendula";"2";"25";17.20816325;23.92167556;6.71351231;4.08440018671935;10.7979124967194;0.627487799821945;0.207559283;0.220740883;0.0131816;0.0635076389235744;0.002625467;0.002790877;0.00016541;0.0630021249552938;123.5885614;103.4655928;-20.1229686;-0.162822257756291;227.0541542;142.473711659391;84.5804425406093;105.4810008;13.1851251;121.5731534;0.627487799821945;0.372512200178055;0.0580703979914233;0.535436816068613;-0.99921451;-0.999007673;0.000206836999999904;-0.000206999596112655
"Betula pendula";"2";"35";11.58341662;19.83327929;8.24986267;5.74219316351345;13.9920558335135;1.2079385808635;0.14822699;0.147968511;-0.000258479000000006;-0.00174380522737462;0.004216056;0.004206187;-9.86900000000002e-06;-0.00234081330988014;92.28171914;85.00492573;-7.27679341000001;-0.0788541162628368;177.28664487;214.151378210319;-36.8647333403187;87.3019855933333;10.9127481991667;89.9846592766667;1.2079385808635;-0.207938580863497;0.0615542598099745;0.507565921520204;-0.999168821;-0.999089946;7.88750000000338e-05;-7.89406137804552e-05
"Betula pendula";"3";"30";12.29752468;17.39314761;5.09562293;3.3234162311753;8.4190391611753;0.684612503755943;0.14117519;0.157133406;0.015958216;0.113038388685717;0.002426963;0.00268173;0.000254767;0.104973582209535;100.2440213;69.7060084;-30.5380129;-0.304636750441295;169.9500297;116.349915346314;53.6001143536862;80.5066206533333;10.0633275816667;89.4434090466667;0.684612503755943;0.315387496244057;0.0592134499736817;0.526292400210546;-0.999116732;-0.999019555;9.71770000000038e-05;-9.72629092153006e-05
"Betula pendula";"3a";"25";15.19964411;16.11925782;0.919613710000002;0.559479186958351;1.47909289695835;0.0973110216432793;0.230912795;0.225166914;-0.00574588100000001;-0.0248833374521321;0.002890727;0.002820919;-6.98080000000002e-05;-0.0241489424632628;84.08462626;71.83886756;-12.2457587;-0.145636119760283;155.92349382;15.1730744818137;140.750419338186;63.4166115866666;7.92707644833333;92.5068822333333;0.0973110216432793;0.902688978356721;0.0508395255527332;0.593283795578134;-0.999305966;-0.999060324;0.00024564199999999;-0.000245812602303618
"Betula pendula";"3b";"35";12.09141349;17.0836679;4.99225441;3.47478379826435;8.46703820826434;0.700252142999399;0.199276025;0.153200461;-0.046075564;-0.231214788633003;0.005532129;0.00425919;-0.001272939;-0.230099298118319;109.986559;58.08311809;-51.90344091;-0.471907125578863;168.06967709;117.69115155549;50.3785255345105;79.8026820866667;9.97533526083333;88.2669950033333;0.700252142999399;0.299747857000601;0.0593523795222836;0.525180963821731;-0.999119074;-0.999163226;-4.4151999999964e-05;4.41909289382298e-05
"Betula pendula";"3c";"30";8.074479713;17.16281567;9.088335957;5.92750359451497;15.015839551515;1.85966651539657;0.11740323;0.153446509;0.036043279;0.307004151419003;0.002066109;0.002639019;0.00057291;0.277289339526617;42.54282121;60.72059819;18.17777698;0.427281888294874;103.2634194;192.035523323532;-88.7721039235321;47.3103336986667;5.91379171233333;55.9530857013333;1.85966651539657;-0.859666515396565;0.0572689898000156;0.541848081599875;-0.999296887;-0.999106119;0.000190767999999952;-0.000190902225836667
"Betula pendula";"3c";"35";11.97488078;18.76436592;6.78948514;4.7257192894199;11.5152044294199;0.96161328375412;0.182834679;0.18544481;0.00261013099999999;0.0142759076903566;0.005121222;0.005348542;0.00022732;0.0443878433701957;79.9000513;75.94046466;-3.95958664;-0.0495567471556805;155.84051596;149.858310294232;5.98220566576802;71.9606618933333;8.99508273666667;83.8798540666667;0.96161328375412;0.0383867162458798;0.0577197956594;0.5382416347248;-0.999200681;-0.999078201;0.000122480000000036;-0.000122577978907558
